"subplot_id","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"B02W",6,"ACPE","0-1",0,4,"2020-07-31"
"B02W",6,"ACPE","3-Feb",140,196.5,"2020-07-31"
"B02W",6,"ACPE","2-Jan",98,120.9,"2020-07-31"
"B02W",6,"FAGR","0-1",50,55.2,"2020-07-31"
"B02W",6,"AMEL","0-1",0,34.4,"2020-07-31"
"B02W",6,"AMEL","0-1",49,49.5,"2020-07-31"
"B02W",8,"ACRU","0-1",49,49.5,"2020-07-31"
"B04E",4,"ACRU","0-1",4.9,5.4,"2020-07-31"
"B04E",4,"ACRU","0-1",9,14.5,"2020-07-31"
"B04E",4,"ACRU","0-1",4.6,5.7,"2020-07-31"
"B04E",4,"ACRU","0-1",8.1,10.3,"2020-07-31"
"B04E",4,"ACRU","0-1",0,5.7,"2020-07-31"
"B04E",4,"ACRU","0-1",6,7.9,"2020-07-31"
"B04E",4,"ACRU","0-1",11.7,14.5,"2020-07-31"
"B04E",4,"ACRU","0-1",16.3,18.3,"2020-07-31"
"B04E",4,"ACRU","0-1",3.9,4.5,"2020-07-31"
"B04E",4,"ACRU","0-1",4,5.6,"2020-07-31"
"B04E",4,"ACRU","0-1",6.5,9.1,"2020-07-31"
"B04E",4,"ACRU","0-1",12.5,14.4,"2020-07-31"
"B04E",4,"ACRU","0-1",10.6,12.3,"2020-07-31"
"B04E",4,"ACRU","0-1",9,8.2,"2020-07-31"
"B04E",4,"ACRU","0-1",5.4,6,"2020-07-31"
"B04E",4,"ACRU","0-1",7.7,8.6,"2020-07-31"
"B04E",4,"ACRU","0-1",9,9.2,"2020-07-31"
"B04E",4,"ACRU","0-1",5.5,6,"2020-07-31"
"B04E",4,"ACRU","0-1",5.6,6,"2020-07-31"
"B04E",4,"ACRU","0-1",4.7,5.6,"2020-07-31"
"B04E",4,"ACRU","0-1",4.8,5.1,"2020-07-31"
"B04E",4,"ACRU","0-1",15,16.8,"2020-07-31"
"B04E",4,"ACRU","0-1",8.1,9.2,"2020-07-31"
"B04E",4,"ACRU","0-1",9.5,11.9,"2020-07-31"
"B04E",4,"ACRU","0-1",7.5,8.6,"2020-07-31"
"B04E",4,"ACRU","0-1",6,7.9,"2020-07-31"
"B04E",4,"ACRU","0-1",4.5,6,"2020-07-31"
"B04E",6,"ACRU","0-1",0,6.9,"2020-07-31"
"B04E",6,"ACRU","0-1",9.5,10.2,"2020-07-31"
"B04E",6,"ACPE","0-1",19.4,21.1,"2020-07-31"
"B04E",6,"ACPE","0-1",33,51.4,"2020-07-31"
"B04E",6,"ACPE","0-1",24.5,51.5,"2020-07-31"
"B04E",6,"ACRU","0-1",50.8,52.8,"2020-07-31"
"B04E",6,"ACRU","0-1",19.6,20.7,"2020-07-31"
"B04E",6,"ACRU","0-1",14,14.9,"2020-07-31"
"B04E",6,"ACRU","0-1",8.7,10.2,"2020-07-31"
"B04E",6,"ACRU","0-1",16.3,19.7,"2020-07-31"
"B04E",6,"ACRU","0-1",12.5,13.1,"2020-07-31"
"B04E",6,"ACRU","0-1",17.3,27,"2020-07-31"
"B04E",6,"ACRU","0-1",10.5,12,"2020-07-31"
"B04E",6,"ACRU","0-1",20.3,21,"2020-07-31"
"B04E",6,"ACRU","0-1",18.7,19.6,"2020-07-31"
"B04E",6,"ACRU","0-1",32,34.1,"2020-07-31"
"B04E",6,"ACRU","0-1",30.5,31.9,"2020-07-31"
"B04E",8,"ACRU","0-1",7.9,76,"2020-07-31"
"B04E",8,"ACRU","0-1",11.5,12.1,"2020-07-31"
"B04E",8,"ACRU","0-1",16.9,17.5,"2020-07-31"
"B04E",8,"AMEL","0-1",5.6,6.6,"2020-07-31"
"B04E",8,"AMEL","0-1",13,14.7,"2020-07-31"
"B04E",8,"AMEL","0-1",13,16.3,"2020-07-31"
"B04E",8,"ACRU","0-1",4.7,5.6,"2020-07-31"
"B04E",8,"ACRU","0-1",12.9,13.5,"2020-07-31"
"B04E",8,"ACRU","0-1",17.8,18.5,"2020-07-31"
"B04E",8,"ACRU","0-1",36.5,37.2,"2020-07-31"
"B04E",8,"ACRU","0-1",0,6.1,"2020-07-31"
"B04E",8,"AMEL","0-1",21.1,24.1,"2020-07-31"
"B04E",8,"ACRU","0-1",13.2,14.1,"2020-07-31"
"B04E",8,"ACRU","0-1",31.8,32.4,"2020-07-31"
"B04E",8,"ACRU","0-1",20,20.9,"2020-07-31"
"B04E",8,"ACRU","0-1",22.5,23.3,"2020-07-31"
"B04E",8,"ACRU","0-1",8,8.4,"2020-07-31"
"B04E",8,"ACRU","0-1",7.5,7.8,"2020-07-31"
"B04E",8,"ACRU","0-1",5,5.5,"2020-07-31"
"B04E",8,"ACRU","0-1",13.5,14.5,"2020-07-31"
"B04E",8,"POGR","0-1",0,10,"2020-07-31"
"B04E",8,"ACRU","0-1",5.3,5.6,"2020-07-31"
"B04E",8,"ACRU","0-1",17,17.5,"2020-07-31"
"B04E",8,"ACRU","0-1",11.3,12.9,"2020-07-31"
"B04E",8,"ACRU","0-1",32.2,34.1,"2020-07-31"
"B04E",8,"ACRU","0-1",22.3,24.4,"2020-07-31"
"B04E",8,"ACRU","0-1",25,26.2,"2020-07-31"
"B04E",8,"ACRU","0-1",13.6,14.7,"2020-07-31"
"B04E",8,"ACRU","0-1",4.8,5.3,"2020-07-31"
"B04W",2,"ACRU","0-1",5.7,6,"2020-07-31"
"B04W",2,"ACRU","0-1",3.5,5.6,"2020-07-31"
"B04W",2,"ACRU","0-1",3.5,5.3,"2020-07-31"
"B04W",2,"ACRU","0-1",3.6,4.3,"2020-07-31"
"B04W",2,"ACRU","0-1",6,6.3,"2020-07-31"
"B04W",2,"AMEL","0-1",11.3,11.7,"2020-07-31"
"B04W",2,"ACRU","0-1",42,45.4,"2020-07-31"
"B04W",2,"ACRU","0-1",46.4,48.3,"2020-07-31"
"B04W",2,"ACRU","0-1",9.5,12.2,"2020-07-31"
"B04W",2,"ACRU","0-1",4.9,6.4,"2020-07-31"
"B04W",2,"ACRU","0-1",7.1,8.6,"2020-07-31"
"B04W",2,"ACRU","0-1",40.2,44.3,"2020-07-31"
"B04W",2,"ACRU","0-1",13.5,15.3,"2020-07-31"
"B04W",2,"ACRU","0-1",18.3,20,"2020-07-31"
"B04W",2,"ACRU","0-1",49.4,50.1,"2020-07-31"
"B04W",2,"AMEL","0-1",54.4,55.7,"2020-07-31"
"B04W",2,"AMEL","0-1",36.5,39.8,"2020-07-31"
"B04W",2,"AMEL","0-1",71.4,71.5,"2020-07-31"
"B04W",2,"AMEL","0-1",44.9,47.5,"2020-07-31"
"B04W",2,"ACRU","0-1",13.1,18,"2020-07-31"
"B04W",2,"AMEL","0-1",42.3,45.6,"2020-07-31"
"B04W",2,"AMEL","0-1",91,92.1,"2020-07-31"
"B04W",2,"AMEL","0-1",47.6,48.1,"2020-07-31"
"B04W",2,"ACRU","0-1",30.4,31.3,"2020-07-31"
"B04W",2,"ACRU","0-1",19.6,20.5,"2020-07-31"
"B04W",2,"ACRU","0-1",17.6,18,"2020-07-31"
"B04W",2,"ACRU","0-1",0,5,"2020-07-31"
"B04W",2,"ACRU","0-1",7.5,8,"2020-07-31"
"B04W",2,"ACRU","0-1",4.1,5,"2020-07-31"
"B04W",2,"ACRU","0-1",47.1,49.2,"2020-07-31"
"B04W",2,"ACRU","0-1",39.3,40.5,"2020-07-31"
"B04W",4,"AMEL","0-1",59,63.5,"2020-07-31"
"B04W",4,"ACRU","0-1",3.3,4.5,"2020-07-31"
"B04W",4,"ACRU","0-1",6.5,7.3,"2020-07-31"
"B04W",4,"ACRU","0-1",6.2,6.6,"2020-07-31"
"B04W",4,"ACRU","0-1",4.7,6.5,"2020-07-31"
"B04W",4,"ACRU","0-1",13,16.7,"2020-07-31"
"B04W",4,"ACRU","0-1",0,6.9,"2020-07-31"
"B04W",4,"ACRU","0-1",4.5,4.7,"2020-07-31"
"B04W",4,"AMEL","0-1",37.4,41.9,"2020-07-31"
"B04W",4,"ACRU","0-1",4.3,4.8,"2020-07-31"
"B04W",4,"ACRU","0-1",7.6,8.5,"2020-07-31"
"B04W",4,"ACRU","0-1",7.6,8,"2020-07-31"
"B04W",4,"ACRU","0-1",4.5,5.1,"2020-07-31"
"B04W",4,"AMEL","0-1",13.5,14.8,"2020-07-31"
"B04W",4,"ACRU","0-1",5,6.1,"2020-07-31"
"B04W",4,"ACRU","0-1",20.2,21.6,"2020-07-31"
"B04W",4,"ACRU","0-1",14.9,17,"2020-07-31"
"B04W",4,"ACRU","0-1",6,7.6,"2020-07-31"
"B04W",4,"ACRU","0-1",19.5,21.5,"2020-07-31"
"B04W",4,"ACRU","0-1",19.3,21.1,"2020-07-31"
"B04W",4,"ACRU","0-1",20.7,22.4,"2020-07-31"
"B04W",4,"ACRU","0-1",18.8,20.1,"2020-07-31"
"B04W",4,"ACRU","0-1",17.5,23.4,"2020-07-31"
"B04W",4,"ACRU","0-1",19.1,22.9,"2020-07-31"
"B04W",4,"ACRU","0-1",12.9,14.9,"2020-07-31"
"B04W",6,"ACRU","0-1",11.3,11.6,"2020-07-31"
"B04W",6,"ACRU","0-1",0,5.5,"2020-07-31"
"B04W",6,"ACRU","0-1",3.7,4.3,"2020-07-31"
"B04W",8,"ACRU","0-1",2.5,3.1,"2020-07-31"
"B04W",8,"ACRU","0-1",7,7.3,"2020-07-31"
"B04W",8,"ACRU","0-1",5.5,7.3,"2020-07-31"
"B04W",8,"ACRU","0-1",8.3,8.4,"2020-07-31"
"B04W",8,"ACRU","0-1",5.9,6.6,"2020-07-31"
"B04W",8,"ACRU","0-1",7.3,8.1,"2020-07-31"
"B04W",8,"ACRU","0-1",4.6,5.5,"2020-07-31"
"B04W",8,"ACPE","0-1",6,8.5,"2020-07-31"
"B04W",8,"ACRU","0-1",8.4,8.8,"2020-07-31"
"B04W",8,"AMEL","0-1",7.1,27.9,"2020-07-31"
"B04W",8,"AMEL","0-1",45.7,46.4,"2020-07-31"
"B04W",8,"ACRU","0-1",17.6,17.9,"2020-07-31"
"B04W",8,"ACRU","0-1",7.9,8.3,"2020-07-31"
"B04W",8,"ACRU","0-1",5.6,5.8,"2020-07-31"
"B04W",8,"ACRU","0-1",5,5.2,"2020-07-31"
"B04W",8,"ACRU","0-1",2.7,4.4,"2020-07-31"
"B04W",8,"ACRU","0-1",5.7,6.1,"2020-07-31"
"B04W",8,"ACRU","0-1",8.6,9.4,"2020-07-31"
"B04W",8,"ACRU","0-1",6,6.2,"2020-07-31"
"B04W",8,"ACRU","0-1",7.3,7.7,"2020-07-31"
"B04W",8,"ACRU","0-1",6.8,7.1,"2020-07-31"
"B04W",8,"ACRU","0-1",2.5,3.8,"2020-07-31"
"B04W",8,"ACRU","0-1",4,4.5,"2020-07-31"
"B04W",8,"ACRU","0-1",3.9,4.2,"2020-07-31"
"B04W",8,"ACRU","0-1",3,3.6,"2020-07-31"
"B04W",8,"QURU","0-1",20,20.5,"2020-07-31"
"B04W",8,"AMEL","0-1",4,4.9,"2020-07-31"
"B04W",8,"ACRU","0-1",4,4.5,"2020-07-31"
"B04W",8,"ACRU","0-1",13.7,14.2,"2020-07-31"
"B04W",8,"ACRU","0-1",8.7,9,"2020-07-31"
"B04W",8,"ACRU","0-1",4.9,5.2,"2020-07-31"
"B04W",8,"ACRU","0-1",2.8,3,"2020-07-31"
"B04W",8,"ACRU","0-1",4,8,"2020-07-31"
"B04W",8,"ACRU","0-1",5,5.2,"2020-07-31"
"B04W",8,"ACRU","0-1",3.7,5,"2020-07-31"
"B04W",8,"ACRU","0-1",4.1,4.3,"2020-07-31"
"B04W",8,"ACRU","0-1",30.2,30.6,"2020-07-31"
"B04W",8,"ACRU","0-1",4.3,6.6,"2020-07-31"
"B04W",8,"ACRU","0-1",11,11.7,"2020-07-31"
"B04W",8,"ACRU","0-1",19,19.9,"2020-07-31"
"B04W",8,"ACRU","0-1",11.2,11.9,"2020-07-31"
"B04W",8,"ACRU","0-1",3.9,4.2,"2020-07-31"
"B04W",8,"AMEL","2-Jan",202.3,261.5,"2020-07-31"
"B03E",2,"ACRU","0-1",6.5,12.9,"2020-07-31"
"B03E",2,"ACRU","0-1",9.2,15.1,"2020-07-31"
"B03E",2,"ACRU","0-1",11,13.4,"2020-07-31"
"B03E",2,"ACRU","0-1",8.5,11,"2020-07-31"
"B03E",2,"AMEL","0-1",16.1,22.9,"2020-07-31"
"B03E",2,"AMEL","0-1",11.1,12.3,"2020-07-31"
"B03E",2,"AMEL","0-1",0,7.6,"2020-07-31"
"B03E",2,"AMEL","0-1",14.5,16.1,"2020-07-31"
"B03E",2,"ACRU","0-1",16,21.4,"2020-07-31"
"B03E",2,"ACRU","0-1",34.6,35.4,"2020-07-31"
"B03E",2,"ACRU","0-1",14.9,20.1,"2020-07-31"
"B03E",2,"VBAC","0-1",15.5,24.1,"2020-07-31"
"B03E",2,"VBAC","0-1",4,14.7,"2020-07-31"
"B03E",4,"ACRU","0-1",7.5,8.1,"2020-07-31"
"B03E",4,"ACRU","0-1",5.7,9.1,"2020-07-31"
"B03E",4,"ACRU","0-1",9,9.8,"2020-07-31"
"B03E",4,"ACRU","0-1",11.2,12.2,"2020-07-31"
"B03E",4,"ACRU","0-1",4.8,6,"2020-07-31"
"B03E",4,"ACRU","0-1",7,8.1,"2020-07-31"
"B03E",4,"ACRU","0-1",6.4,7.3,"2020-07-31"
"B03E",4,"ACRU","0-1",5.6,7.1,"2020-07-31"
"B03E",4,"ACRU","0-1",5.2,7.7,"2020-07-31"
"B03E",4,"ACRU","0-1",4.9,5.8,"2020-07-31"
"B03E",4,"ACRU","0-1",5.9,6.8,"2020-07-31"
"B03E",4,"AMEL","0-1",16.1,18,"2020-07-31"
"B03E",4,"AMEL","0-1",18.1,28.9,"2020-07-31"
"B03E",4,"ACRU","0-1",7.5,8.7,"2020-07-31"
"B03E",4,"ACRU","0-1",8,9,"2020-07-31"
"B03E",4,"ACRU","0-1",4.3,5.6,"2020-07-31"
"B03E",4,"ACRU","0-1",5,5.6,"2020-07-31"
"B03E",4,"ACRU","0-1",1.8,3.1,"2020-07-31"
"B03E",4,"ACRU","0-1",4,4.7,"2020-07-31"
"B03E",4,"ACRU","0-1",4.6,5.6,"2020-07-31"
"B03E",4,"ACRU","0-1",5.9,8.4,"2020-07-31"
"B03E",4,"ACRU","0-1",2.5,4.1,"2020-07-31"
"B03E",4,"ACRU","0-1",5.1,6,"2020-07-31"
"B03E",4,"ACRU","0-1",4.9,7.1,"2020-07-31"
"B03E",4,"ACRU","0-1",7,7.7,"2020-07-31"
"B03E",4,"ACRU","0-1",7.5,8.2,"2020-07-31"
"B03E",4,"ACRU","0-1",6.1,7.1,"2020-07-31"
"B03E",4,"ACRU","0-1",2.8,3.6,"2020-07-31"
"B03E",4,"ACRU","0-1",4.6,6.2,"2020-07-31"
"B03E",4,"ACRU","0-1",3.7,4,"2020-07-31"
"B03E",4,"ACRU","0-1",7.3,7.6,"2020-07-31"
"B03E",4,"ACRU","0-1",0,6.2,"2020-07-31"
"B03E",4,"ACRU","0-1",10.5,10.9,"2020-07-31"
"B03E",4,"ACRU","0-1",5.8,7.1,"2020-07-31"
"B03E",4,"ACRU","0-1",3.9,6.2,"2020-07-31"
"B03E",4,"ACRU","0-1",3.3,5.4,"2020-07-31"
"B03E",4,"POGR","0-1",0,18,"2020-07-31"
"B03E",4,"ACRU","0-1",5.4,6.4,"2020-07-31"
"B03E",4,"ACRU","0-1",7.3,7.9,"2020-07-31"
"B03E",4,"ACRU","0-1",5.5,6.5,"2020-07-31"
"B03E",4,"ACRU","0-1",10,14,"2020-07-31"
"B03E",4,"FAGR","0-1",38,43.3,"2020-07-31"
"B03E",6,"AMEL","0-1",0,13.3,"2020-07-31"
"B03E",6,"ACRU","0-1",16.9,18,"2020-07-31"
"B03E",6,"ACRU","0-1",3.6,4,"2020-07-31"
"B03E",6,"ACRU","0-1",5.6,6.5,"2020-07-31"
"B03E",6,"ACRU","0-1",5,8.1,"2020-07-31"
"B03E",6,"ACRU","0-1",7.4,9.7,"2020-07-31"
"B03E",6,"ACRU","0-1",12.5,13.1,"2020-07-31"
"B03E",6,"AMEL","0-1",33.2,36.3,"2020-07-31"
"B03E",6,"AMEL","0-1",8,9.1,"2020-07-31"
"B03E",6,"AMEL","0-1",22.9,29.8,"2020-07-31"
"B03E",6,"AMEL","0-1",12,17,"2020-07-31"
"B03E",6,"AMEL","0-1",40.1,43.2,"2020-07-31"
"B03E",6,"ACRU","0-1",6.5,7.3,"2020-07-31"
"B03E",6,"ACRU","0-1",7,7.9,"2020-07-31"
"B03E",6,"ACRU","0-1",3.7,4,"2020-07-31"
"B03E",6,"ACRU","0-1",8.7,10.1,"2020-07-31"
"B03E",6,"ACRU","0-1",9.2,9.9,"2020-07-31"
"B03E",6,"ACRU","0-1",6.5,8.5,"2020-07-31"
"B03E",8,"ACRU","0-1",7.5,8.4,"2020-07-31"
"B03E",8,"ACRU","0-1",5.1,6.5,"2020-07-31"
"B03E",8,"ACRU","0-1",0,7.5,"2020-07-31"
"B03E",8,"ACRU","0-1",12,12.6,"2020-07-31"
"B03E",8,"AMEL","0-1",6.6,7.1,"2020-07-31"
"B03E",8,"ACRU","0-1",5.5,6.7,"2020-07-31"
"B03E",8,"ACRU","0-1",3.5,4.5,"2020-07-31"
"B03E",8,"ACRU","0-1",15.9,16.5,"2020-07-31"
"B03E",8,"ACRU","0-1",12.5,14,"2020-07-31"
"B03E",8,"ACRU","0-1",13.9,14.3,"2020-07-31"
"B03E",8,"ACRU","0-1",16.5,17,"2020-07-31"
"B03E",8,"ACRU","0-1",13.7,14.8,"2020-07-31"
"B03E",8,"ACRU","0-1",4.5,6.2,"2020-07-31"
"B03E",8,"AMEL","0-1",12,12.7,"2020-07-31"
"B03E",8,"ACRU","0-1",4.5,4.8,"2020-07-31"
"B03E",8,"ACRU","0-1",3.5,4.1,"2020-07-31"
"B03E",8,"ACRU","0-1",4.5,6,"2020-07-31"
"B03E",8,"ACRU","0-1",3,3.9,"2020-07-31"
"B03E",8,"ACRU","0-1",5,5.9,"2020-07-31"
"B03E",8,"ACRU","0-1",10,10.8,"2020-07-31"
"B03E",8,"ACRU","0-1",5,6.9,"2020-07-31"
"B03E",8,"ACRU","0-1",3.5,4.8,"2020-07-31"
"B03E",8,"ACRU","0-1",4.5,6.2,"2020-07-31"
"B03E",8,"ACRU","0-1",7.5,7.7,"2020-07-31"
"B03E",8,"AMEL","0-1",2.8,5.4,"2020-07-31"
"B03E",8,"ACRU","0-1",15.5,16.8,"2020-07-31"
"B03E",8,"ACRU","0-1",17.5,18.4,"2020-07-31"
"B03E",8,"ACRU","0-1",3,3.6,"2020-07-31"
"B03W",2,"ACRU","0-1",4.8,5.6,"2020-07-31"
"B03W",2,"AMEL","0-1",12.4,13.2,"2020-07-31"
"B03W",2,"ACRU","0-1",0,5.6,"2020-07-31"
"B03W",2,"ACRU","0-1",2.9,3.6,"2020-07-31"
"B03W",2,"ACRU","0-1",0,5.3,"2020-07-31"
"B03W",2,"ACRU","0-1",0,4.6,"2020-07-31"
"B03W",2,"ACRU","0-1",0,6.7,"2020-07-31"
"B03W",2,"ACRU","0-1",0,4.7,"2020-07-31"
"B03W",2,"ACRU","0-1",8.5,9.5,"2020-07-31"
"B03W",4,"ACRU","0-1",3.9,4.3,"2020-07-31"
"B03W",4,"ACRU","0-1",4,7.1,"2020-07-31"
"B03W",6,"ACRU","0-1",7.3,11.1,"2020-07-31"
"B03W",6,"ACRU","0-1",15.5,16.5,"2020-07-31"
"B03W",6,"ACRU","0-1",6.7,9.3,"2020-07-31"
"B03W",6,"QURU","0-1",6.7,9.9,"2020-07-31"
"B03W",6,"QURU","0-1",18,20.9,"2020-07-31"
"B03W",6,"ACRU","0-1",13.2,20,"2020-07-31"
"B03W",6,"ACPE","0-1",8.5,13,"2020-07-31"
"B03W",6,"ACRU","0-1",10,17.5,"2020-07-31"
"B03W",6,"ACRU","0-1",8,15.3,"2020-07-31"
"B03W",6,"ACRU","0-1",15.7,21.1,"2020-07-31"
"B03W",6,"ACRU","0-1",10,23.7,"2020-07-31"
"B03W",6,"ACRU","0-1",11.9,13.2,"2020-07-31"
"B03W",6,"ACRU","0-1",16,19.8,"2020-07-31"
"B03W",6,"ACRU","0-1",5,5.3,"2020-07-31"
"B03W",6,"ACRU","0-1",5.9,8,"2020-07-31"
"B03W",6,"ACRU","0-1",9.6,11.2,"2020-07-31"
"B03W",6,"ACRU","0-1",6.5,9.4,"2020-07-31"
"B03W",6,"ACRU","0-1",5.8,9.4,"2020-07-31"
"B03W",6,"ACRU","0-1",7.3,9,"2020-07-31"
"B03W",6,"ACRU","0-1",0,5.5,"2020-07-31"
"B03W",6,"ACRU","0-1",3.3,7.4,"2020-07-31"
"B03W",6,"ACRU","0-1",9,19.6,"2020-07-31"
"B03W",6,"ACRU","0-1",11.3,13.9,"2020-07-31"
"B03W",6,"ACRU","0-1",6.7,12,"2020-07-31"
"B03W",6,"ACRU","0-1",8,12.1,"2020-07-31"
"B03W",6,"ACRU","0-1",5.5,6.9,"2020-07-31"
"B03W",6,"ACRU","0-1",3.8,7.9,"2020-07-31"
"B03W",6,"ACRU","0-1",10,11.1,"2020-07-31"
"B03W",6,"ACRU","0-1",3,7.1,"2020-07-31"
"B03W",6,"ACRU","0-1",3.8,8.3,"2020-07-31"
"B03W",6,"ACRU","0-1",5.5,7.6,"2020-07-31"
"B03W",6,"ACRU","0-1",3.2,5.9,"2020-07-31"
"B03W",6,"ACRU","0-1",9.5,11.7,"2020-07-31"
"B03W",6,"ACRU","0-1",9.3,10.7,"2020-07-31"
"B03W",6,"ACRU","0-1",5.2,6.4,"2020-07-31"
"B03W",6,"ACRU","0-1",5.9,6.3,"2020-07-31"
"B03W",6,"ACRU","0-1",0,5.7,"2020-07-31"
"B03W",6,"ACRU","0-1",3.2,6.1,"2020-07-31"
"B03W",6,"ACRU","0-1",3,5.8,"2020-07-31"
"B03W",6,"ACRU","0-1",6.9,9.5,"2020-07-31"
"B03W",6,"ACRU","0-1",4,6.9,"2020-07-31"
"B03W",6,"ACRU","0-1",2.5,5.1,"2020-07-31"
"B03W",6,"ACRU","0-1",4.5,8.3,"2020-07-31"
"B03W",6,"ACRU","0-1",4.9,7.5,"2020-07-31"
"B03W",6,"ACRU","0-1",6.6,9.7,"2020-07-31"
"B03W",6,"ACRU","0-1",7.5,10.9,"2020-07-31"
"B03W",6,"ACRU","0-1",12.7,17.6,"2020-07-31"
"B03W",6,"ACRU","0-1",8.9,12.9,"2020-07-31"
"B03W",6,"ACRU","0-1",8.7,14.5,"2020-07-31"
"B03W",6,"ACRU","0-1",5.5,8.7,"2020-07-31"
"B03W",6,"ACRU","0-1",5.5,7.3,"2020-07-31"
"B03W",6,"ACRU","0-1",4.5,10,"2020-07-31"
"B03W",6,"ACRU","0-1",4.6,12.4,"2020-07-31"
"B03W",6,"ACRU","0-1",0,6.1,"2020-07-31"
"B03W",8,"FAGR","2-Jan",139.6,164.3,"2020-07-31"
"B03W",8,"ACRU","0-1",11.9,13.3,"2020-07-31"
"B03W",8,"ACRU","0-1",13.3,14.1,"2020-07-31"
"B03W",8,"ACRU","0-1",3.5,4.4,"2020-07-31"
"B03W",8,"ACRU","0-1",1.5,4,"2020-07-31"
"B03W",8,"ACRU","0-1",14.8,15.4,"2020-07-31"
"B03W",8,"ACRU","0-1",7,7.6,"2020-07-31"
"B03W",8,"VBAC","0-1",15,15.5,"2020-07-31"
"B03W",8,"VBAC","0-1",0,13.4,"2020-07-31"
"B03W",8,"VBAC","0-1",18,18.6,"2020-07-31"
"B03W",8,"ACRU","0-1",3.5,4.7,"2020-07-31"
"B03W",8,"VBAC","0-1",10.5,11.3,"2020-07-31"
"B03W",8,"VBAC","0-1",10.1,11.5,"2020-07-31"
"B03W",8,"ACRU","0-1",7.4,8.3,"2020-07-31"
"B03W",8,"POGR","0-1",0,7.5,"2020-07-31"
"B03W",8,"ACRU","0-1",3.5,5.1,"2020-07-31"
"B03W",8,"ACRU","0-1",5.1,6.8,"2020-07-31"
"B03W",8,"ACRU","0-1",3.5,6.3,"2020-07-31"
"B03W",8,"ACRU","0-1",11,11.7,"2020-07-31"
"B03W",8,"ACRU","0-1",12.5,12.7,"2020-07-31"
"B03W",8,"ACRU","0-1",11.3,11.5,"2020-07-31"
"B03W",8,"QURU","0-1",10.5,12.3,"2020-07-31"
"B03W",8,"QURU","0-1",16.5,16.8,"2020-07-31"
"B03W",8,"ACRU","0-1",6.5,7.6,"2020-07-31"
"B03W",8,"ACRU","0-1",0,4.3,"2020-07-31"
"B03W",8,"ACRU","0-1",4.3,4.9,"2020-07-31"
"B03W",8,"ACRU","0-1",4.5,5.7,"2020-07-31"
"B03W",8,"ACRU","0-1",7.3,7.8,"2020-07-31"
"B03W",8,"ACRU","0-1",24.9,25.7,"2020-07-31"
"B03W",8,"ACRU","0-1",4.3,5.6,"2020-07-31"
"B03W",8,"ACRU","0-1",5.5,6.1,"2020-07-31"
"B03W",8,"ACRU","0-1",2.9,3.6,"2020-07-31"
"B03W",8,"ACRU","0-1",3.5,4.9,"2020-07-31"
"B03W",8,"ACRU","0-1",5.3,6.6,"2020-07-31"
"B03W",8,"ACRU","0-1",8.5,8.7,"2020-07-31"
"B03W",8,"VBAC","0-1",0,15.1,"2020-07-31"
"B03W",8,"VBAC","0-1",6.5,10,"2020-07-31"
"B03W",8,"ACRU","0-1",7.3,7.7,"2020-07-31"
"B03W",8,"ACRU","0-1",5.5,6.5,"2020-07-31"
"B03W",8,"AMEL","0-1",26.9,27.6,"2020-07-31"
"B03W",8,"ACRU","0-1",16,16.7,"2020-07-31"
"B03W",8,"ACRU","0-1",14.5,15,"2020-07-31"
"B03W",8,"AMEL","0-1",13.5,19,"2020-07-31"
"B03W",8,"ACRU","0-1",7,7.8,"2020-07-31"
"B03W",8,"ACRU","0-1",6,7,"2020-07-31"
"B03W",8,"VBAC","0-1",14.8,16.3,"2020-07-31"
"B03W",8,"AMEL","0-1",20.4,21.3,"2020-07-31"
"B03W",8,"ACRU","0-1",8.3,10.1,"2020-07-31"
"B03W",8,"ACRU","0-1",13,14.9,"2020-07-31"
"B03W",8,"ACRU","0-1",6.9,8.5,"2020-07-31"
"B03W",8,"ACPE","2-Jan",106.9,124.7,"2020-07-31"
"B01E",2,"AMEL","0-1",30.2,30.7,"2020-07-31"
"B01E",2,"ACRU","0-1",11,11.5,"2020-07-31"
"B01E",2,"AMEL","0-1",30.1,30.4,"2020-07-31"
"B01E",2,"ACRU","0-1",7,7.8,"2020-07-31"
"B01E",2,"AMEL","0-1",16.7,22,"2020-07-31"
"B01E",2,"ACRU","0-1",3.7,3.9,"2020-07-31"
"B01E",2,"ACRU","0-1",7.5,8.4,"2020-07-31"
"B01E",2,"ACRU","0-1",7.8,8.5,"2020-07-31"
"B01E",2,"ACRU","0-1",9.2,9.8,"2020-07-31"
"B01E",2,"ACRU","0-1",9.7,9.9,"2020-07-31"
"B01E",2,"ACRU","0-1",10.6,11.1,"2020-07-31"
"B01E",2,"ACRU","0-1",15.8,16.5,"2020-07-31"
"B01E",2,"ACRU","0-1",15.7,16.2,"2020-07-31"
"B01E",2,"ACRU","0-1",5,5.5,"2020-07-31"
"B01E",2,"ACRU","0-1",5.6,5.9,"2020-07-31"
"B01E",2,"AMEL","0-1",40.1,40.4,"2020-07-31"
"B01E",2,"ACRU","0-1",12.7,14,"2020-07-31"
"B01E",2,"AMEL","0-1",8,10,"2020-07-31"
"B01E",2,"ACRU","0-1",5,6.9,"2020-07-31"
"B01E",2,"ACRU","0-1",6.9,8.5,"2020-07-31"
"B01E",2,"ACRU","0-1",4,4.7,"2020-07-31"
