"subplot_id","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"D03E",6,"ACRU","0-1",3.7,4.6,"2020-07-30"
"D03E",6,"AMEL","0-1",12,12.8,"2020-07-30"
"D03E",6,"AMEL","0-1",19.5,21.1,"2020-07-30"
"D03E",6,"ACRU","0-1",0,5.9,"2020-07-30"
"D03E",6,"ACRU","0-1",12,13.4,"2020-07-30"
"D03E",6,"ACRU","0-1",12.5,13.4,"2020-07-30"
"D03E",6,"ACRU","0-1",6.8,8.7,"2020-07-30"
"D03E",6,"AMEL","0-1",53.8,54.5,"2020-07-30"
"D03W",2,"ACRU","0-1",5.5,7.1,"2020-07-30"
"D03W",2,"ACRU","0-1",6.5,7,"2020-07-30"
"D03W",2,"ACRU","0-1",8.5,8.9,"2020-07-30"
"D03W",2,"ACRU","0-1",0,5,"2020-07-30"
"D03W",2,"ACRU","0-1",9.3,10.3,"2020-07-30"
"D03W",4,"ACRU","0-1",8,8.5,"2020-07-30"
"D03W",4,"FAGR","0-1",32,34.8,"2020-07-30"
"D03W",4,"PIST","2-Jan",59,60,"2020-07-30"
"D03W",4,"ACRU","0-1",2.5,2.8,"2020-07-30"
"D03W",4,"ACRU","0-1",12.5,13.1,"2020-07-30"
"D03W",4,"ACRU","0-1",7,7.4,"2020-07-30"
"D03W",6,"ACRU","0-1",10.1,11.6,"2020-07-30"
"D03W",6,"POGR","0-1",0,14.5,"2020-07-30"
"D03W",6,"ACRU","0-1",0,3.2,"2020-07-30"
"D03W",6,"ACRU","0-1",5.7,7,"2020-07-30"
"D03W",6,"ACRU","0-1",20,21,"2020-07-30"
"D03W",6,"POGR","0-1",0,23.5,"2020-07-30"
"D03W",8,"ACRU","0-1",15,15.6,"2020-07-30"
"D03W",8,"ACRU","0-1",5.5,6.9,"2020-07-30"
"D03W",8,"ACRU","0-1",15.5,16.3,"2020-07-30"
"D03W",8,"ACRU","0-1",16.4,16.8,"2020-07-30"
"D03W",8,"ACRU","0-1",8.8,9.5,"2020-07-30"
"D03W",8,"ACRU","0-1",13.3,14.2,"2020-07-30"
"D03W",8,"ACRU","0-1",13,13.2,"2020-07-30"
"D03W",8,"ACRU","0-1",12.8,13.1,"2020-07-30"
"D03W",8,"ACRU","0-1",12.5,12.9,"2020-07-30"
"D03W",8,"ACRU","0-1",0,5.8,"2020-07-30"
"D03W",8,"ACRU","0-1",6.5,6.8,"2020-07-30"
"D03W",8,"ACRU","0-1",6,7.7,"2020-07-30"
"D03W",8,"ACRU","0-1",21,22.4,"2020-07-30"
"D03W",8,"ACRU","0-1",12.5,12.9,"2020-07-30"
"D01E",2,NA,"0-1",NA,NA,"2020-07-30"
"D01E",4,"FAGR","0-1",14.5,14.8,"2020-07-30"
"D01E",6,NA,"0-1",NA,NA,"2020-07-30"
"D01E",8,NA,"0-1",NA,NA,"2020-07-30"
"D01W",2,"QURU","0-1",15.5,16,"2020-07-30"
"D01W",2,"ACRU","0-1",9.1,12,"2020-07-30"
"D01W",2,"ACRU","0-1",0,3.4,"2020-07-30"
"D01W",2,"QURU","0-1",4.5,5.5,"2020-07-30"
"D01W",2,"ACRU","0-1",0,4.6,"2020-07-30"
"D01W",2,"ACRU","0-1",6,6.2,"2020-07-30"
"D01W",2,"ACRU","0-1",3.5,4.1,"2020-07-30"
"D01W",4,"ACRU","0-1",2.8,3.5,"2020-07-30"
"D01W",4,"ACRU","0-1",17.5,19.6,"2020-07-30"
"D01W",4,"ACRU","0-1",11.4,12.6,"2020-07-30"
"D01W",4,"ACRU","0-1",4.5,5,"2020-07-30"
"D01W",4,"ACRU","0-1",14.6,15,"2020-07-30"
"D01W",4,"ACRU","0-1",15.1,15.6,"2020-07-30"
"D01W",6,"AMEL","0-1",20.9,29.6,"2020-07-30"
"D01W",6,"ACRU","0-1",20.3,21.2,"2020-07-30"
"D01W",6,"ACRU","0-1",8.6,10.4,"2020-07-30"
"D01W",6,"ACRU","0-1",10,10.6,"2020-07-30"
"D01W",6,"ACRU","0-1",17.7,19.1,"2020-07-30"
"D01W",6,"AMEL","0-1",18.5,18.5,"2020-07-30"
"D01W",8,"ACRU","0-1",17.5,17.9,"2020-07-30"
"D01W",8,"ACRU","0-1",0,5.7,"2020-07-30"
"D01W",8,"ACRU","0-1",7.5,9.4,"2020-07-30"
"D01W",8,"AMEL","0-1",71,71,"2020-07-30"
"D01W",8,"ACRU","0-1",15.5,17.7,"2020-07-30"
"D01W",8,"ACRU","0-1",18,20,"2020-07-30"
"D01W",8,"ACRU","0-1",3,7.5,"2020-07-30"
"B04E",2,"ACRU","0-1",25,26.9,"2020-07-31"
"B04E",2,"ACRU","0-1",30,30.5,"2020-07-31"
"B04E",2,"ACRU","0-1",27.8,28.3,"2020-07-31"
"B04E",2,"VBAC","0-1",72,73.5,"2020-07-31"
"B04E",2,"VBAC","0-1",48.5,49,"2020-07-31"
"B04E",2,"ACRU","0-1",29.1,29.9,"2020-07-31"
"B04E",2,"ACRU","0-1",16.2,17.7,"2020-07-31"
"B04E",2,"VBAC","0-1",0,11.7,"2020-07-31"
"B04E",2,"VBAC","0-1",14.1,24.5,"2020-07-31"
"B04E",2,"VBAC","0-1",12.5,18.2,"2020-07-31"
"B04E",2,"ACRU","0-1",5.8,10.7,"2020-07-31"
"B04E",2,"VBAC","0-1",7,11.5,"2020-07-31"
"B04E",2,"VBAC","0-1",6.5,14.3,"2020-07-31"
"B04E",2,"VBAC","0-1",18.5,19.6,"2020-07-31"
"B04E",4,"ACRU","0-1",6,7.2,"2020-07-31"
"B04E",4,"ACRU","0-1",13.8,15.4,"2020-07-31"
"B04E",4,"ACRU","0-1",8.7,9.9,"2020-07-31"
"B04E",4,"ACRU","0-1",9.3,9.9,"2020-07-31"
"B04E",4,"ACRU","0-1",3,4.2,"2020-07-31"
"B04E",4,"ACRU","0-1",5,6,"2020-07-31"
"B04E",4,"ACRU","0-1",16,22.1,"2020-07-31"
"B04E",4,"ACRU","0-1",8.6,9.6,"2020-07-31"
"B04E",4,"ACRU","0-1",10,10.6,"2020-07-31"
"B04E",4,"ACRU","0-1",9,10.3,"2020-07-31"
"B04E",4,"ACRU","0-1",2.5,3.5,"2020-07-31"
"B04E",4,"ACRU","0-1",6.5,7.5,"2020-07-31"
"B04E",4,"ACRU","0-1",8.9,10,"2020-07-31"
"B04E",4,"ACRU","0-1",6.7,7.4,"2020-07-31"
"B04E",4,"ACRU","0-1",4.1,4.5,"2020-07-31"
"B04E",4,"ACRU","0-1",5.6,6.7,"2020-07-31"
"B04E",4,"ACRU","0-1",5.4,6.1,"2020-07-31"
"B04E",4,"ACRU","0-1",7.1,8.2,"2020-07-31"
"B04E",4,"ACRU","0-1",6.1,6.6,"2020-07-31"
"B04E",4,"ACRU","0-1",5.3,6.6,"2020-07-31"
"B04E",4,"ACRU","0-1",11,12.8,"2020-07-31"
"B04E",4,"ACRU","0-1",10.2,11.1,"2020-07-31"
"B04E",4,"ACRU","0-1",6.4,6.7,"2020-07-31"
"B04E",4,"ACRU","0-1",5,6.4,"2020-07-31"
"B04E",4,"QURU","0-1",13.3,14.8,"2020-07-31"
"B02W",6,"ACRU","0-1",4.6,5,"2020-07-31"
"B02W",6,"ACPE","0-1",17.6,28,"2020-07-31"
"B02W",6,"ACPE","0-1",25,27.8,"2020-07-31"
