subplot_id,year,mean.height.mean,height.2,mean.height.median,mean.height.var,mean.height.rms,transect.length,can.max.ht,moch,can.max.ht.median,vai.mean,vai.sd,vai.median,vai.column.max,vai.max.ht.mean,vai.max.ht.sd,vai.max.ht.median,vai.max,vai.mean.peak,vai.peak.sd,vai.peak.median,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,median.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,fhd,gini,mean.intensity,median.intensity,sd.intensity,max.intensity,min.intensity,skew.intensity,kurtosis.intensity,p10,p25,p50,p75,p90,
A04W,2022,18.25825214,4.701272617,19.14307506,22.10196422,18.83913975,40,31.425,23.161825,23.37,7.86151676,0.385494866,8,8,18.6,6.690214822,20,6.370096935,2.916391135,1.152755998,2.7456099,0,0,0.6765625,631.8982918,17.62658511,17.92210337,4.760970946,14.1062552,6.116100467,15.229,0.184586987,99.81541301,31.425,271,4.675,0.831438945,20.93769851,3.028940791,10.44258764,1.571177508,100.2399445,105,18.55711208,141,8,-1.20795488,4.580670136,4.4787,8.816,15.2275,18.7965,20.975
B01E,2022,10.42684602,5.404412824,11.58495653,29.20767797,11.7130954,40,29.077,16.85055,17.6865,7.057839599,1.796538364,8,8,10.45,7.568321292,11.5,6.375928835,3.15226056,1.239947447,3.052578315,0,0,0.741666667,1406.009405,25.28262539,27.69112237,6.962239814,6.590147473,5.731288632,3.607,6.285211268,93.71478873,29.077,284.125,7.2,0.906018905,20.51665243,3.002664915,10.11882307,1.60437909,79.6100883,78,24.24954901,140,5,-0.097494175,2.450615585,1.416,2.162,3.607,11.173,15.564
B01E,2022,7.724715677,5.061135936,6.648521223,25.61509697,9.200323463,40,30.826,14.856375,13.717,6.744419429,2.015261955,8,8,5.775,5.744506852,3,6.662646252,3.252978619,1.452834302,3.146052094,0,0,0.803125,1799.959488,27.22587389,32.53784379,8.666425909,4.348276744,5.117198869,1.953,4.692754509,95.30724549,30.826,327.225,9.125,0.800945568,15.82851446,2.648946444,9.081538031,1.245000424,77.01820369,75,21.07624505,133,10,0.133373265,2.805505419,1.265,1.436,1.951,3.703,13.633
B01W,2022,6.291792324,3.80949093,4.870379201,14.51222114,7.330488815,40,29.913,11.6171,7.621,6.667955981,2.217227444,8,8,5.125,5.440529292,4,7.496813248,3.440413482,1.766750736,3.438760884,0,0,0.815322581,1190.948448,16.94481132,30.06362948,8.260061469,3.822968492,3.181815167,2.975,6.178699309,93.82130069,29.913,300.35,9.7,0.758251589,12.27838914,2.439926741,8.291586377,1.178521917,74.07348895,74,17.82219107,128,7,-0.12316078,3.251696843,1.512,2.145,2.975,4.244,6.1048
B01W,2022,4.081609678,2.325313205,3.495934959,5.407081503,4.683101753,40,28.872,9.93435,6.9275,5.788359871,2.580480297,7.012192524,8,3.625,2.647567824,2,7.861387432,3.220597987,1.87607374,3.108408853,0,0,0.826666667,272.2357612,6.971513009,14.95438958,8.301723178,2.765292406,2.260953862,2.024,11.25685336,88.74314664,28.872,360.35,6.925,0.65708987,9.945747126,2.094796086,7.044531664,1.219274385,75.09759912,74,16.52409424,128,9,-0.07473422,3.348483683,1.225,1.54,2.024,3.23,4.9649
B02E,2022,6.504537016,4.670955432,5.20133622,21.81782464,7.973793377,40,28.693,12.209075,8.519,5.934954305,2.521375906,7.856365975,8,6.15,6.77684595,3,7.803069997,2.955035764,1.766757314,2.683468846,0,0,0.79,1680.442198,21.48613447,34.91114755,9.060490742,4.070847903,4.761040073,2.253,9.972337483,90.02766252,28.693,361.625,8.3,0.753937147,14.95619407,2.615322285,8.778729891,1.261391228,70.60101398,70,18.26646651,141,1,0.052502976,2.918173503,1.2992,1.613,2.252,3.759,9.659
B02E,2022,8.761557511,3.71225397,9.526908787,13.78082953,9.497431169,40,30.639,14.013075,12.7555,7.040438063,1.780647383,8,8,8.575,5.217758139,9,5.68050249,3.128320613,1.035856956,3.267051105,0,0,0.7796875,453.1547607,14.81191737,15.28927286,6.972925985,5.816409252,4.4610019,4.378,3.575572962,96.42442704,30.639,344.825,6.425,0.870168186,17.79856759,2.819948663,9.650636167,1.596743728,82.85197443,85,19.69721664,139,7,-0.52020217,3.171077411,1.463,2.28875,4.377,8.97275,11.551
B02W,2022,8.160672544,5.218635927,7.398429119,27.23416094,9.651418719,40,31.426,18.704125,24.274,4.597327276,2.939711647,5.157662035,8,4.7,5.364651636,3,5.245994667,1.899518677,1.416086911,1.625286682,1,0.025,0.7,2049.958973,30.34546107,33.60226131,11.45474369,6.784676359,6.778161575,3.206,23.1998985,76.8001015,31.426,394.2,7.775,0.952509944,26.84923525,2.887400569,9.954704924,1.425126484,67.59301173,71,24.60266282,136,4,-0.405058106,2.642196244,1.264,1.8715,3.205,10.615,16.006
B02W,2022,10.9389293,7.516950697,9.135416667,56.50454778,13.21938381,40,31.389,22.3524,27.572,3.407718451,2.676301005,3.093222346,8,8.575,8.825625568,3,6.329463221,1.826172412,1.753959212,1.455691227,0,0,0.68671875,1809.8429,31.9454564,28.09503009,9.812161598,8.975204304,8.587556814,5.138,37.35431548,62.64568452,31.865,465.6,7.875,0.960513468,27.89262793,2.676133262,9.263457307,1.250350825,73.35862483,73,21.87841593,134,6,-0.146273086,2.816821082,1.281,1.847,5.134,15.253,22.8868
B03E,2022,4.72318999,2.5488338,4.071323967,6.496553741,5.351884115,40,26.268,9.9686,5.6605,6.039318404,2.355055675,7.625793539,8,3.7,2.077967449,3,6.598776402,3.228239144,1.645189485,3.267336332,0,0,0.774074074,293.3311187,8.29548261,14.98386088,7.785029904,3.419997199,3.310405504,2.422,7.744926655,92.25507334,26.268,329.05,6.55,0.755406628,13.22434474,2.0339362,6.647618364,1.296946994,71.39883012,71,16.73990127,131,6,-0.048417349,3.157568978,1.434,1.741,2.422,3.689,5.198
B03E,2022,4.442636431,3.271642328,3.422942068,10.70364352,5.493001993,40,27.762,7.966825,4.5325,6.611614585,2.221742627,8,8,4.125,5.209397327,3,7.769491622,3.409650516,1.737982183,3.335611299,0,0,0.83362069,747.5365676,10.48480572,25.25084982,7.894124049,2.671552634,2.115885081,2.166,6.582818476,93.41718152,27.762,340.025,6.175,0.587291143,8.402661854,1.953885039,6.49406553,1.216921074,77.67939532,77,14.88839451,125,12,0.021739107,3.42368126,1.392,1.721,2.166,2.86675,4.1975
B03W,2022,6.14594537,4.784109133,3.941284318,22.8877002,7.751654803,40,31.997,15.098225,11.6115,5.736170308,2.528321259,6.762515506,8,3.65,3.084701706,3,6.866317641,3.089051722,1.929436806,2.961794736,0,0,0.793939394,1286.165171,19.41194218,30.1552926,11.84529076,4.211028499,5.553997311,2.375,10.24472794,89.75527206,31.997,384.225,7.8,0.816028344,17.90513069,2.050468721,7.106190824,1.19945182,68.37606962,69,16.84086529,139,6,-0.133516071,3.205474811,1.469,1.713,2.374,3.3245,8.8116
B03W,2022,3.636204652,1.414440561,3.394943534,2.000642102,3.895203502,40,31.859,10.5443,4.914,6.009494558,2.364817367,6.813418847,8,2.675,1.456858228,2,7.08080535,3.131544204,1.649534643,3.070596838,0,0,0.831060606,186.4609473,6.404411313,12.06003578,9.902850983,2.694177606,2.628651981,1.966,10.20492084,89.79507916,31.859,364.9,9.725,0.60294239,10.00784866,1.752954882,6.067537647,1.182088982,74.32346207,74,14.86100055,129,9,-0.333321765,4.112402102,1.289,1.549,1.966,2.994,4.2764
B04E,2022,7.384932342,2.260283348,7.225624141,5.108880815,7.714815908,40,27.025,13.977075,11.888,7.141042539,1.427698042,8,8,7.05,4.100969241,6,5.441311723,3.106497385,1.145382148,3.252951454,0,0,0.742857143,271.2057864,13.08757453,9.996058184,6.934765466,5.032122177,3.805928655,3.721,2.167999341,97.83200066,27.025,303.4,7.425,0.845443882,16.3533123,2.6390842,8.700433466,1.507892596,79.28606336,80,18.96170142,138,4,-0.44455886,3.372241254,1.88,2.566,3.717,6.223,9.9348
B04E,2022,5.886652206,3.620360286,4.390362585,13.1070086,6.887089921,40,28.569,9.9857,8.8355,6.069530258,2.563313745,8,8,5.225,4.154006407,4,8,3.178887868,1.822168707,2.995493806,0,0,0.813333333,316.4430593,8.919580929,15.39104075,7.288806378,4.070515344,3.262659682,2.647,9.391403036,90.60859696,28.569,352.575,6.175,0.793446253,13.12820513,2.495065903,8.364264851,1.35142261,82.43463285,82,18.47484047,136,11,-0.12170821,2.765431642,1.361,1.783,2.645,5.838,8.957
B04W,2022,6.769652523,4.51566324,5.600180033,20.39121449,8.106147631,40,27.209,12.311975,7.6985,6.76170792,1.780515452,8,8,7,6.72538246,5,7.932700826,3.297937589,1.731766849,2.683378962,0,0,0.766071429,1008.250649,18.07174052,26.10867372,8.467175748,4.290622137,4.190813648,2.937,3.945166175,96.05483382,27.209,313.8,8.8,0.809532591,14.50021124,2.519314968,8.322677424,1.32911841,74.69938599,75,18.24619315,132,3,-0.114203168,2.789846173,1.293,1.736,2.936,5.054,6.7686
B04W,2022,6.404942119,4.981354989,4.501857609,24.81389753,8.075694004,40,27.849,13.12715,14.128,5.763715402,2.927473869,8,8,5.925,6.136847516,3.5,8,2.768217025,1.843131531,2.737380145,1,0.025,0.782758621,788.4865224,16.91029468,22.41714648,9.238565838,3.97405838,3.868140104,2.67,14.06403013,85.93596987,27.849,332,10.25,0.854850079,16.5031185,2.626566597,8.73805403,1.323519959,78.23913043,78,17.8453848,131,9,-0.314798318,3.371790616,1.286,1.771,2.67,4.558,7.6054
C01E,2022,10.48011162,3.828954949,10.36261883,14.660896,11.14123482,40,22.426,13.787725,14.128,7.399535434,1.512386255,8,8,10.3,4.894790533,11,6.556342083,3.254280501,1.427831967,3.002762173,0,0,0.681521739,211.8887809,10.3577295,10.22771825,5.419460499,7.414576158,4.380532994,5.697,3.135444851,96.86455515,22.426,314.275,4.075,0.917120109,17.67531398,2.826789532,8.791940165,1.484239328,81.56424581,83,17.75845279,133,6,-0.617022577,3.863185207,2.6526,3.821,5.696,10.943,13.2902
C01E,2022,8.755211535,4.293434983,7.825687057,18.43358396,9.727613962,40,22.086,12.709825,13.6735,6.33759035,2.514911129,7.851171886,8,8.625,5.637272936,7,8,3.222320874,1.725370071,3.302281104,0,0,0.730434783,167.6174502,8.837235042,9.461539355,5.698375126,6.735001598,4.360496794,5.209,11.35896891,88.64103109,22.086,353.15,6.025,0.948721946,18.32657926,2.817987177,8.721512289,1.527996053,81.14676041,85,19.10596722,128,9,-0.606798174,2.995274441,1.914,3.282,5.209,9.693,14.1384
C01W,2022,8.379337606,3.387857565,8.27427564,11.47757888,9.022413099,40,20.293,11.990575,12.9855,6.589982229,2.15700081,8,8,8.35,4.666025597,7,6.248333233,2.82134606,1.313585188,2.725971755,0,0,0.701190476,258.0054231,10.61337319,12.05660536,5.364003876,6.089440764,4.438101729,3.613,6.705604022,93.29439598,20.293,338.275,5.375,0.902516826,15.59044791,2.644460453,7.960555831,1.606616003,82.69712339,83,19.56828477,142,5,-0.39068942,3.334891464,2.1779,2.679,3.611,9.69325,13.1306
C01W,2022,10.05537663,4.719350191,10.79467891,22.27226623,11.08269185,40,20.362,14.36495,15.5815,6.37429176,2.319359185,8,8,9.4,5.803623978,9,6.474387576,2.859456381,1.245510751,2.80489114,0,0,0.695238095,243.2465723,11.65383085,10.36507592,4.839360839,7.307698698,5.256237757,5.798,11.46633876,88.53366124,20.362,325.425,4.7,0.954363529,17.80869565,2.817602463,8.491325194,1.864505011,84.65086806,88,21.0872659,137,10,-0.762739175,3.298037954,1.522,2.553,5.763,11.151,15.3526
C02E,2022,7.883905392,4.584590936,7.237044818,21.01847405,9.091148246,40,26.106,18.433875,21.072,3.676650714,2.865844712,3.243239211,8,4.975,4.89629635,3,6.367349537,1.826414248,1.783059761,1.109910453,1,0.025,0.688888889,1020.190656,23.20498623,21.94810403,7.444935877,6.172372237,6.159465144,2.991,33.47946726,66.52053274,26.305,450.625,6.125,0.958217613,23.18193018,2.433862054,7.958142441,1.289339425,67.68265621,67,21.33166931,136,5,0.026506912,2.673580403,1.512,1.977,2.99,8.67525,16.3536
C02E,2022,7.763010364,5.244411963,6.125070456,27.50385684,9.331698148,40,27.517,19.5498,23.3565,4.835982446,2.519357487,4.683455359,8,5.575,6.543297608,3,6.492389566,2.368363765,1.708433563,2.04315625,0,0,0.717241379,1883.695989,31.31202583,30.05416823,7.754821796,6.252867265,6.612757625,3.23,16.60671109,83.39328891,27.517,424.05,6.25,0.905751509,20.7610961,2.459170679,8.151668791,1.292580327,71.99243335,73,18.92438275,127,6,-0.412805604,3.205484668,1.413,1.875,3.23,7.688,20.19
C02W,2022,11.27428691,4.668406115,10.30108027,21.79401565,12.18025905,40,27.469,18.062575,17.7905,4.846169763,2.901006186,4.991419269,8,10.25,4.628506986,10,5.833782519,2.274119447,1.486170628,2.391958235,0,0,0.741071429,451.9555796,14.10322483,15.90769087,7.222508265,8.9052087,5.016080504,8.79,23.20270651,76.79729349,27.469,354.825,6.05,0.899195469,19.10495229,2.722620422,9.020199632,1.454718865,82.78386564,86,19.04849492,135,3,-0.884044073,3.904790623,2.934,5.397,8.79,11.018,13.275
C02W,2022,10.62441561,7.431221107,7.526277615,55.22304714,12.91203617,40,28.966,18.004375,18.3215,4.345139182,3.166446761,4.77992804,8,9.025,8.343545025,6,8,2.351956842,2.22239285,1.613483536,0,0,0.7425,1220.777502,20.28447734,28.44850577,9.709009624,7.214733536,7.4935236,3.995,31.24642925,68.75357075,28.966,525.225,6.275,0.950262093,24.08095839,2.616184189,8.806397061,1.337306768,78.01114881,80,19.21589904,128,7,-0.584794826,3.166826417,1.345,1.811,3.9905,9.4625,22.1085
C03E,2022,9.172065547,4.835598996,9.099955878,23.38301765,10.34046559,40,23.176,17.594975,19.978,5.014244855,2.726515961,5.038046456,8,8.125,6.610743005,5,6.996331832,2.185634384,1.614073022,1.874549624,0,0,0.602083333,676.9842718,20.94984604,15.43010767,5.841524606,6.25857009,5.628720427,3.262,18.08600612,81.91399388,23.176,384.4,5.35,0.926707429,20.55267606,2.788215332,8.763687737,1.406556153,71.21650385,71,21.10897217,134,2,-0.173462565,3.010947964,1.66,2.174,3.2605,9.69125,15.597
C03E,2022,6.470576221,3.777493125,6.624159901,14.26945431,7.468672879,40,21.178,11.257425,13.427,4.724258007,3.07569918,5.969389947,8,4.975,4.311508154,4,6.089561234,2.200535786,1.704911356,1.861657824,0,0,0.703409091,348.104793,11.36038454,14.80021811,6.567481908,4.796031026,4.111653932,3.2275,28.87176809,71.12823191,21.178,383.025,4.85,0.914248237,16.60272971,2.562296145,7.822595087,1.435674849,71.36166697,71,18.49902187,131,6,-0.253860266,3.498875303,1.458,2.1105,3.227,5.226,12.8504
C03W,2022,4.674803088,2.772912732,3.588148949,7.689045019,5.417619662,40,21.458,9.2868,9.45,5.833012311,2.663422663,7.044435614,8,4.2,3.275393889,3,8,3.32807085,2.134782225,3.3616315,1,0.025,0.769318182,23.29112214,3.243762805,3.573391246,6.421942654,3.680100645,2.678314719,2.549,14.02149963,85.97850037,21.458,374.55,6.925,0.865711052,12.7779845,2.150817211,6.594615351,1.286858538,70.56550439,70,17.15987086,134,7,-0.070136105,2.727939696,1.368,1.73925,2.548,5.385,7.784
C03W,2022,5.402059278,2.061787011,5.046334981,4.25096568,5.772948638,40,25.463,10.24245,7.3425,6.881566662,2.012118577,8,8,4.125,2.51342549,3,7.055186697,3.622477119,1.683258624,3.565676108,0,0,0.794230769,236.1911763,8.225431117,12.98204372,6.803992493,3.626149036,3.040616973,2.687,4.771019424,95.22898058,25.463,352.775,6.9,0.778866734,11.47194389,2.278117022,7.374780607,1.369415232,75.63745999,75,17.4804503,124,9,-0.370695085,3.228329385,1.382,1.721,2.687,4.471,7.122
C04E,2022,6.74344829,4.425589382,5.366265641,19.58584138,8.035564086,40,20.458,10.58245,11.1545,4.715212175,3.032969466,4.668794,8,6.575,5.290957453,5,7.783160343,2.66267814,2.084167524,2.424746726,0,0,0.741666667,163.0432446,6.744934316,10.84200653,5.830374615,4.237132651,3.666030936,2.928,26.47094504,73.52905496,21.034,412.275,4.225,0.89519558,14.28237792,2.295968109,6.993840699,1.408427284,71.59651873,71,19.4925043,136,7,-0.019561239,2.93058865,1.311,1.7595,2.925,5.1885,9.3928
C04E,2022,7.019289906,3.643954624,7.429208944,13.2784053,7.887767489,40,21.002,11.46055,12.8365,6.139882202,2.63516636,8,8,6.2,4.020460492,5,7.471923123,3.167024513,1.745688054,3.050268392,2,0.05,0.725,162.3807711,8.005608306,9.9141821,6.594990923,5.919691601,3.957991492,4.459,11.56682721,88.43317279,21.321,332.325,5.35,0.933101345,16.98491879,2.657701463,8.131749241,1.652442822,80.71764105,82,16.70557846,129,7,-0.505925082,3.457009513,1.746,2.661,4.459,8.842,11.093
C04W,2022,11.735136,4.626078913,11.19979597,21.40060611,12.59281573,40,21.48,17.622475,18.704,5.834517269,2.650518261,7.301893047,8,10.35,7.637794016,12,6.611400651,2.629635012,1.670463417,2.231022982,0,0,0.665909091,1271.765507,27.79406292,22.34402769,4.621073651,8.868936484,6.454373363,6.408,10.86388471,89.13611529,21.48,315.85,4.3,0.945449253,18.69290657,2.783935729,8.538671271,1.263237833,75.92697877,77,23.0071139,130,3,-0.4437383,2.591311797,1.609,3.17625,6.4055,15.9125,17.5469
C04W,2022,11.75962235,5.671305472,12.45638745,32.16370576,13.02491193,40,21.976,17.054225,19.8795,6.352278594,2.173292165,7.636266511,8,11.7,7.147529607,12.5,7.54185391,2.918486487,1.664477678,2.804857743,0,0,0.661956522,613.0358256,17.41255661,17.60223559,5.858041129,8.646515005,6.452688867,7.314,7.799028061,92.20097194,21.976,319.075,5.575,0.956248081,19.91373276,2.935329188,9.070023211,1.582581169,78.89696506,82,22.46035848,132,10,-0.502568277,2.52282825,1.459,2.066,7.31,13.66,18.8123
D01E,2022,9.886629698,2.588324204,10.05244057,6.699422183,10.21162981,40,21.053,14.493075,14.875,5.574979678,2.510685217,6.645381164,8,9.525,3.522728401,10.5,5.807721461,2.42824568,1.465920439,2.144820132,0,0,0.672727273,145.5781697,8.916185602,8.128948518,2.82834309,8.074578277,3.862451714,7.808,11.81787969,88.18212031,21.053,376.25,3.175,0.886012093,15.69719909,2.645148148,8.059880329,1.746937764,80.87563127,84,18.03992171,131,8,-0.947019795,4.200408376,2.841,5.237,7.808,11.186,13.3769
D01E,2022,10.22249593,3.258672954,9.989319588,10.61894942,10.71694447,40,18.145,13.955325,14.642,6.144645085,2.769506861,8,8,10,4.782446536,9.5,5.626336108,2.612413972,1.414751442,2.559033689,1,0.025,0.640789474,162.1294302,10.2289121,7.582795488,3.258958386,7.443627131,3.752425094,6.077,14.15247101,85.84752899,18.145,386.1,3.675,0.896449664,14.23123926,2.612681066,7.572581843,1.795688999,83.88758111,86,18.89468622,134,9,-0.72475154,3.655113843,4.139,4.509,6.076,9.5935,13.678
D01W,2022,9.442429602,5.044355896,9.517492711,25.44552641,10.67562012,40,19.47,13.87905,17.2305,4.785752165,3.131468901,5.990165116,8,9.275,6.291987171,9,7.282808679,2.088858917,1.647270346,1.884242992,4,0.1,0.66875,266.9983686,11.96836426,11.12459552,6.350941045,8.052569361,5.178078721,6.738,30.01697421,69.98302579,19.47,456.7,4.225,0.949199137,16.95027758,2.703950533,8.027690649,1.531313331,80.9492215,82,21.20548185,140,9,-0.421582879,2.81404553,2.7355,3.376,6.7365,12.56675,16.4425
D01W,2022,9.082501316,2.958169407,9.017834457,8.750766239,9.540640819,40,19.354,13.61325,14.271,6.494424188,2.257956548,8,8,9.175,4.573544325,8,5.352959094,2.771762819,1.210416661,2.817341519,0,0,0.61625,230.9464132,11.11325908,10.36541778,4.335962022,6.530466177,3.985229291,5.3985,7.97979798,92.02020202,19.354,396.125,4,0.912918008,16.16898267,2.766250675,8.196121682,1.708217799,82.31970362,84,19.49344822,135,6,-0.58624274,3.268158404,2.516,3.691,5.397,8.49,13.39
D02E,2022,10.7994327,4.695662496,9.467739115,22.04924628,11.75269168,40,21.431,16.6895,18.0265,3.659788554,3.094416164,2.390869292,8,9.075,5.712727581,8,5.902469099,1.57803169,1.573645142,0.787635796,0,0,0.645454546,504.0139441,16.47236107,15.25369676,4.967160345,8.911766507,5.916658207,7.936,37.26749878,62.73250122,21.431,408.725,3.775,0.962913363,19.63372328,2.915417027,8.935282267,1.572244291,77.01102116,79,24.24066435,136,5,-0.432132514,2.398568875,2.0747,3.181,7.9345,13.58325,18.028
D02E,2022,7.440953611,3.896259423,6.229646476,15.18083749,8.376700257,40,21.91,13.115225,13.332,4.042687511,3.097435598,3.237090241,8,5.275,4.025479745,3.5,6.160546179,2.182500865,1.915698527,1.58225301,0,0,0.711956522,274.3266822,11.11885805,12.27589825,6.413881886,5.345745618,4.447885499,3.24,31.0613727,68.9386273,21.91,420.1,3.6,0.929862149,17.93742018,2.205939316,6.809609269,1.392867779,71.69924877,74,19.29659756,134,3,-0.452422404,3.099339727,1.982,2.453,3.24,6.933,12.154
D02W,2022,5.805090402,4.244106305,4.03666166,18.01243833,7.159692867,40,20.811,9.67875,7.7805,4.617814343,3.16428433,5.184505278,8,5.05,4.695606239,3.5,7.20088011,2.608158962,1.942243004,2.435038852,0,0,0.785227273,68.29346687,5.303925766,6.337336849,5.944596882,3.578255124,3.304395934,2.215,28.00347222,71.99652778,20.811,432.125,5.775,0.841582196,11.58644178,2.040483141,6.19384922,1.39880775,69.24869383,69,15.8886614,134,1,-0.264642826,3.57446129,1.312,1.676,2.215,4.031,7.287
D02W,2022,6.378968212,3.357883682,5.767176208,11.27538282,7.189209532,40,20.315,10.6761,10.8205,4.999642084,2.99438175,5.33793362,8,5.475,4.076118692,4,8,3.385529995,2.498165791,3.159727828,0,0,0.758333333,125.7755853,6.367571819,9.23198865,5.970880495,4.927436281,3.33618735,3.807,21.17661418,78.82338582,20.315,409.775,4.75,0.92003178,14.93620877,2.226197036,6.703879659,1.392042385,76.14679467,77,17.8636503,120,6,-0.646809647,3.520503031,1.866,2.398,3.804,6.853,9.179
D03E,2022,13.138215,4.569288746,13.03214286,20.87839964,13.89133302,40,22.766,17.810075,18.2975,2.772000032,2.491493286,2.279228946,8,11.9,6.331848679,12,3.708271822,1.148940402,1.062012125,0.810465075,0,0,0.696875,415.0109473,13.41205368,15.33387633,3.525431789,11.8792973,6.014689427,11.146,44.79010301,55.20989699,22.766,483.1,2.45,0.944081523,19.34681289,2.843848142,8.887788148,1.735354957,80.6367898,86,24.7507953,148,6,-0.525350077,2.369981009,4.496,6.249,11.141,17.623,19.753
D03E,2022,11.16960028,5.057757567,11.82028986,25.58091161,12.23525068,40,22.062,15.8565,18.122,4.249716013,2.898864055,3.651372709,8,9.775,6.244946675,8.5,6.864542638,1.810301176,1.543293929,1.606178888,1,0.025,0.711956522,388.8355934,12.23617517,15.46323416,5.406901691,9.849374187,5.628508352,8.549,27.16746521,72.83253479,22.062,438.425,4.3,0.950536872,18.75166889,2.853639132,8.828750467,1.57683713,85.72206124,90,20.81871529,133,9,-0.996585728,3.672793603,2.7963,5.34125,8.5475,15.4065,17.889
D03W,2022,6.285123522,3.425642483,6.101240125,11.73502642,7.137536581,40,18.747,9.81345,9.4975,4.441948786,3.295362876,4.757593325,8,5.65,3.860051813,6,7.704704795,2.254851821,1.836884836,2.167325432,3,0.075,0.74,104.5960376,6.42642871,7.955944424,5.380623255,4.836877548,3.644113614,2.876,38.6535622,61.3464378,18.747,541.925,5.85,0.91096409,14.19422572,2.406317733,7.052998462,1.419567728,71.58954494,72,16.90891702,118,7,-0.424228407,3.106799654,1.6219,1.988,2.875,7.227,10.2862
D03W,2022,7.1633394,3.84218185,6.615050245,14.76236136,8.105969017,40,17.733,10.45095,10.348,4.649394913,2.934714356,4.650591909,8,6.85,4.299970185,6,5.72711266,2.304473557,1.615853392,2.379354864,0,0,0.711842105,35.0166175,3.840671277,4.50176206,4.939990916,5.382557592,3.674221712,4.241,22.78990884,77.21009116,17.733,471.825,4.9,0.914343696,14.01139351,2.436424394,7.005761244,1.661885749,66.89490664,67,15.02956995,118,13,-0.143357438,3.245747807,1.953,2.499,4.239,7.002,10.301
D04E,2022,5.896587261,3.865658335,5.093802643,14.94331437,7.024206206,40,15.762,7.898125,7.814,2.479045462,2.778005297,1.225776806,8,5.35,3.912832275,5,6.682007427,1.506741233,1.941147274,0.704687221,6,0.15,0.758823529,20.94583644,2.48377795,3.844045204,5.023539166,5.187735401,3.110033623,4.242,54.71989517,45.28010483,15.762,534.3,3.75,0.944156066,12.95568401,2.015789164,5.55874419,1.422475141,71.08258398,72,18.08842537,130,6,-0.533892964,3.384633934,2.205,2.97175,4.242,6.529,9.9781
D04E,2022,4.728597674,2.653776423,4.566661023,7.042529303,5.406117094,40,12.146,6.760225,6.8725,3.37317752,3.335751507,2.123054258,8,4.5,2.828427125,4,6.408739533,1.781591146,1.884009025,1.168202279,4,0.1,0.703846154,8.678866569,2.040601015,2.124809184,3.521702462,3.717924298,2.06195443,3.061,45.19487051,54.80512949,12.298,497.25,3.075,0.885524744,9.100537222,1.988199406,4.989260451,1.546043979,71.85777207,74,18.41217829,123,8,-0.748748398,3.522387974,1.76,2.3615,3.061,4.746,6.53
D04W,2022,5.788168331,4.244600043,5.937169366,18.01662953,7.146265207,40,16.835,8.53235,8.291,3.617759851,3.437986547,2.286376583,8,5.225,4.520537182,4,6.550352989,1.502627233,1.802498046,0.831155816,9,0.225,0.705555556,83.87582963,5.145114454,7.576518124,6.020696742,5.775128926,3.857358076,3.986,51.37345752,48.62654248,16.835,528.9,2.775,0.931457666,13.96643878,2.490154305,7.030851205,1.684183467,76.15362178,78,22.26248787,135,4,-0.402026818,2.758925856,2.376,2.839,3.983,7.93275,12.649
D04W,2022,5.355913743,3.515474839,5.652184116,12.35856334,6.382429888,40,16.731,8.25665,8.9745,1.945701426,2.847762134,0.780298426,8,4.275,3.500824079,4,4.733194833,0.865630132,1.341082961,0.30583946,8,0.2,0.755555556,64.63432032,4.67844051,6.538081883,5.241783194,4.917470886,3.335154116,3.468,63.33567329,36.66432671,16.731,605.55,4.075,0.931170942,13.03703704,2.299228371,6.477531676,1.568057104,68.56492848,71,20.5246524,127,7,-0.350942587,2.651666366,1.8193,2.475,3.467,7.526,9.932
D02W,2023,4.859887875,3.860576324,3.522794387,14.90404955,6.176565265,40,20.654,8.5195,5.886,5.293398802,3.075031042,7.042474081,8,4.25,3.774068063,3,7.679292361,3.267134117,2.16520545,3.511333483,1,0.025,0.8,21.80095902,2.730417672,3.787582126,6.230409309,3.058683492,2.525047126,1.979,20.71472859,79.28527141,20.654,443.65,5.575,0.827449358,10.78551532,1.90625134,5.771955598,1.254860571,73.75408787,75,14.10147166,113,8,-0.8856286,4.858043261,1.274,1.619,1.979,3.659,6.254
D02W,2023,5.204433391,3.259493679,4.296754002,10.62429905,6.119217147,40,19.184,8.8083,6.9375,4.96867941,3.311559877,6.644906156,8,4.475,3.129573576,4,8,3.073406394,2.473448747,2.770740143,1,0.025,0.79875,67.19482994,4.66445071,6.740751406,6.072571808,3.768178024,2.67636433,2.88,28.10929495,71.89070505,19.184,512.5,5.3,0.898054749,12.16377288,2.138359469,6.316877667,1.293686642,79.24901588,78,17.49447627,127,7,-0.440812809,3.907734242,1.524,1.828,2.879,5,6.668
