"subplot","nested_subplot","species","basal_diameter_cm","height_budscar_cm","height_total_cm","date"
"B04E",4,"ACRU","0-1",7.3,"9.5","2019-06-13"
"B04E",4,"ACRU","0-1",1.5,"2.5","2019-06-13"
"B04E",4,"ACRU","0-1",10.2,"12.6","2019-06-13"
"B04E",4,"ACRU","0-1",4.6,"5.4","2019-06-13"
"B04E",4,"ACRU","0-1",4.9,"6.0","2019-06-13"
"B04E",4,"ACRU","0-1",0,"3.6","2019-06-13"
"B04E",4,"ACRU","0-1",0,"3.0","2019-06-13"
"B04E",4,"ACRU","0-1",10,"12.1","2019-06-13"
"B04E",4,"ACRU","0-1",7,"8.7","2019-06-13"
"B04E",4,"ACRU","0-1",8,"8.8","2019-06-13"
"B04E",4,"ACRU","0-1",7.9,"9.0","2019-06-13"
"B04E",4,"ACRU","0-1",7.3,"7.6","2019-06-13"
"B04E",4,"ACRU","0-1",5.4,"5.9","2019-06-13"
"B04E",4,"ACRU","0-1",4.4,"6.1","2019-06-13"
"B04E",4,"ACRU","0-1",5,"5.4","2019-06-13"
"B04E",4,"ACRU","0-1",11.3,"13.4","2019-06-13"
"B04E",4,"ACRU","0-1",7.1,"8.6","2019-06-13"
"B04E",4,"QURU","0-1",10.5,"11.4","2019-06-13"
"B04E",6,"ACPE","0-1",26.6,"30.4","2019-06-13"
"B04E",6,"ACRU","0-1",46.4,"47.6","2019-06-13"
"B04E",6,"ACRU","0-1",17.4,"23.0","2019-06-13"
"B04E",6,"ACRU","0-1",24.6,"26.1","2019-06-13"
"B04E",6,"ACRU","0-1",12.5,"14.4","2019-06-13"
"B04E",6,"ACRU","0-1",6.4,"7.3","2019-06-13"
"B04E",6,"ACRU","0-1",4.1,"5.3","2019-06-13"
"B04E",6,"ACRU","0-1",28.4,"29.5","2019-06-13"
"B04E",6,"ACRU","0-1",17.6,"18.5","2019-06-13"
"B04E",6,"ACRU","0-1",20,"20.4","2019-06-13"
"B04E",6,"ACRU","0-1",28.5,"29.2","2019-06-13"
"B04E",6,"ACRU","0-1",12,"14.5","2019-06-13"
"B04E",6,"ACRU","0-1",20.9,"21.3","2019-06-13"
"B04E",6,"ACRU","0-1",3.4,"4.2","2019-06-13"
"B04E",6,"ACRU","0-1",13,"14.1","2019-06-13"
"B04E",8,"ACRU","0-1",7.8,"8.1","2019-06-13"
"B04E",8,"ACRU","0-1",0,"3.5","2019-06-13"
"B04E",8,"ACRU","0-1",4.8,"5.0","2019-06-13"
"B04E",8,"ACRU","0-1",5.5,"5.9","2019-06-13"
"B04E",8,"ACRU","0-1",5.6,"5.9","2019-06-13"
"B04E",8,"ACRU","0-1",6.5,"6.6","2019-06-13"
"B04E",8,"ACRU","0-1",16.7,"17.2","2019-06-13"
"B04E",8,"ACRU","0-1",4.1,"4.6","2019-06-13"
"B04E",8,"ACRU","0-1",16,"16.6","2019-06-13"
"B04E",8,"ACRU","0-1",4.5,"4.6","2019-06-13"
"B04E",8,"ACRU","0-1",6,"6.1","2019-06-13"
"B04E",8,"ACRU","0-1",10.4,"11.5","2019-06-13"
"B04E",8,"ACRU","0-1",16.6,"17.2","2019-06-13"
"B04E",8,"AMEL","0-1",0,"3.6","2019-06-13"
"B04E",8,"AMEL","0-1",12.5,"13.8","2019-06-13"
"B04E",8,"AMEL","0-1",19.4,"21.3","2019-06-13"
"B04E",8,"ACRU","0-1",0,"4.0","2019-06-13"
"B04E",8,"ACRU","0-1",21,"21.6","2019-06-13"
"B04E",8,"ACRU","0-1",2.7,"2.8","2019-06-13"
"B04E",8,"ACRU","0-1",8.5,"8.8","2019-06-13"
"B04E",8,"ACRU","0-1",8.4,"8.6","2019-06-13"
"B04E",8,"ACRU","0-1",5.5,"5.7","2019-06-13"
"B04E",8,"ACRU","0-1",0,"5.0","2019-06-13"
"B04E",8,"ACRU","0-1",0,"4.7","2019-06-13"
"B04E",8,"ACRU","0-1",15.2,"16.3","2019-06-13"
"B04E",8,"ACRU","0-1",19.9,"21.2","2019-06-13"
"B04E",8,"ACRU","0-1",10.1,"10.8","2019-06-13"
"B04E",8,"ACRU","0-1",0,"4.8","2019-06-13"
"B04E",8,"AMEL","0-1",9.9,"11.7","2019-06-13"
"B04E",8,"ACRU","0-1",10.5,"10.9","2019-06-13"
"B04E",8,"ACRU","0-1",12.1,"12.7","2019-06-13"
"B04E",8,"ACRU","0-1",34.2,"35.4","2019-06-13"
"B04E",8,"ACPE","0-1",10.6,"11.7","2019-06-13"
"B04E",8,"ACPE","0-1",8.4,"10.2","2019-06-13"
"B04E",8,"ACRU","0-1",20,"21.3","2019-06-13"
"B04E",8,"ACRU","0-1",0,"4.3","2019-06-13"
"B04E",8,"ACRU","0-1",7.4,"7.7","2019-06-13"
"B04E",8,"ACRU","0-1",0,"2.3","2019-06-13"
"B04W",2,"ACRU","0-1",38.4,"39.0","2019-06-13"
"B04W",2,"ACRU","0-1",3,"3.6","2019-06-13"
"B04W",2,"ACRU","0-1",0,"1.7","2019-06-13"
"B04W",2,"ACRU","0-1",44.2,"44.7","2019-06-13"
"B04W",2,"ACRU","0-1",49,"49.5","2019-06-13"
"B04W",2,"AMEL","0-1",61.8,"63.2","2019-06-13"
"B04W",2,"ACRU","0-1",16,"17.0","2019-06-13"
"B04W",2,"AMEL","0-1",9.6,"10.4","2019-06-13"
"B04W",2,"AMEL","0-1",39.7,"51.8","2019-06-13"
"B04W",2,"ACRU","0-1",17.5,"18.2","2019-06-13"
"B04W",2,"ACRU","0-1",28.6,"29.6","2019-06-13"
"B04W",2,"ACRU","0-1",0,"5.7","2019-06-13"
"B04W",2,"ACRU","0-1",0,"4.1","2019-06-13"
"B04W",2,"ACRU","0-1",0,"3.4","2019-06-13"
"B04W",2,"ACRU","0-1",0,"4.4","2019-06-13"
"B04W",2,"ACRU","0-1",0,"5.9","2019-06-13"
"B04W",2,"ACRU","0-1",6.5,"7.0","2019-06-13"
"B04W",2,"ACRU","0-1",12,"12.8","2019-06-13"
"B04W",2,"ACRU","0-1",15.4,"17.0","2019-06-13"
"B04W",2,"ACRU","0-1",18.9,"23.0","2019-06-13"
"B04W",2,"ACRU","0-1",36,"41.4","2019-06-13"
"B04W",2,"ACRU","0-1",0,"4.3","2019-06-13"
"B04W",2,"ACRU","0-1",28,"29.1","2019-06-13"
"B04W",4,"ACRU","0-1",14.2,"16.3","2019-06-13"
"B04W",4,"ACRU","0-1",0,"3.5","2019-06-13"
"B04W",4,"ACRU","0-1",0,"3.2","2019-06-13"
"B04W",4,"ACRU","0-1",5.5,"5.6","2019-06-13"
"B04W",4,"ACRU","0-1",6.1,"6.5","2019-06-13"
"B04W",4,"AMEL","0-1",56.9,"59.9","2019-06-13"
"B04W",4,"AMEL","0-1",31.8,"36.0","2019-06-13"
"B04W",4,"ACRU","0-1",3.5,"3.7","2019-06-13"
"B04W",4,"ACRU","0-1",4.2,"6.3","2019-06-13"
"B04W",4,"ACRU","0-1",0,"5.3","2019-06-13"
"B04W",4,"ACRU","0-1",0,"6.0","2019-06-13"
"B04W",4,"ACRU","0-1",0,"4.4","2019-06-13"
"B04W",4,"ACRU","0-1",0,"3.0","2019-06-13"
"B04W",4,"ACRU","0-1",2.9,"3.1","2019-06-13"
"B04W",4,"ACRU","0-1",12,"13.4","2019-06-13"
"B04W",4,"ACRU","0-1",17.6,"19.0","2019-06-13"
"B04W",4,"ACRU","0-1",17.4,"18.7","2019-06-13"
"B04W",4,"ACRU","0-1",20.5,"21.3","2019-06-13"
"B04W",4,"ACRU","0-1",19.7,"20.5","2019-06-13"
"B04W",4,"ACRU","0-1",15.5,"16.8","2019-06-13"
"B04W",4,"ACRU","0-1",18.6,"19.6","2019-06-13"
"B04W",4,"ACRU","0-1",0,"5.1","2019-06-13"
"B04W",4,"ACRU","0-1",4.3,"5.9","2019-06-13"
"B04W",6,"ACRU","0-1",0,"2.5","2019-06-13"
"B04W",6,"ACRU","0-1",0,"1.9","2019-06-13"
"B04W",6,"ACRU","0-1",0,"4.5","2019-06-13"
"B04W",6,"ACRU","0-1",0,"2.8","2019-06-13"
"B04W",6,"ACRU","0-1",0,"2.4","2019-06-13"
"B04W",6,"ACRU","0-1",6,"6.1","2019-06-13"
"B04W",6,"ACRU","0-1",0,"3.7","2019-06-13"
"B04W",6,"AMEL","0-1",207.6,"207.9","2019-06-13"
"B04W",8,"AMEL","0-1",0,"2.7","2019-06-13"
"B04W",8,"ACRU","0-1",0,"4.2","2019-06-13"
"B04W",8,"ACRU","0-1",6.5,"6.8","2019-06-13"
"B04W",8,"ACRU","0-1",0,"5.5","2019-06-13"
"B04W",8,"ACRU","0-1",5.4,"5.6","2019-06-13"
"B04W",8,"ACRU","0-1",3.1,"3.5","2019-06-13"
"B04W",8,"ACRU","0-1",7,"7.3","2019-06-13"
"B04W",8,"ACRU","0-1",0,"4.2","2019-06-13"
"B04W",8,"ACRU","0-1",17.2,"17.7","2019-06-13"
"B04W",8,"ACRU","0-1",6.3,"7.0","2019-06-13"
"B04W",8,"ACRU","0-1",11.5,"11.9","2019-06-13"
"B04W",8,"AMEL","0-1",40.5,"46.0","2019-06-13"
"B04W",8,"ACRU","0-1",0,"5.9","2019-06-13"
"B04W",8,"AMEL","0-1",0,"5.4","2019-06-13"
"B04W",8,"ACRU","0-1",5.3,"5.4","2019-06-13"
"B04W",8,"ACRU","0-1",3,"3.4","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.0","2019-06-13"
"B04W",8,"ACRU","0-1",4.1,"4.4","2019-06-13"
"B04W",8,"ACRU","0-1",5,"5.1","2019-06-13"
"B04W",8,"ACRU","0-1",3.7,"3.8","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.6","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.4","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.0","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.5","2019-06-13"
"B04W",8,"ACRU","0-1",20.2,"21.9","2019-06-13"
"B04W",8,"ACRU","0-1",18.5,"20.0","2019-06-13"
"B04W",8,"ACRU","0-1",0,"2.5","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.5","2019-06-13"
"B04W",8,"ACRU","0-1",0,"5.0","2019-06-13"
"B04W",8,"ACRU","0-1",3.1,"3.3","2019-06-13"
"B04W",8,"ACRU","0-1",0,"4.5","2019-06-13"
"B04W",8,"ACRU","0-1",0,"4.0","2019-06-13"
"B04W",8,"ACRU","0-1",0,"3.7","2019-06-13"
"B04W",8,"ACRU","0-1",5.4,"5.5","2019-06-13"
"B04W",8,"ACRU","0-1",8.5,"8.7","2019-06-13"
"B04W",8,"ACRU","0-1",0,"1.0","2019-06-13"
"B04W",8,"ACRU","0-1",0,"2.6","2019-06-13"
"B04W",8,"ACRU","0-1",4.2,"4.4","2019-06-13"
"B04W",8,"QURU","0-1",25,"26.1","2019-06-13"
"B04W",8,"QURU","0-1",24.5,"26.1","2019-06-13"
"B04W",8,"ACRU","0-1",8.5,"8.6","2019-06-13"
"B04W",8,"ACRU","0-1",0,"2.7","2019-06-13"
"B04W",8,"ACRU","0-1",5.8,"6.3","2019-06-13"
"B04W",8,"ACRU","0-1",5.9,"6.0","2019-06-13"
"B04W",8,"ACRU","0-1",13.5,"14.0","2019-06-13"
"B04W",8,"ACRU","0-1",7.5,"8.0","2019-06-13"
"B04W",8,"ACRU","0-1",22.5,"22.9","2019-06-13"
"B04W",8,"ACRU","0-1",11.6,"11.8","2019-06-13"
"C01E",2,"ACRU","0-1",13.5,"131.8","2019-06-14"
"C01E",2,"ACRU","0-1",8.2,"9.1","2019-06-14"
"C01E",2,"ACRU","0-1",3.4,"4.5","2019-06-14"
"C01E",2,"ACRU","0-1",0,"4.6","2019-06-14"
"C01E",2,"ACRU","0-1",5.5,"6.3","2019-06-14"
"C01E",2,"ACRU","0-1",3.6,"4.5","2019-06-14"
"C01E",2,"ACRU","0-1",5.1,"7.0","2019-06-14"
"C01E",2,"ACRU","0-1",5.2,"6.0","2019-06-14"
"C01E",2,"ACRU","0-1",0,"3.6","2019-06-14"
"C01E",2,"ACRU","0-1",4.2,"4.7","2019-06-14"
"C01E",2,"ACRU","0-1",4,"4.1","2019-06-14"
"C01E",4,"ACRU","0-1",0,"3.7","2019-06-14"
"C01E",6,"AMEL","0-1",10.7,"17.6","2019-06-14"
"C01E",6,"AMEL","0-1",10.3,"16.4","2019-06-14"
"C01E",8,"ACRU","0-1",7,"7.1","2019-06-14"
"C01E",8,"ACPE","0-1",19.6,"20.5","2019-06-14"
"C01E",8,"ACRU","0-1",0,"5.2","2019-06-14"
"C01E",8,"ACRU","0-1",5.5,"6.0","2019-06-14"
"C01W",2,"ACRU","0-1",5,"5.4","2019-06-14"
"C01W",2,"QURU","0-1",0,"10.5","2019-06-14"
"C01W",2,"PIST","0-1",3.9,NA,"2019-06-14"
"C01W",4,"ACRU","0-1",5.4,"7.8","2019-06-14"
"C01W",4,"ACRU","0-1",4,"4.2","2019-06-14"
"C01W",4,"ACRU","0-1",31,"33.5","2019-06-14"
"C01W",4,"ACRU","0-1",27.5,"28.8","2019-06-14"
"C01W",4,"ACRU","0-1",27,"29.0","2019-06-14"
"C01W",4,"ACRU","0-1",69,"70.2","2019-06-14"
"C01W",4,"AMEL","0-1",50,"57.0","2019-06-14"
"C01W",4,"ACRU","0-1",22.2,"23.5","2019-06-14"
"C01W",4,"ACRU","0-1",25.5,"26.2","2019-06-14"
"C01W",4,"ACRU","0-1",5.6,"8.8","2019-06-14"
"C01W",4,"AMEL","0-1",38,"38.2","2019-06-14"
"C01W",6,"ACRU","0-1",0,"6.0","2019-06-14"
"C01W",6,"ACRU","0-1",6.9,"7.3","2019-06-14"
"C01W",8,"FAGR","1-2",0,"4.0","2019-06-14"
"C01W",8,"FAGR","1-2",63,"63.6","2019-06-14"
"C01W",8,"FAGR","1-2",70.2,"72.0","2019-06-14"
"C02E",2,"AMEL","0-1",6.8,"8.2","2019-06-14"
"C02E",2,"AMEL","0-1",50.9,"51.8","2019-06-14"
"C02E",2,"AMEL","0-1",20,"20.5","2019-06-14"
"C02E",2,"AMEL","0-1",21.1,"21.3","2019-06-14"
"C02E",2,"ACPE","0-1",6.2,"7.4","2019-06-14"
"C02E",2,"AMEL","0-1",6.8,"7.3","2019-06-14"
"C02E",2,"ACRU","0-1",0,"3.1","2019-06-14"
"C02E",2,"ACRU","0-1",14.2,"15.0","2019-06-14"
"C02E",4,"ACRU","0-1",10.5,"10.7","2019-06-14"
"C02E",4,"ACPE","0-1",12,"12.8","2019-06-14"
"C02E",6,"ACRU","0-1",0,"4.8","2019-06-14"
"C02E",6,"ACRU","0-1",5,"5.3","2019-06-14"
"C02E",6,"ACRU","0-1",3.7,"3.8","2019-06-14"
"C02E",6,"QURU","0-1",8.2,"8.9","2019-06-14"
"C02E",6,"ACRU","0-1",10.4,"11.2","2019-06-14"
"C02E",6,"ACRU","0-1",0,"4.0","2019-06-14"
"C02E",6,"AMEL","0-1",24,"24.2","2019-06-14"
"C02E",8,"ACRU","0-1",10.2,"14.0","2019-06-14"
"C02E",8,"ACRU","0-1",0,"4.7","2019-06-14"
"C02E",8,"ACPE","0-1",18.1,"18.9","2019-06-14"
"C02E",8,"AMEL","0-1",10,"12.8","2019-06-14"
"C02W",2,"QURU","0-1",16,"17.1","2019-06-14"
"C02W",2,"AMEL","0-1",0,"11.7","2019-06-14"
"C02W",2,"AMEL","0-1",13,"15.5","2019-06-14"
"C02W",2,"ACRU","0-1",10.6,"11.2","2019-06-14"
"C02W",2,"ACPE","0-1",10,"10.6","2019-06-14"
"C02W",2,"ACRU","0-1",0,"4.8","2019-06-14"
"C02W",4,"ACRU","0-1",6.1,"6.7","2019-06-14"
"C02W",4,"ACRU","0-1",0,"4.9","2019-06-14"
"C02W",4,"ACPE","0-1",19,"20.4","2019-06-14"
"C02W",4,"ACPE","0-1",20.5,"21.8","2019-06-14"
"C02W",4,"PIST","0-1",27.5,NA,"2019-06-14"
"C02W",6,"ACRU","0-1",9.5,"9.7","2019-06-14"
"C02W",6,"ACRU","0-1",9.6,"9.9","2019-06-14"
"C02W",6,"ACRU","0-1",7,"7.2","2019-06-14"
"C02W",8,"AMEL","0-1",22.9,"24.5","2019-06-14"
"C02W",8,"ACPE","0-1",7,"12.0","2019-06-14"
"C02W",8,"ACPE","0-1",8.4,"11.2","2019-06-14"
"C02W",8,"ACRU","0-1",4.8,"5.8","2019-06-14"
"C03E",2,"ACPE","0-1",23.9,"24.7","2019-06-14"
"C03E",2,"ACRU","0-1",7,"8.0","2019-06-14"
"C03E",2,"ACRU","0-1",0,"4.2","2019-06-14"
"C03E",4,"ACRU","0-1",4,"4.6","2019-06-14"
"C03E",4,"ACRU","0-1",10,"10.5","2019-06-14"
"C03E",6,"QURU","0-1",9.5,"10.3","2019-06-14"
"C03E",6,"ACPE","0-1",3,"5.9","2019-06-14"
"C03E",6,"QURU","0-1",12,"12.4","2019-06-14"
"C03E",8,"PIST","0-1",21.5,NA,"2019-06-14"
"C03E",8,"AMEL","0-1",23.2,"24.4","2019-06-14"
"C03E",8,"AMEL","0-1",25,"25.9","2019-06-14"
"C03E",8,"ACRU","0-1",0,"3.3","2019-06-14"
"C03E",8,"AMEL","0-1",44.5,"45.3","2019-06-14"
"C03E",8,"ACRU","0-1",0,"3.0","2019-06-14"
"C03E",8,"ACRU","0-1",0,"4.7","2019-06-14"
"C03W",2,"ACRU","0-1",0,"5.8","2019-06-14"
"C03W",2,"ACRU","0-1",0,"3.9","2019-06-14"
"C03W",2,"ACPE","0-1",0,"3.3","2019-06-14"
"C03W",2,"ACPE","0-1",0,"3.6","2019-06-14"
"C03W",2,"ACRU","0-1",0,"4.5","2019-06-14"
"C03W",2,"ACPE","0-1",0,"5.0","2019-06-14"
"C03W",2,"ACRU","0-1",0,"4.1","2019-06-14"
"C03W",4,"ACRU","0-1",6.2,"6.7","2019-06-14"
"C03W",4,"ACPE","0-1",0,"5.8","2019-06-14"
"C03W",6,"ACRU","0-1",7,"7.4","2019-06-14"
"C03W",6,"ACRU","0-1",3.5,"3.8","2019-06-14"
"C03W",6,"ACRU","0-1",10.3,"10.8","2019-06-14"
"C03W",6,"QURU","0-1",11.1,"11.3","2019-06-14"
"C03W",6,"ACRU","0-1",8,"8.7","2019-06-14"
"C03W",8,"ACRU","0-1",12.1,"13.0","2019-06-14"
"C03W",8,"ACRU","0-1",0,"3.5","2019-06-14"
"C03W",8,"ACPE","0-1",38,"39.2","2019-06-14"
"C03W",8,"ACPE","0-1",31.2,"35.5","2019-06-14"
"C03W",8,"ACPE","0-1",49,"49.6","2019-06-14"
"C03W",8,"ACPE","0-1",120.2,"121.0","2019-06-14"
"C03W",8,"ACRU","0-1",0,"6.8","2019-06-14"
"C03W",8,"ACRU","0-1",0,"5.7","2019-06-14"
"C04E",2,"ACRU","0-1",19.5,"20.1","2019-06-14"
"C04E",2,"ACRU","0-1",6.8,"8.4","2019-06-14"
"C04E",2,"AMEL","0-1",40.7,"50.0","2019-06-14"
"C04E",2,"AMEL","0-1",21,"25.4","2019-06-14"
"C04E",2,"ACRU","0-1",5,"5.7","2019-06-14"
"C04E",2,"ACRU","0-1",4.7,"5.2","2019-06-14"
"C04E",2,"PIST","1-2",111.9,NA,"2019-06-14"
"C04E",2,"ACRU","0-1",0,"3.9","2019-06-14"
"C04E",2,"ACRU","0-1",0,"4.8","2019-06-14"
"C04E",2,"ACRU","0-1",13,"13.4","2019-06-14"
"C04E",2,"AMEL","0-1",39.6,"40.0","2019-06-14"
"C04E",2,"ACRU","0-1",11,"14.6","2019-06-14"
"C04E",2,"ACRU","0-1",16.8,"17.1","2019-06-14"
"C04E",2,"ACRU","0-1",7.5,"8.6","2019-06-14"
"C04E",2,"ACRU","0-1",6.5,"9.1","2019-06-14"
"C04E",2,"ACRU","0-1",5.1,"5.6","2019-06-14"
"C04E",4,"ACRU","0-1",6,"6.3","2019-06-14"
"C04E",4,"ACRU","0-1",4.2,"6.7","2019-06-14"
"C04E",4,"AMEL","0-1",17.1,"19.7","2019-06-14"
"C04E",4,"AMEL","0-1",10.5,"16.0","2019-06-14"
"C04E",4,"ACRU","0-1",0,"6.4","2019-06-14"
"C04E",4,"ACRU","0-1",4.7,"5.1","2019-06-14"
"C04E",4,"ACRU","0-1",0,"3.5","2019-06-14"
"C04E",4,"ACRU","0-1",0,"3.1","2019-06-14"
"C04E",4,"ACRU","0-1",7.2,"7.9","2019-06-14"
"C04E",6,"ACRU","0-1",13,"13.6","2019-06-14"
"C04E",6,"ACRU","0-1",10.6,"11.1","2019-06-14"
"C04E",6,"ACRU","0-1",6.4,"6.6","2019-06-14"
"C04E",6,"ACRU","0-1",5.5,"5.5","2019-06-14"
"C04E",6,"ACRU","0-1",12.7,"13.0","2019-06-14"
"C04E",6,"ACRU","0-1",7.6,"7.9","2019-06-14"
"C04E",6,"ACRU","0-1",0,"3.9","2019-06-14"
"C04E",8,"ACRU","0-1",0,"5.6","2019-06-14"
"C04E",8,"ACRU","0-1",5.2,"5.5","2019-06-14"
"C04E",8,"ACRU","0-1",0,"4.5","2019-06-14"
"C04E",8,"ACRU","0-1",0,"3.3","2019-06-14"
"C04E",8,"ACRU","0-1",0,"3.4","2019-06-14"
"C04E",8,"ACRU","0-1",5.5,"7.0","2019-06-14"
"C04E",8,"ACRU","0-1",5.2,"5.3","2019-06-14"
"C04E",8,"ACRU","0-1",0,"4.3","2019-06-14"
"C04E",8,"ACRU","0-1",0,"3.0","2019-06-14"
"C04E",8,"ACRU","0-1",0,"4.2","2019-06-14"
"C04E",8,"ACRU","0-1",5.8,"6.4","2019-06-14"
"C04E",8,"ACRU","0-1",6.5,"6.9","2019-06-14"
"C04E",8,"ACRU","0-1",0,"3.6","2019-06-14"
"C04E",8,"ACRU","0-1",0,"5.3","2019-06-14"
"C04E",8,"ACRU","0-1",0,"7.2","2019-06-14"
"C04W",2,"ACRU","0-1",0,"4.4","2019-06-14"
"C04W",2,"ACRU","0-1",4,"4.8","2019-06-14"
"C04W",2,"ACRU","0-1",7,"7.8","2019-06-14"
"C04W",2,"ACRU","0-1",0,"3.2","2019-06-14"
"C04W",2,"PIST","0-1",6,NA,"2019-06-14"
"C04W",4,"ACRU","0-1",0,"6.1","2019-06-14"
"C04W",4,"AMEL","0-1",41.5,"41.9","2019-06-14"
"C04W",4,"PIST","0-1",6.8,NA,"2019-06-14"
"C04W",6,"ACRU","0-1",0,"3.0","2019-06-14"
"C04W",6,"ACRU","0-1",4.3,"4.9","2019-06-14"
"C04W",6,"ACRU","0-1",0,"3.9","2019-06-14"
"C04W",8,"ACRU","0-1",0,"3.3","2019-06-14"
"C04W",8,"PIST","0-1",6.3,NA,"2019-06-14"
"C04W",8,"PIST","0-1",6.3,NA,"2019-06-14"
"C04W",8,"ACRU","0-1",3,"3.3","2019-06-14"
"C04W",8,"ACRU","0-1",5.5,"5.8","2019-06-14"
"C04W",8,"ACPE","0-1",4.1,"4.7","2019-06-14"
"C04W",8,"ACPE","0-1",4,"4.2","2019-06-14"
"D01E",2,NA,NA,NA,NA,"2019-06-14"
"D01E",4,"FAGR","0-1",13.4,"14.2","2019-06-14"
"D01E",6,NA,NA,NA,NA,"2019-06-14"
"D01E",8,NA,NA,NA,NA,"2019-06-14"
"D01W",2,"QURU","0-1",17.5,"20.6","2019-06-14"
"D01W",2,"ACRU","0-1",4,"4.1","2019-06-14"
"D01W",2,"ACRU","0-1",0,"5.1","2019-06-14"
"D01W",2,"ACRU","0-1",0,"4.3","2019-06-14"
"D01W",2,"ACRU","0-1",0,"3.4","2019-06-14"
"D01W",2,"ACRU","0-1",0,"2.9","2019-06-14"
"D01W",2,"ACRU","0-1",0,"4.1","2019-06-14"
"D01W",2,"ACRU","0-1",0,"3.7","2019-06-14"
"D01W",2,"QURU","0-1",9,"10.1","2019-06-14"
"D01W",4,"ACRU","0-1",28,"28.6","2019-06-14"
"D01W",4,"ACRU","0-1",9.5,"10.8","2019-06-14"
"D01W",4,"ACRU","0-1",18,"21.0","2019-06-14"
"D01W",4,"ACRU","0-1",0,"7.1","2019-06-14"
"D01W",4,"ACRU","0-1",16.5,"17.0","2019-06-14"
"D01W",4,"ACRU","0-1",5,"5.7","2019-06-14"
"D01W",4,"ACRU","0-1",10,"11.2","2019-06-14"
"D01W",6,"ACRU","0-1",18,"18.8","2019-06-14"
"D01W",6,"AMEL","0-1",11.5,"18.3","2019-06-14"
"D01W",6,"AMEL","0-1",12,"18.9","2019-06-14"
"D01W",8,"ACRU","0-1",17.5,"18.2","2019-06-14"
"D01W",8,"ACRU","0-1",0,"4.1","2019-06-14"
"D01W",8,"ACRU","0-1",4.5,"6.0","2019-06-14"
"D01W",8,"ACRU","0-1",5.5,"5.6","2019-06-14"
"D01W",8,"ACRU","0-1",15,"15.7","2019-06-14"
"D01W",8,"ACRU","0-1",13.2,"15.9","2019-06-14"
"D01W",8,"ACRU","0-1",19,"20.2","2019-06-14"
"D01W",8,"ACRU","0-1",18,"18.6","2019-06-14"
"D02E",2,"QURU","0-1",9,"10.4","2019-06-14"
"D02E",2,"QURU","0-1",10.5,"10.5","2019-06-14"
"D02E",2,"QURU","0-1",14,"15.0","2019-06-14"
"D02E",2,"POGR","0-1",18.3,"38.1","2019-06-14"
"D02E",2,"AMEL","0-1",13.8,"13.9","2019-06-14"
"D02E",4,"ACRU","0-1",4.5,"5.1","2019-06-14"
"D02E",4,"ACRU","0-1",0,"6.0","2019-06-14"
"D02E",4,"PIST","1-2",159,NA,"2019-06-14"
"D02E",4,"ACRU","0-1",6.3,"6.5","2019-06-14"
"D02E",4,"QURU","0-1",10,"11.2","2019-06-14"
"D02E",4,"ACRU","0-1",0,"2.9","2019-06-14"
"D02E",4,"ACRU","0-1",12,"12.4","2019-06-14"
"D02E",4,"PIST","0-1",50.3,NA,"2019-06-14"
"D02E",6,"ACRU","0-1",4.6,"5.0","2019-06-14"
"D02E",6,"ACRU","0-1",10,"10.5","2019-06-14"
"D02E",6,"PIST","0-1",36.5,NA,"2019-06-14"
"D02E",6,"AMEL","0-1",15.7,"18.8","2019-06-14"
"D02E",6,"AMEL","0-1",16.9,"19.6","2019-06-14"
"D02E",6,"PIST","1-2",123,NA,"2019-06-14"
"D02E",6,"AMEL","0-1",31.7,"32.9","2019-06-14"
"D02E",6,"ACRU","0-1",0,"2.4","2019-06-14"
"D02E",8,"ACRU","0-1",5.1,"5.7","2019-06-14"
"D02E",8,"PIST","2-3",166.5,NA,"2019-06-14"
"D02W",2,"AMEL","0-1",82,"82.5","2019-06-14"
"D02W",2,"AMEL","0-1",56.5,"58.0","2019-06-14"
"D02W",2,"AMEL","0-1",9.1,"10.2","2019-06-14"
"D02W",2,"AMEL","0-1",0,"2.1","2019-06-14"
"D02W",2,"ACRU","0-1",0,"2.8","2019-06-14"
"D02W",2,"AMEL","0-1",10.1,"11.0","2019-06-14"
"D02W",4,"AMEL","0-1",19.3,"19.6","2019-06-14"
"D02W",4,"ACRU","0-1",9,"9.4","2019-06-14"
"D02W",4,"AMEL","0-1",17,"19.6","2019-06-14"
"D02W",4,"ACRU","0-1",0,"4.6","2019-06-14"
"D02W",4,"AMEL","0-1",40.8,"41.3","2019-06-14"
"D02W",4,"AMEL","0-1",16.6,"19.3","2019-06-14"
"D02W",6,"ACRU","0-1",19.5,"20.1","2019-06-14"
"D02W",6,"ACRU","0-1",3.5,"4.0","2019-06-14"
"D02W",6,"ACRU","0-1",4.8,"5.4","2019-06-14"
"D02W",6,"ACPE","0-1",30.3,"30.8","2019-06-14"
"D02W",6,"ACPE","0-1",32.5,"33.7","2019-06-14"
"D02W",8,"ACRU","0-1",0,"3.3","2019-06-14"
"D02W",8,"PIST","0-1",4.1,NA,"2019-06-14"
