,layer_1,calculation,value,v1
5376,Layer 1, GM1,5.101855,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5377,Layer 1, GM2,4.859898,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5378,Layer 1, Lic1,0.8869593,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5379,Layer 1, Lic2,0.8330554,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5380,Layer 1, NDVI,0.8869593,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5381,Layer 1, NPCI,-0.02763425,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5382,Layer 1, NPQI,0.002598323,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5383,Layer 1, SRPI,1.056839,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5384,Layer 1, TCARI,28.85917,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5385,Layer 1, TVI,4286.625,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5386,Layer 1, ZMI,2.406883,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5387,Layer 1, MRESRI,3.608338,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5388,Layer 1, RENDVI,0.5259777,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5389,Layer 1, VREI1,1.481879,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5390,Layer 1, VREI2,-0.08255889,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5391,Layer 1, VREI3,-0.09104023,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5392,Layer 1, PRI,0.04888615,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5393,Layer 1, PSRI,0.006106468,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5394,Layer 1, WBI,1.009265,DO3W_QURU_CAN01_07222018_636678552811745392_Calculations.csv
5395,Layer 1, ARI1,0.000535207,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5396,Layer 1, ARI2,0.04053951,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5397,Layer 1, CRI1,0.0623845,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5398,Layer 1, CRI2,0.06291971,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5399,Layer 1, SIPI,0.8090459,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5400,Layer 1, FRI,-0.9946553,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5401,Layer 1, CNDVI,0.4925319,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5402,Layer 1, Ctr1,1.139756,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5403,Layer 1, Ctr2,0.1449933,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5404,Layer 1, G,2.639879,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5405,Layer 1, GM1,4.30903,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5406,Layer 1, GM2,4.270157,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5407,Layer 1, Lic1,0.8439987,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5408,Layer 1, Lic2,1.201781,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5409,Layer 1, NDVI,0.8439987,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5410,Layer 1, NPCI,-0.1923151,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5411,Layer 1, NPQI,0.06138716,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5412,Layer 1, SRPI,1.476213,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5413,Layer 1, TCARI,31.71664,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5414,Layer 1, TVI,4396.589,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5415,Layer 1, ZMI,2.246849,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5416,Layer 1, MRESRI,6.096947,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5417,Layer 1, RENDVI,0.4925319,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5418,Layer 1, VREI1,1.435266,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5419,Layer 1, VREI2,-0.07534628,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5420,Layer 1, VREI3,-0.08237129,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5421,Layer 1, PRI,0.04560193,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5422,Layer 1, PSRI,-0.0135725,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5423,Layer 1, WBI,0.9497791,DO3W_QURU_CAN02_07222018_636678555543056243_Calculations.csv
5424,Layer 1, ARI1,4.29E-05,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5425,Layer 1, ARI2,0.003099902,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5426,Layer 1, CRI1,0.05163242,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5427,Layer 1, CRI2,0.05167536,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5428,Layer 1, SIPI,0.7803085,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5429,Layer 1, FRI,-0.8270279,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5430,Layer 1, CNDVI,0.5157015,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5431,Layer 1, Ctr1,0.8013594,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5432,Layer 1, Ctr2,0.1347639,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5433,Layer 1, G,2.510158,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5434,Layer 1, GM1,4.588768,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5435,Layer 1, GM2,4.585819,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5436,Layer 1, Lic1,0.8478651,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5437,Layer 1, Lic2,1.583983,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5438,Layer 1, NDVI,0.8478651,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5439,Layer 1, NPCI,-0.3250666,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5440,Layer 1, NPQI,0.08642466,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5441,Layer 1, SRPI,1.963255,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5442,Layer 1, TCARI,27.16003,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5443,Layer 1, TVI,4128.893,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5444,Layer 1, ZMI,2.384015,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5445,Layer 1, MRESRI,6.079429,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5446,Layer 1, RENDVI,0.5157015,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5447,Layer 1, VREI1,1.473832,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5448,Layer 1, VREI2,-0.08236349,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5449,Layer 1, VREI3,-0.09076164,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5450,Layer 1, PRI,0.0738978,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5451,Layer 1, PSRI,-0.03289066,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5452,Layer 1, WBI,0.8924401,DO3W_QURU_CAN03_07222018_636678560039707027_Calculations.csv
5453,Layer 1, ARI1,-0.003823429,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5454,Layer 1, ARI2,-0.3189883,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5455,Layer 1, CRI1,0.04879588,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5456,Layer 1, CRI2,0.04497245,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5457,Layer 1, SIPI,0.7732561,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5458,Layer 1, FRI,-0.8165693,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5459,Layer 1, CNDVI,0.4329028,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5460,Layer 1, Ctr1,0.9560784,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5461,Layer 1, Ctr2,0.1718426,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5462,Layer 1, G,3.762505,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5463,Layer 1, GM1,3.306609,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5464,Layer 1, GM2,3.615622,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5465,Layer 1, Lic1,0.8560567,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5466,Layer 1, Lic2,1.539793,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5467,Layer 1, NDVI,0.8560567,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5468,Layer 1, NPCI,-0.37001,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5469,Layer 1, NPQI,0.08141709,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5470,Layer 1, SRPI,2.174654,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5471,Layer 1, TCARI,51.80127,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5472,Layer 1, TVI,5175.056,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5473,Layer 1, ZMI,1.979249,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5474,Layer 1, MRESRI,8.733457,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5475,Layer 1, RENDVI,0.4329028,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5476,Layer 1, VREI1,1.354758,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5477,Layer 1, VREI2,-0.06123242,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5478,Layer 1, VREI3,-0.06584003,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5479,Layer 1, PRI,0.02429898,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5480,Layer 1, PSRI,-0.04871905,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5481,Layer 1, WBI,0.8816286,DO3W_QURU_CAN04_07222018_636678565892244915_Calculations.csv
5482,Layer 1, ARI1,-0.003709004,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5483,Layer 1, ARI2,-0.321827,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5484,Layer 1, CRI1,0.03457581,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5485,Layer 1, CRI2,0.03086681,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5486,Layer 1, SIPI,0.7345852,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5487,Layer 1, FRI,-0.6319153,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5488,Layer 1, CNDVI,0.4546346,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5489,Layer 1, Ctr1,0.7776889,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5490,Layer 1, Ctr2,0.1714341,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5491,Layer 1, G,2.933617,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5492,Layer 1, GM1,3.486501,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5493,Layer 1, GM2,3.795205,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5494,Layer 1, Lic1,0.8305736,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5495,Layer 1, Lic2,1.67692,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5496,Layer 1, NDVI,0.8305736,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5497,Layer 1, NPCI,-0.3668746,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5498,Layer 1, NPQI,0.09240025,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5499,Layer 1, SRPI,2.158932,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5500,Layer 1, TCARI,44.69345,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5501,Layer 1, TVI,5140.144,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5502,Layer 1, ZMI,2.088631,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5503,Layer 1, MRESRI,8.735525,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5504,Layer 1, RENDVI,0.4546346,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5505,Layer 1, VREI1,1.396985,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5506,Layer 1, VREI2,-0.069964,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5507,Layer 1, VREI3,-0.07569754,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5508,Layer 1, PRI,0.03894433,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5509,Layer 1, PSRI,-0.0553264,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5510,Layer 1, WBI,0.881756,DO3W_QURU_CAN05_07222018_636678569139272139_Calculations.csv
5511,Layer 1, ARI1,0.001660299,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5512,Layer 1, ARI2,0.1302455,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5513,Layer 1, CRI1,0.02702349,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5514,Layer 1, CRI2,0.02868379,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5515,Layer 1, SIPI,0.6861781,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5516,Layer 1, FRI,-0.4983768,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5517,Layer 1, CNDVI,0.4111921,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5518,Layer 1, Ctr1,0.7983092,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5519,Layer 1, Ctr2,0.2058553,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5520,Layer 1, G,2.475339,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5521,Layer 1, GM1,3.376841,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5522,Layer 1, GM2,3.254817,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5523,Layer 1, Lic1,0.7989265,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5524,Layer 1, Lic2,1.603745,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5525,Layer 1, NDVI,0.7989265,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5526,Layer 1, NPCI,-0.3586154,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5527,Layer 1, NPQI,0.09512749,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5528,Layer 1, SRPI,2.118254,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5529,Layer 1, TCARI,39.89358,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5530,Layer 1, TVI,4393.608,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5531,Layer 1, ZMI,1.934656,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5532,Layer 1, MRESRI,8.150771,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5533,Layer 1, RENDVI,0.4111921,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5534,Layer 1, VREI1,1.339682,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5535,Layer 1, VREI2,-0.05855713,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5536,Layer 1, VREI3,-0.06291179,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5537,Layer 1, PRI,0.02108114,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5538,Layer 1, PSRI,-0.06285814,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5539,Layer 1, WBI,0.8415964,DO3W_QURU_CAN06_07222018_636678573176250658_Calculations.csv
5540,Layer 1, ARI1,-0.002514521,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5541,Layer 1, ARI2,-0.2095683,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5542,Layer 1, CRI1,0.0293806,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5543,Layer 1, CRI2,0.02686608,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5544,Layer 1, SIPI,0.7052857,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5545,Layer 1, FRI,-0.5726926,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5546,Layer 1, CNDVI,0.4218199,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5547,Layer 1, Ctr1,0.7691492,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5548,Layer 1, Ctr2,0.1899035,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5549,Layer 1, G,2.949881,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5550,Layer 1, GM1,3.22203,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5551,Layer 1, GM2,3.421417,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5552,Layer 1, Lic1,0.8194742,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5553,Layer 1, Lic2,1.724181,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5554,Layer 1, NDVI,0.8194742,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5555,Layer 1, NPCI,-0.3934558,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5556,Layer 1, NPQI,0.09740046,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5557,Layer 1, SRPI,2.297369,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5558,Layer 1, TCARI,46.79027,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5559,Layer 1, TVI,4904.752,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5560,Layer 1, ZMI,1.960231,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5561,Layer 1, MRESRI,8.783817,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5562,Layer 1, RENDVI,0.4218199,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5563,Layer 1, VREI1,1.345499,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5564,Layer 1, VREI2,-0.0576981,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5565,Layer 1, VREI3,-0.06199424,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5566,Layer 1, PRI,0.04668504,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5567,Layer 1, PSRI,-0.06716172,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5568,Layer 1, WBI,0.8722501,DO3W_QURU_CAN07_07222018_636678600131377933_Calculations.csv
5569,Layer 1, ARI1,-0.001479996,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5570,Layer 1, ARI2,-0.1175509,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5571,Layer 1, CRI1,0.03106877,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5572,Layer 1, CRI2,0.02958877,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5573,Layer 1, SIPI,0.710441,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5574,Layer 1, FRI,-0.705144,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5575,Layer 1, CNDVI,0.4541276,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5576,Layer 1, Ctr1,0.6817083,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5577,Layer 1, Ctr2,0.1701089,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5578,Layer 1, G,2.708759,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5579,Layer 1, GM1,3.661681,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5580,Layer 1, GM2,3.773051,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5581,Layer 1, Lic1,0.8254215,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5582,Layer 1, Lic2,1.859638,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5583,Layer 1, NDVI,0.8254215,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5584,Layer 1, NPCI,-0.4086463,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5585,Layer 1, NPQI,0.09942697,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5586,Layer 1, SRPI,2.382071,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5587,Layer 1, TCARI,37.75628,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5588,Layer 1, TVI,4569.65,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5589,Layer 1, ZMI,2.08858,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5590,Layer 1, MRESRI,7.48772,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5591,Layer 1, RENDVI,0.4541276,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5592,Layer 1, VREI1,1.386366,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5593,Layer 1, VREI2,-0.0681125,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5594,Layer 1, VREI3,-0.07375262,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5595,Layer 1, PRI,0.05523309,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5596,Layer 1, PSRI,-0.06240814,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5597,Layer 1, WBI,0.8278378,DO3W_QURU_CAN08_07222018_636678603266230078_Calculations.csv
5598,Layer 1, ARI1,-0.000568872,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5599,Layer 1, ARI2,-0.04516776,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5600,Layer 1, CRI1,0.02863713,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5601,Layer 1, CRI2,0.02806826,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5602,Layer 1, SIPI,0.6970516,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5603,Layer 1, FRI,-0.6825135,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5604,Layer 1, CNDVI,0.358704,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5605,Layer 1, Ctr1,0.9258361,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5606,Layer 1, Ctr2,0.2367493,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5607,Layer 1, G,3.160293,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5608,Layer 1, GM1,2.779761,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5609,Layer 1, GM2,2.822744,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5610,Layer 1, Lic1,0.8042233,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5611,Layer 1, Lic2,1.451189,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5612,Layer 1, NDVI,0.8042233,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5613,Layer 1, NPCI,-0.3648041,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5614,Layer 1, NPQI,0.1013412,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5615,Layer 1, SRPI,2.148635,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5616,Layer 1, TCARI,54.89231,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5617,Layer 1, TVI,4748.344,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5618,Layer 1, ZMI,1.746021,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5619,Layer 1, MRESRI,10.10481,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5620,Layer 1, RENDVI,0.358704,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5621,Layer 1, VREI1,1.280306,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5622,Layer 1, VREI2,-0.04613714,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5623,Layer 1, VREI3,-0.04890228,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5624,Layer 1, PRI,0.04425362,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5625,Layer 1, PSRI,-0.06604524,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5626,Layer 1, WBI,0.833498,DO3W_QURU_CAN09_07222018_636678606415788782_Calculations.csv
5627,Layer 1, ARI1,0.000566209,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5628,Layer 1, ARI2,0.04517775,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5629,Layer 1, CRI1,0.0622456,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5630,Layer 1, CRI2,0.06281181,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5631,Layer 1, SIPI,0.8156431,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5632,Layer 1, FRI,-0.3502297,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5633,Layer 1, CNDVI,0.3563552,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5634,Layer 1, Ctr1,2.121337,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5635,Layer 1, Ctr2,0.2175175,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5636,Layer 1, G,3.441512,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5637,Layer 1, GM1,2.95125,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5638,Layer 1, GM2,2.907071,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5639,Layer 1, Lic1,0.8225414,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
5640,Layer 1, Lic2,0.7573754,DO4E_ACRU_CAN01_07192018_636676142911492500_Calculations.csv
