site,subplot_id,tag,species,dbh_cm,health_status,canopy_status,date,notes
UMBS,C02W,997,ACRU,11.6,L,OS,6/27/2018,
UMBS,C02W,998,POGR,25.1,L,OD,6/27/2018,
UMBS,C02W,999,POGR,30,L,OD,6/27/2018,
UMBS,C02W,1000,ACRU,13.1,L,OS,6/27/2018,Shared base with smaller trees
UMBS,C02W,1001,ACRU,11.1,L,OS,6/27/2018,Shared base with 962 & 963
UMBS,C02W,1002,QURU,33.9,L,OD,6/27/2018,
UMBS,C02W,1003,POGR,28,L,OD,6/27/2018,
UMBS,C02W,1004,FAGR,11.6,L,UN,6/27/2018,Shared base with 1005
UMBS,C02W,1005,FAGR,10.7,L,UN,6/27/2018,Shared base with 1004
UMBS,C02W,1006,ACRU,9.7,L,UN,6/27/2018,
UMBS,C02W,1007,POGR,24.3,L,OD,6/27/2018,
UMBS,C02W,1008,QURU,14.8,L,OS,6/27/2018,
UMBS,C02W,1009,POGR,34.3,L,OD,6/27/2018,
UMBS,C02W,1010,POGR,25.3,L,OD,6/27/2018,
UMBS,C02W,1011,PIST,14,L,UN,6/27/2018,
UMBS,C02W,1012,POGR,23.9,L,OD,6/27/2018,
UMBS,C02W,1013,POGR,21.2,L,OD,6/27/2018,
UMBS,C02W,1014,ACRU,15.7,L,OS,6/27/2018,
UMBS,C02W,1015,POGR,27.9,L,OD,6/27/2018,
UMBS,C02W,1016,QURU,8.7,L,UN,6/27/2018,
UMBS,C02W,1017,POGR,27,L,OD,6/27/2018,
UMBS,C02W,1018,POGR,29.2,L,OD,6/27/2018,
UMBS,C02W,1019,POGR,39.5,L,OD,6/27/2018,
UMBS,C02W,1020,BEPA,8.7,L,UN,6/27/2018,Shared base with 1021
UMBS,C02W,1021,BEPA,8.7,L,UN,6/27/2018,Shared base with 1020
UMBS,C02W,1022,POGR,23,L,OD,6/27/2018,
UMBS,C02W,1023,ACRU,15,L,OS,6/27/2018,Shared base with 1024
UMBS,C02W,1024,ACRU,16.1,L,OS,6/27/2018,Shared base with 1023
UMBS,C03E,1263,FAGR,8.9,L,UN,6/28/2018,
UMBS,C03E,1264,ACRU,21.4,L,OS,6/28/2018,1264-1266 share base
UMBS,C03E,1265,ACRU,26.1,L,OS,6/29/2018,"1264-1266 share base, 1265 in new plot"
UMBS,C03E,1266,ACRU,21.1,L,OS,6/28/2018,1264-1266 share base
UMBS,C03E,1267,BEPA,16.1,D,OS,6/28/2018,
UMBS,C03E,1268,PIST,42.6,L,OD,6/28/2018,
UMBS,C03E,1269,PIST,18.8,L,OS,6/28/2018,
UMBS,C03E,1270,FAGR,18.9,L,OS,6/28/2018,1270-1271 share base
UMBS,C03E,1271,FAGR,10,D,UN,6/28/2018,1270-1271 share base
UMBS,C03E,1272,ACPE,2.4,L,UN,6/28/2018,"reading above DBH, 1272-1274 share base, NE veg plot"
UMBS,C03E,1273,ACPE,2.8,L,UN,6/28/2018,"1272-1274 share base, NE veg plot"
UMBS,C03E,1274,ACPE,1.8,L,UN,6/28/2018,"1272-1274 share base, NEveg plot"
UMBS,C03E,1275,PIST,34.3,L,OD,6/28/2018,
UMBS,C03E,1276,????,9.6,D,OS,6/28/2018,
UMBS,C03E,1277,PIST,44.6,L,OD,6/29/2018,in new plot 334
UMBS,C03E,1278,BEPA,17.4,D,UN,6/28/2018,
UMBS,C03E,1279,PIST,51.2,L,OD,6/28/2018,
UMBS,C03E,1280,ACRU,9.2,L,OS,6/28/2018,1280-1281 share base
UMBS,C03E,1281,ACRU,9.9,D,UN,6/28/2018,1280-1281 share base
UMBS,C03E,1282,PIST,32.3,L,OD,6/28/2018,
UMBS,C03E,1283,ACRU,9.4,L,OS,6/28/2018,
UMBS,C03E,1284,QURU,29,L,OD,6/28/2018,1284-1286 share base
UMBS,C03E,1285,QURU,47,L,OD,6/28/2018,1284-1286 share base
UMBS,C03E,1286,QURU,50.9,L,OD,6/28/2018,1284-1286 share base
UMBS,C03E,1287,QURU,14.1,L,OS,6/28/2018,
UMBS,C03E,1288,QURU,23.8,L,OD,6/28/2018,
UMBS,C03E,1289,PIST,13.6,L,OS,6/28/2018,
UMBS,C03E,1290,BEPA,17.2,L,OS,6/28/2018,
UMBS,C03E,1291,FAGR,13,L,UN,6/28/2018,1291-1293 share base
UMBS,C03E,1292,FAGR,7.8,L,UN,6/28/2018,"REDACT, under minimum DBH"
UMBS,C03E,1293,FAGR,8,L,UN,6/28/2018,1291-1293 share base
UMBS,C03E,1294,????,9.1,D,UN,6/28/2018,
UMBS,C03E,1295,FAGR,8.7,L,UN,6/28/2018,
UMBS,C03E,1296,QURU,15.5,D,UN,6/28/2018,
UMBS,C03E,1297,ACRU,30.3,L,OD,6/28/2018,
UMBS,C03E,1298,POGR,40.1,D,OD,6/29/2018,in new plot 334
UMBS,C03E,1299,BEPA,17,D,UN,6/28/2018,
UMBS,C03E,1300,BEPA,19.1,L,OS,6/29/2018,in new plot 334
UMBS,C03E,1301,FAGR,9.6,L,UN,6/28/2018,
UMBS,C03E,1302,FAGR,14.2,L,OS,6/28/2018,
UMBS,C03E,1303,FAGR,17,L,OS,6/28/2018,
UMBS,C03E,1304,QURU,27.4,L,OD,6/28/2018,
UMBS,C03E,1305,PIST,8,L,UN,6/29/2018,in new plot
UMBS,C03E,1306,FAGR,3.9,L,UN,6/28/2018,SE veg plot
UMBS,C03E,1307,ACRU,12.7,L,OS,6/28/2018,1307-1308 share base
UMBS,C03E,1308,ACRU,14,L,OS,6/28/2018,1307-1308 share base
UMBS,C03E,1309,ACRU,10.5,L,OS,6/28/2018,
UMBS,C03E,1310,PIST,11.3,L,OS,6/28/2018,
UMBS,C03E,1311,PIST,11.9,L,OS,6/28/2018,
UMBS,C03E,1312,PIST,14.7,L,OS,6/28/2018,
UMBS,C03E,1313,PIST,8.9,L,OS,6/29/2018,in new plot 334
UMBS,C03E,1314,ACRU,14.9,L,OS,6/28/2018,
UMBS,C03E,1315,ACRU,14.1,L,OS,6/28/2018,
UMBS,C03E,1316,QURU,27.6,L,OD,6/28/2018,
UMBS,C03E,1317,QURU,13.8,L,OS,6/28/2018,
UMBS,C03E,1318,POGR,19.9,L,OD,6/28/2018,
UMBS,C03E,1319,QURU,27.3,L,OD,6/28/2018,
UMBS,C03E,1320,QURU,18.8,L,OD,6/28/2018,
UMBS,C03E,1321,ACRU,24.5,L,OD,6/28/2018,
UMBS,C03E,1322,QURU,22.1,L,OD,6/28/2018,
UMBS,C03E,1323,QURU,34.9,L,OD,6/28/2018,
UMBS,C03E,1324,ACRU,8.3,L,OS,6/28/2018,1324-1325 share base
UMBS,C03E,1325,ACRU,10.8,L,OS,6/28/2018,1324-1325 share base
UMBS,C03E,1326,QURU,32.1,L,OD,6/28/2018,
UMBS,C03E,1327,ACRU,12,L,OS,6/28/2018,1327-1328 share base
UMBS,C03E,1328,ACRU,11.3,L,OS,6/28/2018,1327-1328 share base
UMBS,C03E,1329,QURU,37.5,L,OD,6/28/2018,
UMBS,C03E,1330,QURU,20.5,L,OS,6/28/2018,1330-1331 share base
UMBS,C03E,1331,QURU,18.6,D,OS,6/28/2018,1330-1331 share base
UMBS,C03E,1332,PIST,1.6,L,UN,6/28/2018,SW veg plot
UMBS,C03E,1333,PIST,3,L,UN,6/28/2018,SW veg plot
UMBS,C03E,1334,QURU,36.2,L,OD,6/28/2018,
UMBS,C03E,1335,POGR,39.2,L,OD,6/28/2018,
UMBS,C03E,1336,PIST,53,L,OD,6/29/2018,in new plot 336
UMBS,C03E,1337,ACRU,13.6,L,OS,6/28/2018,
UMBS,C03E,1338,PIRE,13.7,L,OS,6/28/2018,
UMBS,C03E,1339,POGR,31.5,L,OD,6/29/2018,in new plot 335
UMBS,C03E,1340,BEPA,12.1,D,UN,6/28/2018,
UMBS,C03E,1341,POGR,38.7,L,OD,6/28/2018,
UMBS,C03E,1342,ACRU,9.7,L,OS,6/28/2018,
UMBS,C03E,1343,POGR,34.3,D,OD,6/28/2018,
UMBS,C03E,1344,ACRU,10.6,L,OS,6/28/2018,1344-1345 share base
UMBS,C03E,1345,ACRU,12.2,D,OS,6/28/2018,"1344-1345 share base, reading above DBH"
UMBS,C03E,1346,PIST,32,L,OD,6/28/2018,
UMBS,C03E,1347,PIST,17.2,L,OS,6/28/2018,
UMBS,C03E,1348,PIST,43.6,L,OD,6/28/2018,
UMBS,C03E,1349,PIST,12,D,UN,6/28/2018,
UMBS,C03E,1350,PIST,14.8,L,OS,6/28/2018,
UMBS,C03E,1351,ACRU,16.8,L,OS,6/28/2018,
UMBS,C03E,1352,PIST,12.3,M,OS,6/28/2018,
UMBS,C03E,1353,PIST,49.8,L,OD,6/29/2018,
UMBS,C03E,1354,FAGR,10,L,UN,6/29/2018,
UMBS,C03E,1355,QURU,34.5,L,OD,6/29/2018,reading taken above DBH
UMBS,C03E,1356,BEPA,13.8,L,OS,6/29/2018,
UMBS,C03E,1357,BEPA,16.5,D,UN,6/29/2018,
UMBS,C03E,1358,PIST,20.3,D,OS,6/29/2018,
UMBS,C03E,1359,ACRU,13.4,L,OS,6/29/2018,
UMBS,C03W,1148,POGR,23,L,OD,6/28/2018,
UMBS,C03W,1149,FAGR,9.2,L,UN,6/28/2018,
UMBS,C03W,1150,ACRU,13.7,L,OS,6/28/2018,"A little above DBH, shared base with 1151"
UMBS,C03W,1151,ACRU,11.7,L,OS,6/28/2018,Shared base with 1150
UMBS,C03W,1152,PIST,13.5,L,OS,6/28/2018,
UMBS,C03W,1153,PIRE,38.8,L,OD,6/28/2018,
UMBS,C03W,1154,PIRE,28,L,OD,6/28/2018,
UMBS,C03W,1155,PIRE,15.7,L,OS,6/28/2018,
UMBS,C03W,1156,FAGR,9.7,L,OS,6/28/2018,
UMBS,C03W,1157,POGR,35.9,L,OD,6/28/2018,
UMBS,C03W,1158,PIST,24.9,L,OS,6/28/2018,
UMBS,C03W,1159,QURU,30,L,OD,6/28/2018,
UMBS,C03W,1160,PIRE,30.3,L,OD,6/28/2018,
UMBS,C03W,1161,BEPA,8.2,L,UN,6/28/2018,
UMBS,C03W,1162,PIRE,36.8,L,OD,6/28/2018,In a new plot
UMBS,C03W,1163,QURU,23.3,L,OS,6/28/2018,
UMBS,C03W,1164,POGR,39.4,L,OD,6/28/2018,
UMBS,C03W,1165,POGR,19,D,UN,6/28/2018,
UMBS,C03W,1166,PIST,7.7,L,UN,6/28/2018,In NW  veg plot
UMBS,C03W,1167,ACRU,11,L,OS,6/28/2018,"In NW veg plot, paired with 1187"
UMBS,C03W,1168,QURU,32.7,L,OD,6/28/2018,
UMBS,C03W,1169,QURU,37.3,L,OD,6/28/2018,Above DBH
UMBS,C03W,1170,POGR,38.9,L,OD,6/28/2018,
UMBS,C03W,1171,POGR,39.4,L,OD,6/28/2018,
UMBS,C03W,1172,PIST,24.6,L,OS,6/28/2018,
UMBS,C03W,1173,PIST,31.2,L,OD,6/28/2018,
UMBS,C03W,1174,PIST,8.8,D,UN,6/28/2018,Was closer to beginning of plot tags
UMBS,C03W,1175,POGR,26.2,L,OD,6/28/2018,"""""In a new plot"
UMBS,C03W,1176,PIST,9.4,D,UN,6/28/2018,"Shared base with smaller tree, in a new plot"
UMBS,C03W,1177,PIRE,36.8,L,OD,6/28/2018,In a new plot
UMBS,C03W,1178,PIST,18.8,L,OS,6/28/2018,
UMBS,C03W,1179,PIRE,38.4,L,OD,6/28/2018,In a new plot
UMBS,C03W,1180,PIST,17.4,D,OS,6/28/2018,In a new plot
UMBS,C03W,1181,TSCA,10,M,UN,6/28/2018,In a new plot
UMBS,C03W,1182,TSCA,7.8,D,UN,6/28/2018,In a new plot
UMBS,C03W,1183,PIST,33.4,L,OD,6/28/2018,
UMBS,C03W,1184,ACRU,13.1,L,OS,6/28/2018,In a cluster with 1185 & 1186
UMBS,C03W,1185,ACRU,9.8,L,OS,6/28/2018,In a cluster with 1184 & 1186
UMBS,C03W,1186,ACRU,10.2,D,OS,6/28/2018,In a cluster with 1184 & 1185
UMBS,C03W,1187,ACRU,5.4,D,UN,6/28/2018,"Shared base with 1167, in NW veg plot"
UMBS,C03W,1188,POGR,29.6,L,OD,6/28/2018,
UMBS,C03W,1189,QURU,37.5,L,OD,6/28/2018,Shared base with 1190
UMBS,C03W,1190,QURU,28.1,L,OD,6/28/2018,Shared base with 1189
UMBS,C03W,1191,FAGR,11.1,L,UN,6/28/2018,Taken above DBH
UMBS,C03W,1192,QURU,10.6,L,OS,6/28/2018,
UMBS,C03W,1193,ACPE,11.7,L,OS,6/28/2018,
UMBS,C03W,1194,ACRU,14.5,L,OS,6/28/2018,Shared base with 1195
UMBS,C03W,1195,ACRU,10,L,OS,6/28/2018,Shared base with 1194
UMBS,C03W,1196,ACRU,10.9,L,OS,6/28/2018,
UMBS,C03W,1197,POGR,37.7,L,OD,6/28/2018,
UMBS,C03W,1198,FAGR,7.5,L,UN,6/28/2018,Redact
UMBS,C03W,1199,ACRU,8,L,UN,6/28/2018,Shared base with 1200
UMBS,C03W,1200,ACRU,14.6,L,OS,6/28/2018,Shared base with 1199
UMBS,C03W,1201,ACRU,9.9,L,OS,6/28/2018,Shared base with smaller tree
UMBS,C03W,1202,POGR,25.5,L,OD,6/28/2018,
UMBS,C03W,1203,POGR,28.7,L,OD,6/28/2018,
UMBS,C03W,1204,BEPA,22.7,L,OD,6/28/2018,
UMBS,C03W,1205,POGR,33.9,L,OD,6/28/2018,
UMBS,C03W,1206,QURU,14.8,L,OS,6/28/2018,
UMBS,C03W,1207,QURU,29.3,L,OD,6/28/2018,
UMBS,C03W,1208,QURU,26.1,L,OD,6/28/2018,
UMBS,C03W,1209,BEPA,20.7,D,OS,6/28/2018,
UMBS,C03W,1210,QURU,28.4,L,OD,6/28/2018,
UMBS,C03W,1211,PIST,45.3,L,OD,6/28/2018,
UMBS,C03W,1212,POGR,22.1,D,OS,6/28/2018,
UMBS,C03W,1213,ACPE,10,L,OS,6/28/2018,Shared base with smaller trees
UMBS,C03W,1214,PIST,17.3,L,OS,6/28/2018,
UMBS,C03W,1215,ACRU,12.4,L,OS,6/28/2018,Shared base with smaller tree
UMBS,C03W,1216,ACRU,8.4,M,OS,6/28/2018,Shared base with 1215
UMBS,C03W,1217,ACRU,13.6,L,OS,6/28/2018,
UMBS,C03W,1218,PIST,22.9,L,OS,6/28/2018,
UMBS,C03W,1219,POGR,41.8,L,OD,6/28/2018,
UMBS,C03W,1220,POGR,24.3,L,OD,6/28/2018,
UMBS,C03W,1221,PIST,25.2,L,OS,6/28/2018,
UMBS,C03W,1222,ACRU,15.4,L,OS,6/28/2018,"A little below DBH, in a cluster with 1239"
UMBS,C03W,1223,ACRU,21.1,L,OD,6/28/2018,
UMBS,C03W,1224,FAGR,11.2,L,UN,6/28/2018,
UMBS,C03W,1225,ACRU,8.2,L,OS,6/28/2018,In a cluster with smaller trees
UMBS,C03W,1226,????,10.3,D,UN,6/28/2018,
UMBS,C03W,1227,PIST,25.6,L,OS,6/28/2018,
UMBS,C03W,1228,POGR,21.3,L,OD,6/28/2018,
UMBS,C03W,1229,FAGR,10,L,OS,6/28/2018,Shared base with smaller tree
UMBS,C03W,1230,QURU,32.5,L,OD,6/28/2018,
UMBS,C03W,1231,PIST,20.4,D,OS,6/28/2018,
UMBS,C03W,1232,POGR,21.7,L,OD,6/28/2018,
UMBS,C03W,1233,POGR,22.8,L,OD,6/28/2018,
UMBS,C03W,1234,POGR,21.8,L,OD,6/28/2018,
UMBS,C03W,1235,ACRU,11.6,L,OS,6/28/2018,
UMBS,C03W,1236,QURU,16.5,L,OD,6/28/2018,
UMBS,C03W,1237,ACRU,10.3,L,OS,6/28/2018,Shared base with 1238
UMBS,C03W,1238,ACRU,8.7,L,OS,6/28/2018,Shared base with 1237
UMBS,C03W,1239,ACRU,9.8,L,OS,6/28/2018,Shared base with 1222
UMBS,C03W,1240,POGR,29.2,L,OD,6/28/2018,
UMBS,C03W,1241,POGR,29.6,L,OD,6/28/2018,
UMBS,C03W,1242,POGR,17.1,D,UN,6/28/2018,
UMBS,C03W,1243,POGR,23.3,L,OD,6/28/2018,
UMBS,C03W,1244,QURU,45.9,L,OD,6/28/2018,
UMBS,C03W,1245,ACRU,9.7,L,OS,6/28/2018,
UMBS,C03W,1246,ACRU,8.3,L,OS,6/28/2018,Shared base with 1247 & 1248
UMBS,C03W,1247,ACRU,13.9,L,OS,6/28/2018,Shared base with 1246 & 1248
UMBS,C03W,1248,ACRU,9.1,L,OS,6/28/2018,Shared base with 1246 & 1247
UMBS,C03W,1249,POGR,24.2,M,OD,6/28/2018,
UMBS,C03W,1250,ACRU,14.5,L,OS,6/28/2018,
UMBS,C03W,1251,POGR,24.4,L,OD,6/28/2018,
UMBS,C03W,1252,PIST,39.6,L,OD,6/28/2018,
UMBS,C03W,1253,POGR,25.4,L,OD,6/28/2018,
UMBS,C03W,1254,PIST,9.3,D,UN,6/28/2018,
UMBS,C03W,1255,PIST,15.2,L,OS,6/28/2018,
UMBS,C03W,1256,PIST,14.1,L,OS,6/28/2018,
UMBS,C03W,1257,PIST,14.9,L,OS,6/28/2018,
UMBS,C03W,1258,PIST,9.3,D,OS,6/28/2018,3 inches above DBH
UMBS,C03W,1259,PIST,8.9,D,UN,6/28/2018,
UMBS,C03W,1260,PIST,25.8,L,OD,6/28/2018,
UMBS,C03W,1261,PIST,29.2,L,OD,6/28/2018,
UMBS,C03W,1262,PIST,14.1,D,UN,6/28/2018,
UMBS,C04E,1465,PIST,9.1,L,UN,6/29/2018,
UMBS,C04E,1466,FAGR,18.8,L,UN,6/29/2018,1466-1470 share base
UMBS,C04E,1467,FAGR,14.1,L,UN,6/29/2018,1466-1470 share base
UMBS,C04E,1468,FAGR,15.2,L,UN,6/29/2018,1466-1470 share base
UMBS,C04E,1469,FAGR,16.1,L,UN,6/29/2018,1466-1470 share base
UMBS,C04E,1470,FAGR,21,L,OS,6/29/2018,1466-1470 share base
UMBS,C04E,1471,PIST,16.3,L,OS,6/29/2018,
UMBS,C04E,1472,PIST,8.4,L,UN,6/29/2018,
UMBS,C04E,1473,QURU,41.2,L,OD,6/29/2018,NE veg plot
UMBS,C04E,1474,QURU,30.3,L,OD,6/29/2018,reading taken under DBH
UMBS,C04E,1475,PIST,11.9,L,OS,6/29/2018,
UMBS,C04E,1476,QURU,33.5,L,OD,6/29/2018,
UMBS,C04E,1477,ACRU,20.8,L,OS,6/29/2018,
UMBS,C04E,1478,ACRU,14.3,D,UN,6/29/2018,
UMBS,C04E,1479,ACRU,13.9,L,OD,6/29/2018,
UMBS,C04E,1480,ACRU,10.5,L,OS,6/29/2018,1480-1481 share base
UMBS,C04E,1481,ACRU,12.6,L,OD,6/29/2018,1480-1481 share base
UMBS,C04E,1482,QURU,39.3,L,OD,6/29/2018,
UMBS,C04E,1483,ACRU,10.1,L,OD,6/29/2018,
UMBS,C04E,1484,QURU,24.6,L,OD,6/29/2018,
UMBS,C04E,1485,ACRU,19.1,L,OD,6/29/2018,SE veg plot
UMBS,C04E,1486,ACRU,12.6,L,OS,6/29/2018,
UMBS,C04E,1487,QURU,23.1,L,OD,6/29/2018,
UMBS,C04E,1488,QURU,31.6,L,OD,6/29/2018,
UMBS,C04E,1489,QURU,19.4,L,OD,6/29/2018,
UMBS,C04E,1490,QURU,23.6,L,OD,6/29/2018,
UMBS,C04E,1491,ACRU,12,L,OS,6/29/2018,
UMBS,C04E,1492,QURU,21.1,L,OD,6/29/2018,
UMBS,C04E,1493,ACRU,8.1,L,OS,6/29/2018,
UMBS,C04E,1494,ACRU,10.2,L,OS,6/29/2018,
UMBS,C04E,1495,QURU,18.4,L,OS,6/29/2018,
UMBS,C04E,1496,QURU,28,L,OD,6/29/2018,
UMBS,C04E,1497,ACRU,12.8,L,OS,6/29/2018,
UMBS,C04E,1498,ACRU,18.6,L,OD,6/29/2018,
UMBS,C04E,1499,FAGR,8.5,L,UN,6/29/2018,
UMBS,C04E,1500,QURU,21.2,L,OD,6/29/2018,
UMBS,C04E,1501,QURU,16.9,D,UN,6/29/2018,
UMBS,C04E,1502,ACRU,14.8,L,OS,6/29/2018,
UMBS,C04E,1503,FAGR,14.6,L,OS,6/29/2018,
UMBS,C04E,1504,BEPA,14.1,D,UN,6/29/2018,
UMBS,C04E,1505,ACRU,11.1,M,UN,6/29/2018,
UMBS,C04E,1506,FAGR,9.6,L,UN,6/29/2018,
UMBS,C04E,1507,QURU,28.7,L,OD,6/29/2018,
UMBS,C04E,1508,QURU,28.4,L,OD,6/29/2018,
UMBS,C04E,1509,QURU,32.3,L,OD,6/29/2018,
UMBS,C04E,1510,QURU,18.7,L,OD,6/29/2018,
UMBS,C04E,1511,QURU,31.3,L,OD,6/29/2018,
UMBS,C04E,1512,ACRU,9.3,L,UN,6/29/2018,
UMBS,C04E,1513,QURU,27.9,L,OD,6/29/2018,
UMBS,C04E,1514,ACRU,10.8,L,OS,6/29/2018,
UMBS,C04E,1515,PIST,1.6,L,UN,6/29/2018,SW veg plot
UMBS,C04E,1516,QURU,28.7,L,OD,6/29/2018,SW veg plot
UMBS,C04E,1517,QURU,30.7,L,OD,6/29/2018,
UMBS,C04E,1518,QURU,20.8,L,OD,6/29/2018,
UMBS,C04E,1519,ACRU,8.2,L,OS,6/29/2018,
UMBS,C04E,1520,QURU,29.8,L,OD,6/29/2018,
UMBS,C04E,1521,QURU,28.4,L,OD,6/29/2018,
UMBS,C04E,1522,ACRU,15.5,L,OD,6/29/2018,
UMBS,C04E,1523,QURU,17.8,L,OD,6/29/2018,
UMBS,C04E,1524,ACRU,13.5,L,OD,6/29/2018,
UMBS,C04E,1525,QURU,15,L,OD,6/29/2018,
UMBS,C04E,1526,QURU,18.9,L,OD,6/29/2018,
UMBS,C04E,1527,ACRU,13.3,L,OS,6/29/2018,"reading taken under DBH, in new plot 343, 1527-1529 share base"
UMBS,C04E,1528,ACRU,9.1,D,UN,6/29/2018,"1527-1529 share base, in new plot 343"
UMBS,C04E,1529,ACRU,11.6,D,OS,6/29/2018,"1527-1529 share base, in new plot 343"
UMBS,C04E,1530,QURU,30.1,L,OD,6/29/2018,
UMBS,C04E,1531,QURU,26.7,L,OD,6/29/2018,
UMBS,C04E,1532,ACRU,9.5,L,UN,6/29/2018,
UMBS,C04E,1533,????,11.4,D,OS,6/29/2018,
UMBS,C04E,1534,QURU,14.4,L,OS,6/29/2018,
UMBS,C04E,1535,ACRU,14.3,L,OS,6/29/2018,1535-1536 share base
UMBS,C04E,1536,ACRU,14.3,L,OS,6/29/2018,1535-1536 share base
UMBS,C04E,1537,QURU,27.6,L,OD,6/29/2018,
UMBS,C04E,1538,FAGR,11.2,L,OS,6/29/2018,reading taken above DBH
UMBS,C04E,1539,ACRU,16.6,L,OS,6/29/2018,reading taken under DBH
UMBS,C04E,1540,ACRU,12.1,L,OS,6/29/2018,
UMBS,C04E,1541,ACRU,16,L,OD,6/29/2018,1541-1543 share base
UMBS,C04E,1542,ACRU,20.6,L,OD,6/29/2018,1541-1543 share base
UMBS,C04E,1543,ACRU,21.3,L,OD,6/29/2018,1541-1543 share base
UMBS,C04E,1544,BEPA,21.7,L,OS,6/29/2018,
UMBS,C04E,1545,BEPA,25.8,D,UN,6/29/2018,
UMBS,C04E,1546,ACRU,16.5,L,OS,6/29/2018,1546-1548 share base
UMBS,C04E,1547,ACRU,17.1,L,OS,6/29/2018,1546-1548 share base
UMBS,C04E,1548,ACRU,11.5,D,UN,6/29/2018,1546-1548 share base
UMBS,C04W,1360,QURU,13.9,L,OS,6/29/2018,
UMBS,C04W,1361,QURU,24.7,L,OD,6/29/2018,
UMBS,C04W,1362,ACRU,9.7,L,OS,6/29/2018,
UMBS,C04W,1363,ACRU,8,L,OS,6/29/2018,
UMBS,C04W,1364,FAGR,12.8,L,UN,6/29/2018,
UMBS,C04W,1365,ACRU,15.3,L,OS,6/29/2018,
UMBS,C04W,1366,ACRU,15,L,OS,6/29/2018,1366-1367 share base
UMBS,C04W,1367,ACRU,11.8,L,OS,6/29/2018,1366-1367 share base
UMBS,C04W,1368,FAGR,9.5,L,UN,6/29/2018,1368-1369 share base
UMBS,C04W,1369,FAGR,9.8,L,UN,6/29/2018,1368-1369 share base
UMBS,C04W,1370,ACRU,10.1,L,OS,6/29/2018,
UMBS,C04W,1371,QURU,28.1,L,OD,6/29/2018,
UMBS,C04W,1372,QURU,40.8,L,OD,6/29/2018,
UMBS,C04W,1373,ACRU,8.9,L,OS,6/29/2018,
UMBS,C04W,1374,QURU,28.3,L,OD,6/29/2018,
UMBS,C04W,1375,QURU,18.6,L,OD,6/29/2018,
UMBS,C04W,1376,QURU,35.9,L,OD,6/29/2018,
UMBS,C04W,1377,QURU,31.4,L,OD,6/29/2018,
UMBS,C04W,1378,ACRU,15.8,L,OS,6/29/2018,
UMBS,C04W,1379,QURU,22.6,L,OD,6/29/2018,
UMBS,C04W,1380,FAGR,11.4,L,UN,6/29/2018,1380-1382 share base
UMBS,C04W,1381,FAGR,12.3,L,OS,6/29/2018,"in new plot, 1380-1382 share base"
UMBS,C04W,1382,FAGR,10,L,UN,6/29/2018,1380-1382 share base
UMBS,C04W,1383,FAGR,9.7,L,OS,6/29/2018,
UMBS,C04W,1384,FAGR,11.2,L,UN,6/29/2018,
UMBS,C04W,1385,QURU,18.6,L,OS,6/29/2018,1385-1386 share base
UMBS,C04W,1386,QURU,27.4,L,OD,6/29/2018,1385-1386 share base
UMBS,C04W,1387,FAGR,8,L,UN,6/29/2018,
UMBS,C04W,1388,ACRU,8.7,L,OS,6/29/2018,
UMBS,C04W,1389,QURU,46.1,L,OD,6/29/2018,1389-1391 share base
UMBS,C04W,1390,QURU,30.8,D,OS,6/29/2018,1389-1391 share base
UMBS,C04W,1391,QURU,17,D,UN,6/29/2018,1389-1391 share base
UMBS,C04W,1392,FAGR,9.2,L,OS,6/29/2018,
UMBS,C04W,1393,QURU,21.7,L,OD,6/29/2018,
UMBS,C04W,1394,ACRU,10.5,L,OS,6/29/2018,
UMBS,C04W,1395,QURU,35.3,L,OD,6/29/2018,
UMBS,C04W,1396,ACRU,11.4,L,OS,6/29/2018,
UMBS,C04W,1397,ACRU,9.8,L,OS,6/29/2018,
UMBS,C04W,1398,ACRU,19.3,L,OS,6/29/2018,
UMBS,C04W,1399,ACRU,10.7,L,OS,6/29/2018,
UMBS,C04W,1400,ACRU,9.1,D,OS,6/29/2018,
UMBS,C04W,1401,QURU,29.7,L,OD,6/29/2018,
UMBS,C04W,1402,QURU,24.6,L,OD,6/29/2018,1402-1403 share base
UMBS,C04W,1403,QURU,25.8,L,OD,6/29/2018,1402-1403 share base
UMBS,C04W,1404,FAGR,14.4,L,OS,6/29/2018,
UMBS,C04W,1405,FAGR,12.2,L,UN,6/29/2018,
UMBS,C04W,1406,ACRU,13.2,L,OD,6/29/2018,
UMBS,C04W,1407,ACRU,12.3,L,OS,6/29/2018,
UMBS,C04W,1408,ACRU,8.5,L,OS,6/29/2018,
UMBS,C04W,1409,QURU,16.9,L,OS,6/29/2018,
UMBS,C04W,1410,QURU,34.2,L,OD,6/29/2018,
UMBS,C04W,1411,FAGR,14.6,L,UN,6/29/2018,1411-1412 share base
UMBS,C04W,1412,FAGR,11.6,L,UN,6/29/2018,"1411-1412 share base, 1412 in new plot"
UMBS,C04W,1413,ACRU,8,L,UN,6/29/2018,
UMBS,C04W,1414,ACRU,12.2,L,OS,6/29/2018,
UMBS,C04W,1415,FAGR,9.4,L,UN,6/29/2018,in new plot
UMBS,C04W,1416,ACRU,11.6,L,OS,6/29/2018,
UMBS,C04W,1417,QURU,31.4,L,OD,6/29/2018,
UMBS,C04W,1418,ACRU,9.9,L,OS,6/29/2018,
UMBS,C04W,1419,QURU,35.1,L,OD,6/29/2018,
