site,subplot_id,tag,species,dbh_cm,health_status,canopy_status,date,notes
UMBS,C04W,1420,QURU,31.4,L,OD,6/29/2018,
UMBS,C04W,1421,ACRU,10.9,L,OS,6/29/2018,
UMBS,C04W,1422,QURU,18.8,L,OS,6/29/2018,
UMBS,C04W,1423,ACRU,11.5,L,OD,6/29/2018,
UMBS,C04W,1424,ACRU,9.2,L,OS,6/29/2018,
UMBS,C04W,1425,ACRU,8.5,L,OS,6/29/2018,
UMBS,C04W,1426,QURU,38.5,L,OD,6/29/2018,
UMBS,C04W,1427,BEPA,18.2,D,OS,6/29/2018,
UMBS,C04W,1428,ACRU,21.2,L,OS,6/29/2018,1428-1431 share base
UMBS,C04W,1429,ACRU,8.2,L,OS,6/29/2018,1428-1431 share base
UMBS,C04W,1430,ACRU,10.4,L,OS,6/29/2018,1428-1431 share base
UMBS,C04W,1431,ACRU,10.2,L,OS,6/29/2018,1428-1431 share base
UMBS,C04W,1432,ACRU,7.8,L,OS,6/29/2018,"REDACT, under minimum DBH"
UMBS,C04W,1433,FAGR,7.7,L,UN,6/29/2018,"REDACT--under minimum DBH, 1433 share base w/ <8.0"
UMBS,C04W,1434,QURU,32.2,L,OD,6/29/2018,1434-1435 share base
UMBS,C04W,1435,QURU,14.6,D,OS,6/29/2018,1434-1435 share base
UMBS,C04W,1436,ACRU,12.5,L,OS,6/29/2018,
UMBS,C04W,1437,QURU,40.9,L,OD,6/29/2018,
UMBS,C04W,1438,ACRU,8.8,D,OS,6/29/2018,
UMBS,C04W,1439,QURU,30.3,L,OD,6/29/2018,
UMBS,C04W,1440,ACRU,9.6,L,OS,6/29/2018,
UMBS,C04W,1441,BEPA,14.5,D,UN,6/29/2018,
UMBS,C04W,1442,ACRU,11.7,L,OS,6/29/2018,
UMBS,C04W,1443,ACRU,12.5,D,UN,6/29/2018,
UMBS,C04W,1444,ACRU,10.2,L,OS,6/29/2018,
UMBS,C04W,1445,PIST,16.4,L,OS,6/29/2018,
UMBS,C04W,1446,QURU,34.8,L,OD,6/29/2018,
UMBS,C04W,1447,QURU,30.4,L,OD,6/29/2018,
UMBS,C04W,1448,QURU,32.6,L,OD,6/29/2018,
UMBS,C04W,1449,BEPA,15.9,D,UN,6/29/2018,
UMBS,C04W,1450,BEPA,18,L,OD,6/29/2018,
UMBS,C04W,1451,ACRU,2.8,L,UN,6/29/2018,"1451-1452 share base, NW veg plot"
UMBS,C04W,1452,ACRU,8.6,L,OS,6/29/2018,"1451-1452 share base, NW veg plot"
UMBS,C04W,1453,ACRU,15.6,L,OD,6/29/2018,NW veg plot
UMBS,C04W,1454,ACRU,14.4,L,OD,6/29/2018,
UMBS,C04W,1455,ACRU,8.4,L,OS,6/29/2018,
UMBS,C04W,1456,BEPA,15.4,L,OD,6/29/2018,
UMBS,C04W,1457,ACRU,16,L,OD,6/29/2018,
UMBS,C04W,1458,ACRU,13.8,L,OD,6/29/2018,
UMBS,C04W,1459,QURU,31,L,OD,6/29/2018,
UMBS,C04W,1460,ACRU,8.1,D,OS,6/29/2018,1460-1462 share base
UMBS,C04W,1461,ACRU,12.4,D,OS,6/29/2018,1460-1462 share base
UMBS,C04W,1462,ACRU,10.2,D,OS,6/29/2018,1460-1462 share base
UMBS,C04W,1463,ACRU,15.7,L,OD,6/29/2018,
UMBS,C04W,1464,ACRU,11.1,L,OS,6/29/2018,
UMBS,D01E,641,QURU,34.3,L,OD,6/26/2018,
UMBS,D01E,642,ACRU,9,L,OS,6/26/2018,
UMBS,D01E,643,ACRU,14.8,L,OD,6/26/2018,
UMBS,D01E,644,ACRU,10.7,M,OS,6/26/2018,
UMBS,D01E,645,QURU,35.9,L,OD,6/26/2018,
UMBS,D01E,646,PIST,13,L,OS,6/26/2018,
UMBS,D01E,647,ACRU,7.3,L,UN,6/26/2018,"647-649 share base, veg plot"
UMBS,D01E,648,ACRU,5.8,L,UN,6/26/2018,"647-649 share base, veg plot"
UMBS,D01E,649,ACRU,2.9,L,UN,6/26/2018,"647-649 share base, veg plot"
UMBS,D01E,650,ACRU,10.7,L,OS,6/26/2018,clustered w <8.0
UMBS,D01E,651,QURU,33.9,L,OD,6/26/2018,
UMBS,D01E,652,ACRU,15.3,L,OS,6/26/2018,
UMBS,D01E,653,QURU,26.4,L,OD,6/26/2018,653-654 share base
UMBS,D01E,654,QURU,29.5,L,OD,6/26/2018,653-654 share base
UMBS,D01E,655,FAGR,11.4,L,UN,6/26/2018,
UMBS,D01E,656,QURU,17.5,M,OS,6/26/2018,
UMBS,D01E,657,QURU,22.4,L,OD,6/26/2018,
UMBS,D01E,658,QURU,21.4,L,OD,6/26/2018,
UMBS,D01E,659,PIST,8.2,L,OS,6/26/2018,
UMBS,D01E,660,PIST,10.6,L,OS,6/26/2018,
UMBS,D01E,661,QURU,36.3,L,OD,6/26/2018,
UMBS,D01E,662,ACRU,10.2,L,OS,6/26/2018,662-663 share base
UMBS,D01E,663,ACRU,8.7,L,OS,6/26/2018,662-663 share base
UMBS,D01E,664,QURU,21.7,L,OD,6/26/2018,
UMBS,D01E,665,QURU,29.2,L,OD,6/26/2018,
UMBS,D01E,666,PIST,9.1,L,UN,6/26/2018,
UMBS,D01E,667,FAGR,7.1,L,UN,6/26/2018,"667-668 share base, SW veg plot"
UMBS,D01E,668,FAGR,9,L,UN,6/26/2018,"667-668 share base, SW veg plot"
UMBS,D01E,669,QURU,26,L,UN,6/26/2018,712 + 669 share base
UMBS,D01E,670,ACRU,10.2,L,OS,6/26/2018,670-671 share base
UMBS,D01E,671,ACRU,11.1,L,OS,6/26/2018,670-671 share base
UMBS,D01E,672,PIST,8.4,L,OS,6/26/2018,
UMBS,D01E,673,QURU,34.8,L,OD,6/26/2018,
UMBS,D01E,674,PIST,8.5,L,OS,6/26/2018,
UMBS,D01E,675,QURU,19.2,L,OS,6/26/2018,
UMBS,D01E,676,POGR,33.4,L,OD,6/26/2018,
UMBS,D01E,677,POGR,30.3,L,OD,6/26/2018,
UMBS,D01E,678,ACRU,10,L,OS,6/26/2018,share base w/ <8.0
UMBS,D01E,679,????,7.9,D,UN,6/26/2018,"REDACT, mistakenly tagged "
UMBS,D01E,680,QURU,21.5,L,OS,6/26/2018,
UMBS,D01E,681,QURU,14.2,L,OS,6/26/2018,
UMBS,D01E,682,ACRU,9,D,UN,6/26/2018,share base w live <8.0 ACRU
UMBS,D01E,683,POGR,14.5,D,UN,6/26/2018,
UMBS,D01E,684,QURU,21.2,L,OD,6/26/2018,
UMBS,D01E,685,QURU,33,L,OD,6/26/2018,
UMBS,D01E,686,????,21.3,D,UN,6/26/2018,
UMBS,D01E,687,POGR,21.1,D,UN,6/26/2018,
UMBS,D01E,688,QURU,42.1,L,OD,6/26/2018,
UMBS,D01E,689,PIST,1.5,L,UN,6/26/2018,
UMBS,D01E,690,QURU,22.7,L,OD,6/26/2018,690-691 share base
UMBS,D01E,691,QURU,14.3,D,OS,6/26/2018,690-691 share base
UMBS,D01E,692,ACRU,11.7,L,OS,6/26/2018,
UMBS,D01E,693,QURU,27.7,L,OD,6/26/2018,
UMBS,D01E,694,PIST,11.3,L,OS,6/26/2018,
UMBS,D01E,695,QURU,32.9,L,OD,6/26/2018,
UMBS,D01E,696,QURU,34.1,L,OD,6/26/2018,
UMBS,D01E,697,QURU,28.4,L,OD,6/26/2018,697-698 share base
UMBS,D01E,698,QURU,35.1,L,OD,6/26/2018,697-698 share base
UMBS,D01E,699,QURU,17.7,L,OD,6/26/2018,
UMBS,D01E,700,PIST,15.7,L,OS,6/26/2018,
UMBS,D01E,701,PIST,8,L,UN,6/26/2018,labeled as outside plot bc tripod is not exactly at center
UMBS,D01E,702,QURU,30.9,L,OD,6/26/2018,"702-703 share base, labeled as outside plot bc tripod not at specific center "
UMBS,D01E,703,QURU,47.2,L,OD,6/26/2018,"702-703 share base, 703 in new plot, labeled as outside plot bc tripod not at specific center"
UMBS,D01E,704,QURU,24.8,L,OD,6/26/2018,704-705 share base
UMBS,D01E,705,QURU,26.7,L,OD,6/26/2018,704-705 share base
UMBS,D01E,706,PIST,10.1,L,OS,6/26/2018,
UMBS,D01E,707,QURU,26.2,L,OD,6/26/2018,
UMBS,D01E,708,????,17.4,D,UN,6/26/2018,
UMBS,D01E,709,QURU,29.2,L,OD,6/26/2018,NW veg plot
UMBS,D01E,710,ACRU,20.5,L,OD,6/26/2018,
UMBS,D01E,711,ACRU,8.6,L,OS,6/26/2018,
UMBS,D01E,712,QURU,14.2,D,OS,6/26/2018,712 + 669 share base
UMBS,D01E,713,PIST,8.9,L,OS,6/26/2018,
UMBS,D01W,582,PIST,8.1,L,OS,6/26/2018,
UMBS,D01W,583,QURU,43.2,L,OD,6/26/2018,
UMBS,D01W,584,PIST,9.1,L,OS,6/26/2018,reading taken below DBH
UMBS,D01W,585,QURU,10.2,M,UN,6/26/2018,
UMBS,D01W,586,PIST,8.3,L,OS,6/26/2018,
UMBS,D01W,587,PIST,7.1,L,UN,6/26/2018,"REDACT, under minimum DBH—mistakenly tagged"
UMBS,D01W,588,PIST,13.6,L,OS,6/26/2018,
UMBS,D01W,589,QURU,34.7,L,OD,6/26/2018,
UMBS,D01W,590,PIST,8.8,L,UN,6/26/2018,
UMBS,D01W,591,PIST,7.1,L,UN,6/26/2018,veg plot
UMBS,D01W,592,PIST,17.9,L,OS,6/26/2018,
UMBS,D01W,593,QURU,41.2,L,OD,6/26/2018,593-594 share base
UMBS,D01W,594,QURU,39.4,L,OD,6/26/2018,593-594 share base
UMBS,D01W,595,PIST,15.6,L,OS,6/26/2018,reading taken below DBH
UMBS,D01W,596,PIST,19.2,L,OS,6/26/2018,
UMBS,D01W,597,QURU,45.7,L,OD,6/26/2018,
UMBS,D01W,598,QURU,24.8,L,OD,6/26/2018,598-599 share base
UMBS,D01W,599,QURU,12.6,D,OS,6/26/2018,598-599 share base
UMBS,D01W,600,PIST,11.7,L,OS,6/26/2018,
UMBS,D01W,601,ACRU,16.7,L,OS,6/26/2018,601-603 share base
UMBS,D01W,602,ACRU,16.6,L,OS,6/26/2018,601-603 share base
UMBS,D01W,603,ACRU,11.9,L,OS,6/26/2018,601-603 share base
UMBS,D01W,604,POGR,29.6,D,OS,6/26/2018,
UMBS,D01W,605,QURU,17.8,L,OD,6/26/2018,
UMBS,D01W,606,PIST,11.3,L,OS,6/26/2018,
UMBS,D01W,607,QURU,14.7,L,OS,6/26/2018,
UMBS,D01W,608,QURU,9.3,L,UN,6/26/2018,
UMBS,D01W,609,QURU,40.7,L,OD,6/26/2018,
UMBS,D01W,610,PIST,15.4,L,OS,6/26/2018,
UMBS,D01W,611,PIST,10.2,L,OS,6/26/2018,
UMBS,D01W,612,POGR,20.7,D,UN,6/26/2018,
UMBS,D01W,613,ACRU,12.4,L,OS,6/26/2018,
UMBS,D01W,614,QURU,28.9,L,OD,6/26/2018,
UMBS,D01W,615,QURU,35.5,L,OD,6/26/2018,615-617 share base
UMBS,D01W,616,QURU,30.6,L,OD,6/26/2018,"615-617 share base, 616 in new plot 410"
UMBS,D01W,617,QURU,32.1,L,OD,6/26/2018,615-617 share base
UMBS,D01W,618,PIST,8.9,L,UN,6/26/2018,
UMBS,D01W,619,ACRU,8.2,L,UN,6/26/2018,
UMBS,D01W,620,PIST,14.8,L,OS,6/26/2018,veg plot
UMBS,D01W,621,QURU,28.6,L,OD,6/26/2018,621-622 share base
UMBS,D01W,622,QURU,35.3,L,OD,6/26/2018,621-622 share base
UMBS,D01W,623,QURU,26.4,L,OD,6/26/2018,623-624 share base
UMBS,D01W,624,QURU,29.9,L,OD,6/26/2018,623-624 share base
UMBS,D01W,625,PIST,2,L,UN,6/26/2018,veg plot
UMBS,D01W,626,PIST,14.1,L,OS,6/26/2018,
UMBS,D01W,627,PIST,8.3,L,UN,6/26/2018,in new plot 410
UMBS,D01W,628,QURU,22.2,L,OD,6/26/2018,
UMBS,D01W,629,PIST,8.1,L,OS,6/26/2018,
UMBS,D01W,630,POGR,26.2,L,OD,6/26/2018,POGR or POTR
UMBS,D01W,631,QURU,34,L,OD,6/26/2018,
UMBS,D01W,632,PIST,8,L,UN,6/26/2018,read as 7.9 and as 8.0
UMBS,D01W,633,BEPA,35.1,D,UN,6/26/2018,
UMBS,D01W,634,ACRU,15.7,L,OS,6/26/2018,
UMBS,D01W,635,QURU,31.9,L,OD,6/26/2018,
UMBS,D01W,636,QURU,23.6,L,OD,6/26/2018,
UMBS,D01W,637,QURU,22.1,L,OD,6/26/2018,
UMBS,D01W,638,PIST,6.8,L,UN,6/26/2018,"REDACT, under minimum DBH—mistakenly tagged"
UMBS,D01W,639,QURU,32.6,L,OD,6/26/2018,
UMBS,D01W,640,????,8,D,UN,6/26/2018,"species unknown, may be QURU/limb"
UMBS,D02E,290,PIST,28.3,L,OD,6/22/2018,Has some big sap holes around DBH level
UMBS,D02E,291,ACRU,8.3,L,OS,,
UMBS,D02E,292,QURU,29.3,L,OD,,
UMBS,D02E,293,PIST,8.4,L,UN,,
UMBS,D02E,294,ACRU,9.5,L,OS,,
UMBS,D02E,295,QURU,28.1,L,OD,,
UMBS,D02E,296,ACRU,12.7,L,OS,,
UMBS,D02E,297,ACRU,15.5,L,OS,,in a cluster
UMBS,D02E,298,ACRU,7.9,M,OS,,in a cluster
UMBS,D02E,299,ACRU,8,L,UN,,in a cluster
UMBS,D02E,300,ACRU,13.8,L,OS,,
UMBS,D02E,301,QURU,19.5,L,OS,,
UMBS,D02E,302,QURU,13.1,M,UN,,
UMBS,D02E,303,QURU,35.1,L,OD,,
UMBS,D02E,304,ACRU,9.6,L,OS,,
UMBS,D02E,305,QURU,32.1,L,OD,,cluster
UMBS,D02E,306,QURU,23.7,L,OD,,cluster
UMBS,D02E,307,FAGR,9,L,OS,,
UMBS,D02E,308,QURU,21.4,L,OD,,
UMBS,D02E,309,PIST,8.9,L,OS,,
UMBS,D02E,310,ACRU,14.2,D,UN,,dbh slightly higher
UMBS,D02E,311,ACRU,11.3,L,OS,,
UMBS,D02E,312,PIST,8.4,L,OS,,
UMBS,D02E,313,QURU,8.4,D,OS,,Cluster
UMBS,D02E,314,QURU,16.2,L,OD,,Cluster
UMBS,D02E,315,QURU,17.7,L,OD,,
UMBS,D02E,316,POGR,16,L,OD,,
UMBS,D02E,317,QURU,17.8,L,OD,,
UMBS,D02E,318,ACRU,13.3,L,OS,,Cluster
UMBS,D02E,319,ACRU,13.3,L,OS,,Cluster
UMBS,D02E,320,ACRU,8.2,L,OS,,Big knot under dbh where it lost a split branch
UMBS,D02E,321,PIST,10.7,L,OS,,
UMBS,D02E,322,ACRU,7.3,L,OS,,
UMBS,D02E,323,ACRU,10.4,L,OS,,
UMBS,D02E,324,ACRU,11,L,OS,,
UMBS,D02E,325,PIST,1.6,L,UN,,Veg plot SE
UMBS,D02E,326,QURU,43.9,L,OD,,
UMBS,D02E,327,ACRU,11.8,L,OS,,
UMBS,D02E,328,POGR,21.1,L,OD,,
UMBS,D02E,329,ACRU,9.3,L,OS,,cluster
UMBS,D02E,330,QURU,37.5,L,OD,,Cluster
UMBS,D02E,331,QURU,42.3,L,OD,,Cluster
UMBS,D02E,332,ACRU,11.4,M,OS,,Cluster
UMBS,D02E,333,QURU,25.8,L,OD,,"HAD TO MAKE NEW PLOT, starting to become moribund, new plot is 420"
UMBS,D02E,334,BEPA,18,D,UN,,"two lines, used higher"
UMBS,D02E,335,QURU,30.6,M,OD,,
UMBS,D02E,336,QURU,25.9,L,OD,,
UMBS,D02E,337,PIST,8.4,L,OS,,about an inch below dbh line
UMBS,D02E,338,QURU,27.8,M,,,
UMBS,D02E,339,ACRU,10.2,L,OS,,cluster
UMBS,D02E,340,ACRU,8.6,L,OS,,Cluster
UMBS,D02E,341,????,10.8,D,OS,,
UMBS,D02E,342,ACRU,11.3,L,OS,,cluster
UMBS,D02E,343,QURU,28.7,M,OD,,"cluster, lower branches dead"
UMBS,D02E,344,QURU,29.4,L,OD,,Cluster
UMBS,D02E,345,ACRU,10.8,L,OS,,Veg plot SW
UMBS,D02E,346,ACRU,9.9,L,OS,,Veg plot SW
UMBS,D02E,347,ACRU,10.7,M,OS,,"Veg plot SW, lower branches dead"
UMBS,D02E,348,PIST,20.5,L,OS,,used top of two lines
UMBS,D02E,349,QURU,40.6,M,OD,,cluster
UMBS,D02E,350,QURU,27.2,D,UN,,cluster
UMBS,D02E,351,ACRU,12.8,L,OS,,Veg plot SW
UMBS,D02E,352,QURU,47.6,L,OD,,a little above dbh
UMBS,D02E,353,ACRU,8.2,L,OS,,cluster
UMBS,D02E,354,QURU,34.7,L,OD,,
UMBS,D02E,355,PIST,34.3,L,OD,,
UMBS,D02E,356,QURU,11.2,D,UN,,"in cluster with 0349 and 0350, used higher of two dbh lines"
UMBS,D02E,357,????,20.1,D,OS,,at an angle
UMBS,D02E,358,QURU,19.2,D,OS,,was a cluster
UMBS,D02E,359,FAGR,9.3,L,OS,,
UMBS,D02E,360,ACRU,8.2,L,OS,,cluster
UMBS,D02E,361,ACRU,8.9,M,OS,,cluster
UMBS,D02E,362,ACRU,12,D,UN,,cluster
UMBS,D02E,363,ACRU,8.2,L,OS,,
UMBS,D02E,364,ACRU,15.5,L,OS,,cluster
UMBS,D02E,365,ACRU,16.4,L,OS,,cluster
UMBS,D02E,366,QURU,25.6,L,OS,,
UMBS,D02E,367,POGR,42,L,OD,,
UMBS,D02E,368,QURU,26.9,L,OD,,
UMBS,D02E,369,QURU,32.3,L,OD,,
UMBS,D02E,370,ACRU,15.8,L,OS,,cluster
UMBS,D02E,371,ACRU,8.8,L,OS,,cluster
UMBS,D02E,372,QURU,18.2,L,OS,,
UMBS,D02E,373,QURU,24.6,L,OD,,
UMBS,D02E,374,QURU,19.2,M,OS,,Veg plot NW
UMBS,D02E,375,QURU,27.9,L,OD,,
UMBS,D02E,376,QURU,37.6,L,OD,,
UMBS,D02E,377,PIST,8.4,L,OS,,A little above dbh line
UMBS,D02E,378,PIST,13.2,L,OS,,
UMBS,D02E,379,QURU,34.9,L,OD,,Has some widowmakers
UMBS,D02E,380,????,29.8,D,UN,,
UMBS,D02E,381,QURU,56.2,L,OD,,
UMBS,D02E,382,ACRU,8,L,OS,,
UMBS,D02E,383,QURU,26.2,L,OD,,
UMBS,D02W,206,ACRU,18.3,L,OD,6/22/2018,
UMBS,D02W,207,QURU,34.4,L,OD,6/22/2018,
UMBS,D02W,208,PIST,8.9,L,OS,6/22/2018,
UMBS,D02W,209,POGR,24.8,L,OS,6/22/2018,
UMBS,D02W,210,PIST,7.9,L,OS,6/22/2018,
UMBS,D02W,211,QURU,23.4,D,OS,6/22/2018,0211- 0212 SHARE BASE
UMBS,D02W,212,QURU,26.6,L,OD,6/22/2018,0211- 0212 SHARE BASE
UMBS,D02W,213,PIST,8.1,L,OS,6/22/2018,
UMBS,D02W,214,QURU,21.6,L,OD,6/22/2018,0214- 0215 SHARE BASE
UMBS,D02W,215,QURU,25.8,L,OD,6/22/2018,0214- 0215 SHARE BASE
UMBS,D02W,216,QURU,17.5,L,OD,6/22/2018,
UMBS,D02W,217,QURU,12.9,D,OS,6/22/2018,
UMBS,D02W,218,QURU,30.5,L,OD,6/22/2018,
UMBS,D02W,219,QURU,30.8,L,OD,6/22/2018,
UMBS,D02W,220,QURU,15.3,D,OS,6/22/2018,
UMBS,D02W,221,ACRU,10.2,L,OS,6/22/2018,
UMBS,D02W,222,ACRU,8.7,L,OS,6/22/2018,
UMBS,D02W,223,FAGR,10.8,L,OS,6/22/2018,
UMBS,D02W,224,ACRU,12.4,L,OS,6/22/2018,
UMBS,D02W,225,QURU,23.2,L,OD,6/22/2018,0225-- 0226 SHARE BASE
UMBS,D02W,226,QURU,24.5,L,OD,6/22/2018,0225-- 0226 SHARE BASE
UMBS,D02W,227,ACRU,9.8,L,OS,6/22/2018,
UMBS,D02W,228,QURU,13.6,D,OS,6/22/2018,0228-0230 SHARE BASE
UMBS,D02W,229,QURU,12.8,D,OS,6/22/2018,0228-0230 SHARE BASE
UMBS,D02W,230,QURU,29.1,L,OD,6/22/2018,0228-0230 SHARE BASE
UMBS,D02W,231,ACRU,11.7,L,OS,6/22/2018,
UMBS,D02W,232,QURU,34.4,L,OD,6/22/2018,0232- 0233 SHARE BASE
UMBS,D02W,233,QURU,35.5,L,OD,6/22/2018,0232- 0233 SHARE BASE
UMBS,D02W,234,ACRU,9.3,L,OS,6/22/2018,
UMBS,D02W,235,ACRU,13.1,L,OS,6/22/2018,
UMBS,D02W,236,FAGR,9.3,L,UN,6/22/2018,
UMBS,D02W,237,ACRU,9.5,L,OS,6/22/2018,0237-0240 SHARE BASE
UMBS,D02W,238,ACRU,16.3,L,OS,6/22/2018,0237-0240 SHARE BASE
UMBS,D02W,239,ACRU,9.5,L,OS,6/22/2018,0237-0240 SHARE BASE
UMBS,D02W,240,ACRU,9.8,L,OS,6/22/2018,0237-0240 SHARE BASE
UMBS,D02W,241,QURU,24.4,L,OD,6/22/2018,
UMBS,D02W,242,FAGR,8.7,L,UN,6/22/2018,
UMBS,D02W,243,ACRU,10.7,L,OS,6/22/2018,0243- 0245 SHARE BASE
UMBS,D02W,244,ACRU,10.6,L,OS,6/22/2018,0243- 0245 SHARE BASE
UMBS,D02W,245,ACRU,8.6,L,OS,6/22/2018,0243- 0245 SHARE BASE
UMBS,D02W,246,QURU,18.2,D,OS,6/22/2018,
UMBS,D02W,247,QURU,26.8,L,OD,6/22/2018,
UMBS,D02W,248,QURU,27.2,L,OD,6/22/2018,
UMBS,D02W,249,FAGR,11.2,L,UN,6/22/2018,
UMBS,D02W,250,ACRU,10.3,L,OS,6/22/2018,
UMBS,D02W,251,ACRU,9,L,OS,6/22/2018,
UMBS,D02W,252,QURU,33.1,L,OD,6/22/2018,0525- 0253 SHARE BASE
UMBS,D02W,253,QURU,40.9,L,OD,6/22/2018,0525- 0253 SHARE BASE
UMBS,D02W,254,QURU,22,L,OD,6/22/2018,
UMBS,D02W,255,ACRU,9.8,L,OS,6/22/2018,
UMBS,D02W,256,PIST,20.1,M,OS,6/22/2018,
UMBS,D02W,257,QURU,31.7,L,OD,6/22/2018,0257- 0258 SHARE BASE
UMBS,D02W,258,QURU,33.1,L,OD,6/22/2018,0257- 0258 SHARE BASE
UMBS,D02W,259,PIST,1,L,SA,6/22/2018,IN A VEG PLOT
UMBS,D02W,260,QURU,22.8,M,OD,6/22/2018,
UMBS,D02W,261,ACRU,9.5,L,OS,6/22/2018,
UMBS,D02W,262,????,8.4,D,UN,6/22/2018,
UMBS,D02W,263,????,10.9,D,UN,6/22/2018,
UMBS,D02W,264,QURU,22.4,L,OD,6/22/2018,0264- 0265 SHARE BASE
UMBS,D02W,265,QURU,21.4,L,OD,6/22/2018,0264- 0265 SHARE BASE
UMBS,D02W,266,QURU,23.7,L,OD,6/22/2018,
UMBS,D02W,267,ACRU,8.8,L,OS,6/22/2018,
UMBS,D02W,268,QURU,30.6,L,OD,6/22/2018,0268- 0269 SHARE BASE
UMBS,D02W,269,QURU,35.1,L,OD,6/22/2018,0268- 0269 SHARE BASE
UMBS,D02W,270,ACRU,14.7,L,OS,6/22/2018,TAKEN UNDER DBH LINE
UMBS,D02W,271,QURU,30.3,L,OD,6/22/2018,0271- 0272 SHARE BASE
UMBS,D02W,272,QURU,20.6,L,OD,6/22/2018,0271- 0272 SHARE BASE
UMBS,D02W,273,QURU,26.6,L,OD,6/22/2018,
UMBS,D02W,274,QURU,21.1,L,OS,6/22/2018,
UMBS,D02W,275,QURU,21.4,L,OD,6/22/2018,
UMBS,D02W,276,QURU,28.1,L,OD,6/22/2018,
UMBS,D02W,277,PIST,1.1,L,SA,6/22/2018,IN A VEG PLOT
UMBS,D02W,278,QURU,37.7,L,OD,6/22/2018,
UMBS,D02W,279,ACRU,17.7,L,OS,6/22/2018,0279-0280 SHARE BASE
UMBS,D02W,280,ACRU,10.9,L,OS,6/22/2018,0279-0280 SHARE BASE
UMBS,D02W,281,ACRU,12,L,OS,6/22/2018,
UMBS,D02W,282,ACRU,12,L,OS,6/22/2018,
UMBS,D02W,283,QURU,24.1,L,OD,6/22/2018,
UMBS,D02W,284,PIST,8.7,L,UN,6/22/2018,
UMBS,D02W,285,POGR,28.9,L,OD,6/22/2018,
UMBS,D02W,286,QURU,21.2,L,OD,6/22/2018,
UMBS,D02W,287,POGR,34,L,OD,6/22/2018,
UMBS,D02W,288,QURU,23.5,L,OD,6/22/2018,
UMBS,D02W,289,ACRU,8.8,L,UN,6/22/2018,
UMBS,D03E,384,POGR,37,D,OD,6/25/2018,
UMBS,D03E,385,PIST,8.5,L,UN,6/25/2018,
UMBS,D03E,386,POGR,24,L,OD,6/25/2018,
UMBS,D03E,387,FAGR,8.2,L,UN,6/25/2018,
UMBS,D03E,388,FAGR,13.5,L,UN,6/25/2018,"In a cluster with 389 and 390, Veg plot NW"
UMBS,D03E,389,FAGR,7,L,UN,6/25/2018,"cluster with 388 and 390, Veg plot NW"
UMBS,D03E,390,FAGR,3.7,L,UN,6/25/2018,"Cluster with 388 and 389, Veg plot NW"
UMBS,D03E,391,QURU,25.4,L,OD,6/25/2018,
UMBS,D03E,392,POGR,38,L,OD,6/25/2018,
UMBS,D03E,393,FAGR,9.4,L,UN,6/25/2018,taken a little lower than dbh
UMBS,D03E,394,ACRU,10.2,L,OS,6/25/2018,In a cluster
UMBS,D03E,395,FAGR,9,L,UN,6/25/2018,
UMBS,D03E,396,FAGR,8.9,L,UN,6/25/2018,"In a new plot, new plot number is 430"
UMBS,D03E,397,QURU,31.7,L,OD,6/25/2018,
UMBS,D03E,398,PIRE,16.1,L,OS,6/25/2018,
UMBS,D03E,399,ACRU,11.3,L,OS,6/25/2018,in a cluster
UMBS,D03E,400,POGR,35.1,L,OD,6/25/2018,
UMBS,D03E,401,ACRU,10.2,L,OS,6/25/2018,in a cluster with 402
UMBS,D03E,402,ACRU,13.1,L,OS,6/25/2018,in a cluster with 401
UMBS,D03E,403,POGR,30.4,L,OD,6/25/2018,
UMBS,D03E,404,QURU,29,L,OD,6/25/2018,
UMBS,D03E,405,FAGR,8.9,L,UN,6/25/2018,
UMBS,D03E,406,POGR,19.1,D,UN,6/25/2018,"In  new plot, new plot is 429"
UMBS,D03E,407,POGR,17.5,D,UN,6/25/2018,"In a new plot, new plot is 429"
UMBS,D03E,408,ACRU,10.7,L,OS,6/25/2018,
UMBS,D03E,409,POGR,21.4,D,UN,6/25/2018,
UMBS,D03E,410,ACRU,8.9,L,UN,6/25/2018,
UMBS,D03E,411,POGR,23.2,D,OS,6/25/2018,
UMBS,D03E,412,PIRE,8.3,D,UN,6/25/2018,
UMBS,D03E,413,ACRU,9.4,D,UN,6/25/2018,
UMBS,D03E,414,QURU,17.1,L,OS,6/25/2018,
UMBS,D03E,415,PIRE,8.8,L,UN,6/25/2018,
UMBS,D03E,416,QURU,31.7,L,OD,6/25/2018,in a cluster with 417and 418
UMBS,D03E,417,QURU,33.7,L,OD,6/25/2018,in  cluster with 416 and 418
UMBS,D03E,418,QURU,26.5,L,OD,6/25/2018,in a cluster with 416 and 417
UMBS,D03E,419,QURU,16.8,L,OS,6/25/2018,in a cluster with 420
UMBS,D03E,420,QURU,13.7,L,OS,6/25/2018,in a cluster with 419
UMBS,D03E,421,QURU,27,L,OD,6/25/2018,in a cluster with 422
UMBS,D03E,422,QURU,15.6,D,OS,6/25/2018,in  cluster with 421
UMBS,D03E,423,POGR,34.4,L,OD,6/25/2018,
UMBS,D03E,424,PIRE,9.7,L,UN,6/25/2018,
UMBS,D03E,425,PIRE,9.8,L,UN,6/25/2018,
UMBS,D03E,426,QURU,30.7,L,OD,6/25/2018,"Was marked 18.14 m radius, outside of plot"
UMBS,D03E,427,BEPA,14.1,D,UN,6/25/2018,
