species,tag,site,dbh_cm,health_status,canopy_status,date,notes,subplot_id,group,plot_id,latitude,longitude,component,a,b,se,source,ref,leaf_mass,genus,sla,leaf_area,fate,plot_side
POGR,719,UMBS,25.1,L,OD,6/26/2018,in new plot,C01E,C,C01,45.5626755,-84.7074113,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.126876577,Populus,15.89,65.5760688,live,E
POGR,723,UMBS,25.1,L,OD,6/26/2018,,C01E,C,C01,45.5626448,-84.7073994,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.126876577,Populus,15.89,65.5760688,live,E
POGR,725,UMBS,25.2,L,OD,6/26/2018,,C01E,C,C01,45.5626376,-84.7073675,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.164376571,Populus,15.89,66.17194371,live,E
POGR,732,UMBS,25.2,L,OD,6/26/2018,731-732 share base,C01E,C,C01,45.5626308,-84.7073415,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.164376571,Populus,15.89,66.17194371,live,E
POGR,724,UMBS,25.3,L,OD,6/26/2018,in new plot,C01E,C,C01,45.5626659,-84.7073948,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.202066778,Populus,15.89,66.77084111,live,E
POGR,735,UMBS,27.1,L,OD,6/26/2018,,C01E,C,C01,45.5626023,-84.7073489,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.913250431,Populus,15.89,78.07154934,live,E
POGR,731,UMBS,28.8,L,OD,6/26/2018,731-732 share base,C01E,C,C01,45.5626235,-84.7073303,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.642631303,Populus,15.89,89.6614114,live,E
POGR,714,UMBS,30.1,L,OD,6/26/2018,,C01E,C,C01,45.5626325,-84.7074332,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.238821234,Populus,15.89,99.13486941,live,E
POGR,717,UMBS,30.5,L,OD,6/26/2018,,C01E,C,C01,45.562659,-84.7074197,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.429036607,Populus,15.89,102.1573917,live,E
POGR,722,UMBS,30.6,L,OD,6/26/2018,,C01E,C,C01,45.5626505,-84.7074029,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.477091159,Populus,15.89,102.9209785,live,E
POGR,808,UMBS,31.8,L,OD,6/26/2018,reading taken above DBH,C01E,C,C01,45.5625487,-84.7075075,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.069447313,Populus,15.89,112.3335178,live,E
POGR,729,UMBS,32.6,L,OD,6/26/2018,,C01E,C,C01,45.5626114,-84.7073578,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",7.480554723,Populus,15.89,118.8660145,live,E
QURU,802,UMBS,33,L,OD,6/26/2018,802-803 share base,C01E,C,C01,45.5625714,-84.7076084,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",7.774617291,Quercus,14.2,110.3995655,live,E
QURU,754,UMBS,33.9,L,OD,6/26/2018,,C01E,C,C01,45.5624536,-84.7072884,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.085033026,Quercus,14.2,114.807469,live,E
POGR,784,UMBS,38.7,L,OD,6/26/2018,,C01E,C,C01,45.5624989,-84.7074855,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.05111783,Populus,15.89,175.6022623,live,E
POGR,779,UMBS,40.3,L,OD,6/26/2018,in new plot,C01E,C,C01,45.5624113,-84.707626,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.11805011,Populus,15.89,192.5558163,live,E
POGR,785,UMBS,40.9,L,OD,6/26/2018,,C01E,C,C01,45.5624705,-84.7075863,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",12.53240121,Populus,15.89,199.1398552,live,E
QURU,791,UMBS,43.2,L,OD,6/26/2018,,C01E,C,C01,45.5625261,-84.7075988,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",11.504562,Quercus,14.2,163.3647804,live,E
QURU,874,UMBS,45.3,L,OD,6/27/2018,,C01W,C,C01,45.562432,-84.7080012,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",12.32719089,Quercus,14.2,175.0461107,live,W
POGR,840,UMBS,44.1,L,OD,6/27/2018,In a new plot,C01W,C,C01,45.5625052,-84.7082644,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",14.8751569,Populus,15.89,236.3662431,live,W
QURU,868,UMBS,38.8,L,OD,6/27/2018,,C01W,C,C01,45.5623402,-84.7080501,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",9.839916161,Quercus,14.2,139.7268095,live,W
POGR,881,UMBS,38.7,L,OD,6/27/2018,,C01W,C,C01,45.5625005,-84.7079258,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",11.05111783,Populus,15.89,175.6022623,live,W
QURU,828,UMBS,35.6,L,OD,6/27/2018,Shred base with 827,C01W,C,C01,45.5626069,-84.7080699,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.681624235,Quercus,14.2,123.2790641,live,W
QURU,865,UMBS,34.6,L,OD,6/27/2018,Shared base with 853,C01W,C,C01,45.5623908,-84.7082301,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.329078613,Quercus,14.2,118.2729163,live,W
POGR,878,UMBS,34.2,L,OD,6/27/2018,,C01W,C,C01,45.5624257,-84.7079019,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",8.342057047,Populus,15.89,132.5552865,live,W
QURU,824,UMBS,33.8,L,OD,6/27/2018,,C01W,C,C01,45.5626216,-84.7079651,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",8.050355078,Quercus,14.2,114.3150421,live,W
POGR,870,UMBS,31.5,L,OD,6/27/2018,,C01W,C,C01,45.5623531,-84.7080385,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",6.918632682,Populus,15.89,109.9370733,live,W
QURU,871,UMBS,30.2,L,OD,6/27/2018,Shared base with 872,C01W,C,C01,45.5624001,-84.7079748,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.833628092,Quercus,14.2,97.0375189,live,W
QURU,842,UMBS,29.7,L,OD,6/27/2018,,C01W,C,C01,45.5625201,-84.7081681,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.669631984,Quercus,14.2,94.70877417,live,W
QURU,839,UMBS,29.4,L,OD,6/27/2018,,C01W,C,C01,45.562571,-84.7082402,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.571834275,Quercus,14.2,93.32004671,live,W
QURU,858,UMBS,27.9,L,OD,6/27/2018,,C01W,C,C01,45.56239,-84.7081426,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",6.089692356,Quercus,14.2,86.47363145,live,W
POGR,838,UMBS,27.8,L,OD,6/27/2018,,C01W,C,C01,45.5625582,-84.7082038,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.206737402,Populus,15.89,82.73505731,live,W
POGR,867,UMBS,27.5,L,OD,6/27/2018,,C01W,C,C01,45.5623708,-84.70806,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",5.079788641,Populus,15.89,80.71784151,live,W
QURU,872,UMBS,26.9,L,OD,6/27/2018,Shared base with 871,C01W,C,C01,45.5623998,-84.7079739,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.774718317,Quercus,14.2,82.0010001,live,W
POGR,866,UMBS,26.2,L,OD,6/27/2018,,C01W,C,C01,45.5623668,-84.7080873,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.54987224,Populus,15.89,72.2974699,live,W
QURU,885,UMBS,26.2,L,OD,6/27/2018,,C01W,C,C01,45.5625245,-84.7079041,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.557373889,Quercus,14.2,78.91470923,live,W
QURU,854,UMBS,26,L,OD,6/27/2018,Shared base with 855,C01W,C,C01,45.562423,-84.7082128,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.495756202,Quercus,14.2,78.03973807,live,W
POGR,884,UMBS,25.3,L,OD,6/27/2018,,C01W,C,C01,45.5625278,-84.7078552,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",4.202066778,Populus,15.89,66.77084111,live,W
QURU,835,UMBS,24.6,L,OD,6/27/2018,Shared base with smaller tree,C01W,C,C01,45.5626118,-84.7081653,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",5.070512039,Quercus,14.2,72.00127095,live,W
POGR,833,UMBS,24.2,D,UN,6/27/2018,,C01W,C,C01,45.5625189,-84.7081309,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.797901717,Populus,15.89,60.34865828,live,W
QURU,859,UMBS,24.2,L,OD,6/27/2018,,C01W,C,C01,45.5623991,-84.708147,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.950996221,Quercus,14.2,70.30414634,live,W
QURU,837,UMBS,22.6,L,OD,6/27/2018,Tree noted as a little outside the plot,C01W,C,C01,45.5626015,-84.7082138,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.481970733,Quercus,14.2,63.64398441,live,W
QURU,820,UMBS,22.5,L,OS,6/27/2018,,C01W,C,C01,45.562554,-84.7080886,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.453144638,Quercus,14.2,63.23465386,live,W
POGR,864,UMBS,22.1,L,OD,6/27/2018,,C01W,C,C01,45.5623414,-84.7080923,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",3.089272275,Populus,15.89,49.08853645,live,W
QURU,845,UMBS,22.1,L,OD,6/27/2018,,C01W,C,C01,45.5624622,-84.7080512,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.338424017,Quercus,14.2,61.60562103,live,W
QURU,853,UMBS,21.1,L,OD,6/27/2018,Shared base with 865,C01W,C,C01,45.5624047,-84.7082377,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",4.055759647,Quercus,14.2,57.59178698,live,W
QURU,877,UMBS,20.8,M,UN,6/27/2018,,C01W,C,C01,45.5624166,-84.7079433,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.972129415,Quercus,14.2,56.4042377,live,W
POGR,823,UMBS,20.1,L,OD,6/27/2018,,C01W,C,C01,45.5625744,-84.7080187,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.489629921,Populus,15.89,39.56021944,live,W
QURU,856,UMBS,20,L,OD,6/27/2018,,C01W,C,C01,45.5624064,-84.7081949,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.751801745,Quercus,14.2,53.27558478,live,W
QURU,886,UMBS,19.7,L,OS,6/27/2018,,C01W,C,C01,45.5625246,-84.7079507,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.670198864,Quercus,14.2,52.11682387,live,W
QURU,861,UMBS,19.7,L,OS,6/27/2018,,C01W,C,C01,45.5624125,-84.7081481,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.670198864,Quercus,14.2,52.11682387,live,W
POGR,862,UMBS,19.6,L,OS,6/27/2018,,C01W,C,C01,45.5623959,-84.7081285,FL,0.0027,2.275,0.487,Upper Great Lakes,"Perala and Alban, 1994",2.350965882,Populus,15.89,37.35684786,live,W
QURU,887,UMBS,18.8,L,OD,6/27/2018,,C01W,C,C01,45.5625298,-84.7079888,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.428790166,Quercus,14.2,48.68882035,live,W
ACRU,846,UMBS,18.4,L,OS,6/27/2018,Shared base with 847,C01W,C,C01,45.5624523,-84.7080579,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",3.307716497,Acer,19,62.84661344,live,W
QURU,888,UMBS,17.9,L,OD,6/27/2018,In NE veg plot,C01W,C,C01,45.5625442,-84.7079477,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.192584475,Quercus,14.2,45.33469955,live,W
QURU,852,UMBS,17.5,L,OS,6/27/2018,,C01W,C,C01,45.5624137,-84.7082387,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",3.089310768,Quercus,14.2,43.86821291,live,W
BEPA,849,UMBS,17.2,D,UN,6/27/2018,,C01W,C,C01,45.5624785,-84.70823,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",3.392127493,Betula,20.82,70.62409441,live,W
QURU,836,UMBS,16.6,L,OS,6/27/2018,,C01W,C,C01,45.5626425,-84.7081048,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.860872516,Quercus,14.2,40.62438972,live,W
PIRE,832,UMBS,16.1,L,OS,6/27/2018,,C01W,C,C01,45.5625354,-84.7081224,FL,7.00E-04,3.122,0.553,,,4.100231946,Pinus,5.39,22.10025019,live,W
ACRU,880,UMBS,15.7,L,OS,6/27/2018,Shared base with smaller trees,C01W,C,C01,45.5624996,-84.7079695,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.590563824,Acer,19,49.22071266,live,W
QURU,830,UMBS,15.4,L,OS,6/27/2018,,C01W,C,C01,45.562529,-84.7080963,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.564979428,Quercus,14.2,36.42270787,live,W
ACRU,892,UMBS,15.2,L,OS,6/27/2018,Shared base with 891,C01W,C,C01,45.5626051,-84.7079024,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.464608587,Acer,19,46.82756315,live,W
BEPA,889,UMBS,15,L,OS,6/27/2018,,C01W,C,C01,45.5625563,-84.7079572,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",2.597406554,Betula,20.82,54.07800445,live,W
ACRU,857,UMBS,14.4,L,OS,6/27/2018,"Shared base with smaller, dead tree",C01W,C,C01,45.5623758,-84.7081893,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.267707674,Acer,19,43.0864458,live,W
QURU,844,UMBS,14.4,L,OS,6/27/2018,,C01W,C,C01,45.5624682,-84.7080511,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",2.326262198,Quercus,14.2,33.03292321,live,W
BEPA,841,UMBS,14.1,D,UN,6/27/2018,,C01W,C,C01,45.562527,-84.7082171,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",2.302108617,Betula,20.82,47.9299014,live,W
ACRU,863,UMBS,14,L,OS,6/27/2018,,C01W,C,C01,45.562341,-84.7081034,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",2.171430865,Acer,19,41.25718644,live,W
ACRU,850,UMBS,13.2,L,OS,6/27/2018,Shared base with 851,C01W,C,C01,45.5624298,-84.7082339,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.983319518,Acer,19,37.68307085,live,W
BEPA,890,UMBS,12.6,D,OS,6/27/2018,,C01W,C,C01,45.5625695,-84.7078963,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",1.84861588,Betula,20.82,38.48818263,live,W
QURU,882,UMBS,12.6,L,OS,6/27/2018,,C01W,C,C01,45.5625248,-84.7078855,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.915492168,Quercus,14.2,27.19998878,live,W
ACRU,829,UMBS,12.5,L,OS,6/27/2018,,C01W,C,C01,45.5625593,-84.708124,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.823686788,Acer,19,34.65004898,live,W
ACRU,847,UMBS,12.5,L,UN,6/27/2018,Shared base with 846,C01W,C,C01,45.5624501,-84.7080602,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.823686788,Acer,19,34.65004898,live,W
PIST,843,UMBS,12.4,L,UN,6/27/2018,,C01W,C,C01,45.5624912,-84.7081628,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.378278631,Pinus,12.5,4.728482891,live,W
QURU,855,UMBS,12.3,D,OS,6/27/2018,Shared base with 854,C01W,C,C01,45.5624171,-84.7082014,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.849495055,Quercus,14.2,26.26282978,live,W
ACRU,879,UMBS,10.7,L,UN,6/27/2018,Shared base with smaller trees,C01W,C,C01,45.5624691,-84.708042,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.435356728,Acer,19,27.27177784,live,W
BEPA,819,UMBS,10.2,D,UN,6/27/2018,,C01W,C,C01,45.5625247,-84.7080601,FL,0.0132,1.9505,NA,Upper Great Lakes,"Perala and Alban, 1994",1.224189263,Betula,20.82,25.48762046,live,W
QURU,831,UMBS,10.1,L,OS,6/27/2018,,C01W,C,C01,45.5625021,-84.7080814,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.388445497,Quercus,14.2,19.71592605,live,W
QURU,826,UMBS,9.9,L,OS,6/27/2018,,C01W,C,C01,45.5626228,-84.7081039,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.348622638,Quercus,14.2,19.15044146,live,W
FAGR,883,UMBS,9.8,L,UN,6/27/2018,"Split trunk, smaller branch",C01W,C,C01,45.5625685,-84.7078644,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.96239153,Fagus,35,33.68370356,live,W
ACRU,822,UMBS,9.4,L,OS,6/27/2018,Shared base with 821,C01W,C,C01,45.5625778,-84.70806,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.175779073,Acer,19,22.3398024,live,W
FAGR,869,UMBS,9.4,L,UN,6/27/2018,Taken just above DBH,C01W,C,C01,45.5623532,-84.7080259,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.899179218,Fagus,35,31.47127262,live,W
PIST,834,UMBS,9.4,L,OS,6/27/2018,,C01W,C,C01,45.562562,-84.708156,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.228685125,Pinus,12.5,2.858564066,live,W
ACRU,860,UMBS,9.2,L,OS,6/27/2018,,C01W,C,C01,45.5623967,-84.7081327,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.137475591,Acer,19,21.61203623,live,W
PIST,873,UMBS,8.8,L,UN,6/27/2018,,C01W,C,C01,45.5624153,-84.7079926,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.202856824,Pinus,12.5,2.535710303,live,W
FAGR,825,UMBS,8.7,L,OS,6/27/2018,Shared base with smaller tree,C01W,C,C01,45.5626303,-84.7079607,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.792600165,Fagus,35,27.74100579,live,W
ACRU,851,UMBS,8.6,L,OS,6/27/2018,Shared base with 850,C01W,C,C01,45.5624239,-84.7082364,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.025265743,Acer,19,19.48004912,live,W
ACRU,891,UMBS,8.6,L,OS,6/27/2018,Shared base with 892,C01W,C,C01,45.5626019,-84.7079005,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.025265743,Acer,19,19.48004912,live,W
ACRU,821,UMBS,8.5,L,UN,6/27/2018,Shared base with 822,C01W,C,C01,45.5625755,-84.7080576,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.006964077,Acer,19,19.13231746,live,W
QURU,827,UMBS,8.5,D,UN,6/27/2018,Shared base with 828,C01W,C,C01,45.5626055,-84.7080994,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.080303478,Quercus,14.2,15.34030939,live,W
PIST,893,UMBS,8.4,L,UN,6/27/2018,,C01W,C,C01,45.5626004,-84.7079022,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.186414663,Pinus,12.5,2.330183286,live,W
ACPE,1047,UMBS,8.1,L,UN,6/28/2018,Shared base with smaller trees,C02E,C,C02,45.5632258,-84.7063125,FL,0.0049,2.094,NA,,basswood,0.391348532,Acer,19,7.435622117,kill,E
ACRU,1055,UMBS,8.3,L,UN,6/28/2018,Shared base with 1056,C02E,C,C02,45.5631659,-84.7062869,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",0.970709085,Acer,19,18.44347261,kill,E
ACRU,1068,UMBS,8.4,L,OS,6/28/2018,Shared base with 1067,C02E,C,C02,45.5630628,-84.7062846,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",0.988778313,Acer,19,18.78678794,kill,E
FAGR,1113,UMBS,8.4,L,UN,6/28/2018,,C02E,C,C02,45.5631984,-84.7066495,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.748528673,Fagus,35,26.19850356,kill,E
ACRU,1120,UMBS,8.6,L,OS,6/28/2018,In a cluster with 1119 & 1121,C02E,C,C02,45.5631272,-84.7065975,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.025265743,Acer,19,19.48004912,kill,E
FAGR,1143,UMBS,8.6,L,UN,6/28/2018,,C02E,C,C02,45.5629992,-84.7064402,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.777801446,Fagus,35,27.2230506,kill,E
QURU,1144,UMBS,8.6,L,OS,6/28/2018,,C02E,C,C02,45.563297,-84.7064909,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.09884512,Quercus,14.2,15.60360071,kill,E
ACRU,1072,UMBS,8.9,L,OS,6/28/2018,Shared base with 1070 & 1073,C02E,C,C02,45.5630403,-84.7063671,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.080859993,Acer,19,20.53633986,kill,E
ACRU,1115,UMBS,8.9,L,OS,6/28/2018,Shared base with smaller tree,C02E,C,C02,45.5632164,-84.7066388,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.080859993,Acer,19,20.53633986,kill,E
FAGR,1039,UMBS,8.9,L,UN,6/28/2018,Shared base with 1038,C02E,C,C02,45.5631827,-84.7063761,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.822519966,Fagus,35,28.78819881,kill,E
ACRU,1061,UMBS,9.1,L,OS,6/28/2018,,C02E,C,C02,45.5631441,-84.7063458,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.118491211,Acer,19,21.25133302,kill,E
QURU,1050,UMBS,9.1,L,OS,6/28/2018,,C02E,C,C02,45.5632484,-84.7063154,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.193016536,Quercus,14.2,16.94083481,kill,E
ACRU,1121,UMBS,9.2,L,OS,6/28/2018,In a cluster with 1119 & 1120,C02E,C,C02,45.5631317,-84.7065994,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.137475591,Acer,19,21.61203623,kill,E
ACRU,1056,UMBS,9.4,L,UN,6/28/2018,Shared base with 1055,C02E,C,C02,45.5631657,-84.7062958,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.175779073,Acer,19,22.3398024,kill,E
ACRU,1067,UMBS,9.5,L,OS,6/28/2018,Shared base with 1068,C02E,C,C02,45.5630567,-84.7062879,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.195097076,Acer,19,22.70684445,kill,E
ACRU,1032,UMBS,9.5,L,OS,6/28/2018,Shared base with 1033,C02E,C,C02,45.5632909,-84.7063249,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.195097076,Acer,19,22.70684445,kill,E
ACRU,1142,UMBS,9.5,M,OS,6/28/2018,Shared base with smaller tree,C02E,C,C02,45.5632942,-84.7064904,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.195097076,Acer,19,22.70684445,kill,E
FAGR,1045,UMBS,9.8,L,UN,6/28/2018,,C02E,C,C02,45.5632201,-84.7062671,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,0.96239153,Fagus,35,33.68370356,kill,E
ACRU,1134,UMBS,10.5,L,OS,6/28/2018,Shared base with smaller trees,C02E,C,C02,45.5631933,-84.706492,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.394249034,Acer,19,26.49073165,kill,E
PIST,1048,UMBS,10.5,L,UN,6/28/2018,,C02E,C,C02,45.5632469,-84.7062599,FL,0.0039,1.817,0.262,Upper Great Lakes,"Perala and Alban, 1994",0.279618282,Pinus,12.5,3.495228528,kill,E
ACRU,1081,UMBS,11,L,OS,6/28/2018,,C02E,C,C02,45.5630253,-84.7063781,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.497799106,Acer,19,28.45818301,kill,E
ACRU,1028,UMBS,11.1,L,OS,6/28/2018,,C02E,C,C02,45.5633016,-84.7063987,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.518819692,Acer,19,28.85757414,kill,E
ACRU,1040,UMBS,11.2,L,OS,6/28/2018,,C02E,C,C02,45.5631827,-84.7063679,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.53994279,Acer,19,29.25891301,kill,E
FAGR,1082,UMBS,11.2,L,UN,6/28/2018,Taken just under DBH,C02E,C,C02,45.5630283,-84.7063903,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.196454158,Fagus,35,41.87589554,kill,E
FAGR,1038,UMBS,11.3,L,UN,6/28/2018,Shared base with 1039,C02E,C,C02,45.5631799,-84.7063762,FL,0.0233,1.6303,0.341,New Brunswick,ker 1980a,1.213918996,Fagus,35,42.48716485,kill,E
ACRU,1070,UMBS,11.5,L,OS,6/28/2018,Shared base with 1072 & 1073,C02E,C,C02,45.5630438,-84.7063502,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.603922966,Acer,19,30.47453635,kill,E
ACRU,1027,UMBS,11.7,L,OS,6/28/2018,,C02E,C,C02,45.5632998,-84.7064056,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.647081385,Acer,19,31.29454631,kill,E
QURU,1064,UMBS,12,L,OS,6/28/2018,,C02E,C,C02,45.5631072,-84.7063259,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.784226356,Quercus,14.2,25.33601426,kill,E
ACRU,1089,UMBS,12.1,L,OS,6/28/2018,Taken 2in above DBH,C02E,C,C02,45.563012,-84.7064854,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.734595846,Acer,19,32.95732108,kill,E
QURU,1054,UMBS,12.1,L,UN,6/28/2018,,C02E,C,C02,45.5631824,-84.7062349,FL,0.048,1.455,0.426,Upper Great Lakes,"Perala and Alban, 1994",1.805901053,Quercus,14.2,25.64379495,kill,E
ACRU,1076,UMBS,12.5,L,OS,6/28/2018,,C02E,C,C02,45.5631425,-84.7064335,FL,0.0373,1.54,0.569,Michigan,"Crow and Erdman, 1983",1.823686788,Acer,19,34.65004898,kill,E
