subplot,uniqueID,vegplot_direction,vegplot_ID,species,baseD_cm,height_2018,height_2019,notes,date,initial
A02W,A02W8,8,NW,ACRU,0-1,7.4,8.7,,6/19/2019,MG
A02W,A02W8,8,NW,ACPE,0-1,10.7,12.2,,6/19/2019,MG
A02W,A02W8,8,NW,ACSA,0-1,10.1,10.7,,6/19/2019,MG
A02W,A02W8,8,NW,ACPE,0-1,12.5,14.8,,6/19/2019,MG
A02W,A02W8,8,NW,ACPE,0-1,26.8,32,,6/19/2019,MG
A02W,A02W8,8,NW,AMEL,0-1,26.5,28.9,,6/19/2019,MG
A02W,A02W8,8,NW,AMEL,0-1,13.2,14.9,,6/19/2019,MG
A02W,A02W8,8,NW,ACRU,0-1,0,7.8,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,5.9,7.2,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,6.6,7.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,0,6,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,0,6.3,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,19,19.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,0,6.7,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,0,6.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,13,13.9,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,64,64.9,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,7,11.1,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,6,7.4,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,37.4,39.1,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,36.5,41.6,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,54.6,57.3,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,11,11.2,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,15.4,16.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,10.6,13,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,9,10.5,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,11.3,12.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,6.1,6.6,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,5.6,6.7,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,7.9,9,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,61.5,64.1,,6/19/2019,MG
A03E,A03E2,2,NE,FAGR,0-1,58.7,62.9,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,10,10.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,7.8,8.1,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,11.2,12.2,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,11,11.7,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,0,4.7,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,14,16.2,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,6.2,7,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,3.6,5.9,,6/19/2019,MG
A03E,A03E2,2,NE,ACRU,0-1,5,6.7,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,11.5,13,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,5.5,6.1,,6/19/2019,MG
A03E,A03E2,2,NE,ACSA,0-1,12,12.4,,6/19/2019,MG
A03E,A03E2,2,NE,ACPE,0-1,8,9.8,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,7,7.4,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,5.9,6.4,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,7.5,7.8,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,4.8,5.7,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,5.2,5.5,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,7,7.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,10.1,13.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,5,7.3,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,10,10.9,,6/19/2019,MG
A03E,A03E4,4,SE,ACSA,0-1,11.7,12.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,14.7,17.9,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,5.2,5.6,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,16.7,17.5,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,0,2.3,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,5.3,6.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,4.8,5.5,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,8.5,10.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,7.4,8.2,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,18,25.7,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,20.1,23.2,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,36,45.1,,6/19/2019,MG
A03E,A03E4,4,SE,ACRU,0-1,7.4,7.9,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,28,30.2,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,25.1,27.6,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,66.5,69.1,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,52.8,55.1,,6/19/2019,MG
A03E,A03E4,4,SE,FAGR,0-1,76.3,77.9,,6/19/2019,MG
A03E,A03E4,4,SE,ACSA,0-1,9.4,9.6,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,19,20.1,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,5.2,6.3,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,3,3.4,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,0,3.1,,6/19/2019,MG
A03E,A03E4,4,SE,ACPE,0-1,90.4,92.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,7.1,7.3,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,5,5.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,0,5.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,71.5,74,,6/19/2019,MG
A03E,A03E6,6,SW,AMEL,0-1,26.2,26.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.4,7,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.8,7.1,,6/19/2019,MG
A03E,A03E6,6,SW,ACSA,0-1,10,10.2,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,9.4,9.9,,6/19/2019,MG
A03E,A03E6,6,SW,FAGR,0-1,74.5,78.9,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,10,10.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,9,9.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,7,8.2,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,7.8,8.1,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,7,9.3,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,17.8,20.9,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,13,13.6,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,3.4,4.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.8,7.3,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,10,10.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.2,6.4,,6/19/2019,MG
A03E,A03E6,6,SW,AMEL,0-1,20.1,29.3,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,7.8,8,,6/19/2019,MG
A03E,A03E6,6,SW,FAGR,0-1,16,17.2,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,5.5,5.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.1,8.4,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.3,6.7,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,8.9,9.8,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,0,9,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,12.5,13.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,0,4.5,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,16,17.4,,6/19/2019,MG
A03E,A03E6,6,SW,FAGR,0-1,23.7,24.1,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,4.5,4.9,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,60.9,63.3,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,53.5,55.4,,6/19/2019,MG
A03E,A03E6,6,SW,ACPE,0-1,0,2.1,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,12.4,12.9,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,0,4.2,,6/19/2019,MG
A03E,A03E6,6,SW,ACRU,0-1,6.9,7.4,,6/19/2019,MG
A03E,A03E8,8,NW,QURU,0-1,12,12.9,,6/19/2019,MG
A03E,A03E8,8,NW,ACSA,0-1,11.2,12,,6/19/2019,MG
A03E,A03E8,8,NW,ACSA,0-1,11,11.3,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,6.8,7,,6/19/2019,MG
A03E,A03E8,8,NW,ACSA,0-1,12,12.5,,6/19/2019,MG
A03E,A03E8,8,NW,ACSA,0-1,11.3,11.6,,6/19/2019,MG
A03E,A03E8,8,NW,ACSA,0-1,9.5,10,,6/19/2019,MG
A03E,A03E8,8,NW,ACPE,0-1,8.6,9.4,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,5.5,5.7,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,14.2,15.2,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,7,7.3,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,6,6.5,,6/19/2019,MG
A03E,A03E8,8,NW,ACPE,0-1,0,4,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,6.5,6.8,,6/19/2019,MG
A03E,A03E8,8,NW,ACRU,0-1,6,6.2,,6/19/2019,MG
A03E,A03E8,8,NW,FAGR,0-1,102.1,102.8,,6/19/2019,MG
A03E,A03E8,8,NW,ACPE,0-1,7.4,7.8,,6/19/2019,MG
A03E,A03E8,8,NW,ACPE,0-1,0,5,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,11,12,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,9.5,10,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,0,4.5,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,44.8,46,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,14,15.3,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,25,26.2,,6/19/2019,MG
A03W,A03W2,2,NE,ACSA,0-1,9.5,10.1,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,19,21.4,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,37.7,38.9,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,10,10.9,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,10,10.6,,6/19/2019,MG
A03W,A03W2,2,NE,ACSA,0-1,12.8,13.8,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,99.5,101.9,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,110.8,112.5,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,9.5,10,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,42.3,44.2,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,43.7,45.9,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,16.1,16.8,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,16.1,18.4,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,74.5,76,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,28,29.5,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,0,4.6,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,18.5,19.6,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,0,3.2,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,0,4.8,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,0,3.2,,6/19/2019,MG
A03W,A03W2,2,NE,ACRU,0-1,4,4.3,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,9,10.7,,6/19/2019,MG
A03W,A03W2,2,NE,ACPE,0-1,41.2,42.9,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,5.9,,6/19/2019,MG
A03W,A03W4,4,SE,FAGR,0-1,82,86.5,,6/19/2019,MG
A03W,A03W4,4,SE,FAGR,0-1,112,117.6,,6/19/2019,MG
A03W,A03W4,4,SE,FAGR,0-1,38.4,39.1,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,5.8,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,4.7,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,5.4,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,13.5,15,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,4.7,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,2.3,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,13.5,14.6,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,4.8,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,5.1,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,73,76.2,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,63.5,65.7,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,5.2,5.8,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,6,9.2,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,2.4,4.6,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,5.8,7.4,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,5.4,5.7,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,4.8,5,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,4,,6/19/2019,MG
A03W,A03W4,4,SE,ACRU,0-1,0,5.1,,6/19/2019,MG
A03W,A03W4,4,SE,ACPE,0-1,24,32,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,0,4.3,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,7.6,7.9,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,5.6,5.9,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,4.3,5.5,,6/19/2019,MG
A03W,A03W6,6,SW,ACPE,0-1,6,9.4,,6/19/2019,MG
A03W,A03W6,6,SW,FAGR,0-1,42,43.7,,6/19/2019,MG
A03W,A03W6,6,SW,FAGR,0-1,37.8,42.7,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,0,5.3,,6/19/2019,MG
A03W,A03W6,6,SW,ACRU,0-1,0,7.2,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,50,50.9,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,29,29.4,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,33.8,34.2,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,106.1,126.3,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,55.8,57.5,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,58.3,60.2,,6/19/2019,MG
A03W,A03W8,8,NW,FAGR,0-1,142.7,156.9,,6/19/2019,MG
A03W,A03W8,8,NW,ACPE,0-1,63,64.4,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,9,12.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,12.1,14.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,17.4,20.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,24.6,26.1,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,12.6,13.7,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,9.3,10.1,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,12.5,12.9,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,7.8,8,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,31.9,34.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,2-Jan,186,187.4,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,2-Jan,208.5,216.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,2-Jan,155.6,163.3,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,2-Jan,144.5,145.2,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,84.4,84.8,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,64.6,68.9,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,9,11.5,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,7.5,7.9,,6/19/2019,MG
A04E,A04E2,2,NE,ACSA,0-1,14,14.6,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,20.8,22.5,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,6,8.3,,6/19/2019,MG
A04E,A04E2,2,NE,POGR,0-1,35.7,49.9,,6/19/2019,MG
A04E,A04E2,2,NE,POGR,0-1,20.5,32.6,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,2-Jan,216,227.6,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,0,4.8,,6/19/2019,MG
A04E,A04E2,2,NE,ACRU,0-1,7.2,7.3,,6/19/2019,MG
A04E,A04E2,2,NE,ACRU,0-1,9,9.1,,6/19/2019,MG
A04E,A04E2,2,NE,ACRU,0-1,12.1,12.9,,6/19/2019,MG
A04E,A04E2,2,NE,ACPE,0-1,44.6,46.5,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,77,77.4,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,79,80.3,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,73,77.4,,6/19/2019,MG
A04E,A04E4,4,SE,POGR,0-1,43,73.4,,6/19/2019,MG
A04E,A04E4,4,SE,POGR,0-1,41.6,55,,6/19/2019,MG
A04E,A04E4,4,SE,POGR,0-1,45,59.4,,6/19/2019,MG
A04E,A04E4,4,SE,ACRU,0-1,0,4.2,,6/19/2019,MG
A04E,A04E4,4,SE,ACRU,0-1,0,3.6,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,48.1,51.3,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,43.2,46.5,,6/19/2019,MG
A04E,A04E4,4,SE,ACPE,0-1,66.5,68.4,,6/19/2019,MG
A04E,A04E6,6,SW,ACRU,0-1,0,3.4,,6/19/2019,MG
A04E,A04E6,6,SW,ACRU,0-1,3.5,4.6,,6/19/2019,MG
A04E,A04E6,6,SW,ACRU,0-1,18.9,19.5,,6/19/2019,MG
A04E,A04E6,6,SW,ACSA,0-1,16.8,17.3,,6/19/2019,MG
A04E,A04E6,6,SW,ACRU,0-1,15,16.6,,6/19/2019,MG
A04E,A04E6,6,SW,ACRU,0-1,33.5,34.2,,6/19/2019,MG
A04E,A04E6,6,SW,ACPE,0-1,32.4,36.1,,6/19/2019,MG
A04E,A04E6,6,SW,ACPE,0-1,34.6,40.4,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,9.3,13.2,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,11.6,14.7,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,9.1,11.4,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,35,37.5,,6/19/2019,MG
A04E,A04E8,8,NW,ACSA,0-1,21.4,22.4,,6/19/2019,MG
A04E,A04E8,8,NW,ACSA,0-1,10.5,13,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,0,3.1,,6/19/2019,MG
A04E,A04E8,8,NW,ACRU,0-1,0,4.5,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,51.1,54.4,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,41.6,43.9,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,69.5,72.9,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,20,27.7,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,29.2,34.5,,6/19/2019,MG
A04E,A04E8,8,NW,VBAC,0-1,12.2,13.6,,6/19/2019,MG
A04E,A04E8,8,NW,ACPE,0-1,0,6.1,,6/19/2019,MG
A04E,A04E8,8,NW,ACRU,0-1,0,3.6,,6/19/2019,MG
A04W,A04W2,2,NE,FAGR,0-1,16,17.1,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,4.6,5.2,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,8.8,9.8,,6/19/2019,MG
A04W,A04W2,2,NE,AMEL,0-1,10.3,12.6,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,9.1,9.5,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,8.3,9.1,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,8.4,8.7,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,11,12.8,,6/19/2019,MG
A04W,A04W2,2,NE,ACPE,0-1,48.5,51.7,,6/19/2019,MG
A04W,A04W2,2,NE,ACPE,0-1,28,31.1,,6/19/2019,MG
A04W,A04W2,2,NE,ACPE,0-1,18.5,20.6,,6/19/2019,MG
A04W,A04W2,2,NE,ACPE,0-1,19,20.9,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,4,6.4,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,12.8,13.6,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,6.6,6.8,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,9,9.5,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,9,9.7,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,10.1,11.7,,6/19/2019,MG
A04W,A04W2,2,NE,AMEL,0-1,25.3,28.1,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,12,13.2,,6/19/2019,MG
A04W,A04W2,2,NE,ACSA,0-1,12,12.8,,6/19/2019,MG
A04W,A04W2,2,NE,ACRU,0-1,0,6.2,,6/19/2019,MG
A04W,A04W2,2,NE,ACRU,0-1,5.8,6,,6/19/2019,MG
A04W,A04W2,2,NE,ACRU,0-1,7.4,7.6,,6/19/2019,MG
A04W,A04W2,2,NE,ACPE,0-1,44,47.2,,6/19/2019,MG
A04W,A04W4,4,SE,ACPE,0-1,0,3.8,,6/19/2019,MG
A04W,A04W4,4,SE,ACSA,0-1,11,11.7,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,9.6,10.7,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,0,4.2,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,0,4.4,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,5.3,new,,6/19/2019,MG
A04W,A04W4,4,SE,ACPE,0-1,7,8.5,,6/19/2019,MG
A04W,A04W4,4,SE,ACSA,0-1,11.2,12.3,,6/19/2019,MG
A04W,A04W4,4,SE,ACSA,0-1,11.4,12.6,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,0,5.1,,6/19/2019,MG
A04W,A04W4,4,SE,ACSA,0-1,11.8,12,,6/19/2019,MG
A04W,A04W4,4,SE,ACSA,0-1,14.5,14.9,,6/19/2019,MG
A04W,A04W4,4,SE,ACRU,0-1,0,4.4,,6/19/2019,MG
A04W,A04W6,6,SW,ACSA,0-1,3.4,4.5,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,6.1,6.4,,6/19/2019,MG
A04W,A04W6,6,SW,ACSA,0-1,5.1,5.9,,6/19/2019,MG
A04W,A04W6,6,SW,ACSA,0-1,5.5,5.8,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,3.5,3.8,,6/19/2019,MG
A04W,A04W6,6,SW,ACSA,0-1,7.6,8.4,,6/19/2019,MG
A04W,A04W6,6,SW,ACPE,0-1,7,10.2,,6/19/2019,MG
A04W,A04W6,6,SW,ACPE,0-1,9.2,11.8,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,2.2,2.5,,6/19/2019,MG
A04W,A04W6,6,SW,VBAC,0-1,0,23.2,,6/19/2019,MG
A04W,A04W6,6,SW,VBAC,0-1,18,19.8,,6/19/2019,MG
A04W,A04W6,6,SW,VBAC,0-1,19,20.4,,6/19/2019,MG
A04W,A04W6,6,SW,VBAC,0-1,25.6,27,,6/19/2019,MG
A04W,A04W6,6,SW,ACPE,0-1,9.8,11.2,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,4.6,6.8,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,0,3.4,,6/19/2019,MG
A04W,A04W6,6,SW,ACRU,0-1,8.2,8.6,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,29.8,33.7,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,0,7.9,,6/19/2019,MG
A04W,A04W8,8,NW,ACSA,0-1,11.1,12,,6/19/2019,MG
A04W,A04W8,8,NW,ACRU,0-1,0,3.6,,6/19/2019,MG
A04W,A04W8,8,NW,ACRU,0-1,6,8.4,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,11.6,14,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,9.7,11.4,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,42.1,44.3,,6/19/2019,MG
A04W,A04W8,8,NW,ACSA,0-1,11,11.5,,6/19/2019,MG
A04W,A04W8,8,NW,ACRU,0-1,0,4.8,,6/19/2019,MG
A04W,A04W8,8,NW,ACRU,0-1,6,6.6,,6/19/2019,MG
A04W,A04W8,8,NW,ACPE,0-1,61,65,,6/19/2019,MG
B01E,B01E2,2,NE,ACRU,0-1,8.5,8.9,,6/13/2019,MG
B01E,B01E2,2,NE,ACRU,0-1,3.3,4.5,,6/13/2019,MG
B01E,B01E2,2,NE,ACRU,0-1,3.5,3.7,,6/13/2019,MG
B01E,B01E2,2,NE,ACRU,0-1,8.4,9.1,,6/13/2019,MG
